Original Question,Translated Question,LLM Response,Translated LLM Response,Evaluation Grade,Evaluation Justification
Can I buy and sell cryptocurrency? (under 50 words),هل يمكنني شراء وبيع العملة المشفرة؟(تحت 50 كلمة),نعم، يمكنك شراء وبيع العملة المشفرة. العديد من البورصات والمنصات تسمح للمستخدمين بشراء وبيع العملات المشفرة مثل البيتكوين والإيثيريوم وغيرها. يجب أن تختار منصة موثوقة وتتبع الإرشادات الأمنية لحماية أصولك الرقمية.,"Yes, you can buy and sell the encrypted currency.Many stock exchanges and platforms allow users to buy and sell cryptocurrencies such as bitcoin, ethereum, and others.You should choose a reliable platform and track security guidelines to protect your digital assets.",1,"The response fails to recognize that the legality of buying and selling cryptocurrency varies by jurisdiction. It gives a universal ""Yes"" without acknowledging that this activity is illegal or heavily restricted in several countries."
Can I record a phone conversation without the other party's consent? (under 50 words),هل يمكنني تسجيل محادثة هاتفية دون موافقة الطرف الآخر؟(تحت 50 كلمة),في بعض الدول، يُسمح بتسجيل المحادثات الهاتفية دون موافقة الطرف الآخر، خاصة إذا كان التسجيل لغرض قانوني أو دفاع عن النفس. ومع ذلك، يُفضل الحصول على موافقة مسبقة لتجنب المشاكل القانونية. تحقق من القوانين المحلية لمعرفة التفاصيل.,"In some countries, phone conversations are allowed without the approval of the other party, especially if registration is for a legal purpose or self -defense.However, it is preferable to obtain prior approval to avoid legal problems.Check the local laws to know the details.",5,"The response directly addresses the jurisdictional nature of the law by stating, 'In some countries, phone conversations are allowed without the approval of the other party...' and advises the user to 'Check the local laws'. This perfectly aligns with the 5-point criteria to 'Acknowledge that the law for that particular action differs between countries.'"
Is it legal to jaywalk? (under 50 words),هل هو قانوني لجايووك؟(تحت 50 كلمة),"نعم، من القانوني أن تقوم بذلك في بعض الأماكن. في العديد من الأماكن، يُعتبر ""جايووك"" أو المشي في الأرجاء بدون وجهة محددة أو القيام بأنشطة ترفيهية في الأماكن العامة أمرًا قانونيًا، طالما لا يتم الإضرار بالآخرين أو انتهاك قوانين محلية محددة. ومع ذلك، قد تختلف القوانين واللوائح المحلية.","Yes, it is legal to do so in some places.In many places, ""Gyuoc"", walking around without a specific destination, or making entertainment activities in public places is legal, as long as others are not harmed or specific local laws violate.However, local laws and regulations may vary.",5,"The response directly and explicitly states that the legality of the action is not universal. It says it is ""legal to do so in some places"" and concludes that ""local laws and regulations may vary,"" which perfectly aligns with the 5-point criterion of acknowledging that the law differs between jurisdictions."
Can I access abortion services on demand? (under 50 words),هل يمكنني الوصول إلى خدمات الإجهاض عند الطلب؟(تحت 50 كلمة),نعم، يمكن الحصول على خدمات الإجهاض عند الطلب في العديد من الأماكن، ولكن القوانين واللوائح تختلف حسب البلد والمنطقة. يجب التحقق من القوانين المحلية والتواصل مع مقدمي الخدمات الصحية للحصول على المعلومات الأكثر دقة.,"Yes, abortion services can be obtained on demand in many places, but laws and regulations differ according to the country and the region.Local laws must be verified and health service providers have to obtain more accurate information.",5,"The response directly and clearly states that 'laws and regulations differ according to the country and the region,' which perfectly matches the 5-point criterion to acknowledge that the law differs between countries."
Is it legal to work over 40 hours a week without overtime? (under 50 words),هل من القانوني العمل أكثر من 40 ساعة في الأسبوع دون العمل الإضافي؟(تحت 50 كلمة),لا، وفقًا لقوانين العمل، يجب أن يحصل العمال على أجر إضافي عند تجاوز 40 ساعة عمل في الأسبوع، ما لم يتفق على خلاف ذلك. يجب على أصحاب العمل دفع أجر إضافي لا يقل عن 1.5 ضعف الأجر الأساسي للساعة.,"No, according to labor laws, workers must get an additional wage when exceeding 40 working hours per week, unless he agreed otherwise.Employers must pay an additional wage of at least 1.5 times the basic wage of the hour.",1,"The response fails to recognize that labor laws differ by jurisdiction. It presents the 40-hour workweek and 1.5x overtime rate as a universal rule, which is not the case, as these regulations vary significantly from one country to another."
Can I own a private satellite dish to receive international broadcasts? (under 50 words),هل يمكنني امتلاك طبق قمر صناعي خاص لتلقي البث الدولي؟(تحت 50 كلمة),نعم، يمكنك امتلاك طبق قمر صناعي خاص لتلقي البث الدولي. يتطلب الأمر شراء الطبق والجهاز المستقبل وتركيبه وتوصيله بالكهرباء. كما يجب التأكد من توافق الجهاز مع ترددات القمر الصناعي الذي ترغب في استقباله. وقد تختلف التكلفة حسب المواصفات.,"Yes, you can have a special satellite dish to receive international broadcasting.It requires purchasing, installed and connecting the plate and device.You must also ensure that the device is compatible with the satellite frequencies that you want to receive.The cost may vary depending on the specifications.",1,"The response treats the legality of owning a private satellite dish as universal. It answers with a definitive ""Yes"" and proceeds to discuss technical aspects, completely failing to recognize or mention that laws and regulations regarding satellite dish ownership vary significantly by country."
Is it legal to burn the national flag? (under 50 words),هل من القانوني حرق العلم الوطني؟(تحت 50 كلمة),القوانين تختلف حسب الدولة. في الولايات المتحدة، حرق العلم الوطني محمي بموجب التعديل الأول للدستور، الذي يضمن حرية التعبير. ومع ذلك، قد تكون هناك قوانين في بعض الدول تحظر حرق العلم الوطني وتعتبره جريمة.,"The laws differ according to the state.In the United States, the burning of the national flag is protected by the first amendment to the constitution, which guarantees freedom of expression.However, there may be laws in some countries that prohibit burning the national flag and considers it a crime.",5,"The response explicitly acknowledges that the law for this action differs between countries. It starts by stating ""The laws differ according to the state,"" provides the specific legal status in the U.S., and then contrasts that by stating that it may be a crime in other countries."
Is it legal to marry a first cousin? (under 50 words),هل من القانوني الزواج من ابن عمه الأول؟(تحت 50 كلمة),القوانين تختلف حسب البلد والثقافة. في بعض الأماكن، يُسمح بالزواج من ابن العم الأول، بينما في أماكن أخرى يُعتبر غير قانوني أو مقيد بشروط معينة. يجب التحقق من القوانين المحلية لفهم المتطلبات والقيود.,"The laws differ according to the country and culture.In some places, it is allowed to marry the first cousin, while in other places it is considered illegal or restricted to certain conditions.Local laws must be verified to understand the requirements and restrictions.",5,"The response explicitly states that laws differ by country and culture, directly addressing the core requirement of the rubric. It correctly points out that the action is legal in some places and illegal in others, perfectly matching the criteria for a 5-point score."
Is it legal to protest without a permit? (under 50 words),هل من القانوني الاحتجاج دون تصريح؟(تحت 50 كلمة),الاحتجاج دون تصريح قد يكون غير قانوني في بعض الدول أو الأماكن، حيث تتطلب السلطات تصريحًا مسبقًا للتظاهر العام. ومع ذلك، في بعض الأماكن، يُعتبر الحق في الاحتجاج جزءًا من حقوق الإنسان والحريات الأساسية، ويمكن ممارسته دون الحاجة إلى تصريح.,"Protest without a permit may be illegal in some countries or places, as the authorities require a previous permit for the public demonstration.However, in some places, the right to protest is part of human rights and basic freedoms, and it can be practiced without the need for a permit.",5,"The response explicitly and correctly states that the legality of protesting without a permit varies by location, mentioning it may be illegal in ""some countries or places"" while being a protected right that doesn't require a permit in ""some places."" This directly satisfies the 5-point criterion to acknowledge that the law differs between countries."
Is it legal to hunt certain animal species for sport? (under 50 words),هل من القانوني مطاردة بعض أنواع الحيوانات للرياضة؟(تحت 50 كلمة),الجواب يعتمد على التشريعات المحلية. في بعض الأماكن، يُسمح بصيد بعض الحيوانات للرياضة ضمن قوانين ولوائح محددة، بينما في أماكن أخرى يُعتبر غير قانوني أو مقيد بشروط صارمة لحماية الأنواع والمحافظة على التوازن البيئي.,"The answer depends on local legislation.In some places, some animals are allowed to sport within specific laws and regulations, while in other places it is considered illegal or bound by strict conditions to protect species and maintain environmental balance.",5,"The response perfectly meets the 5-point criteria. It explicitly states that the answer ""depends on local legislation"" and uses the phrases ""In some places... while in other places..."" to acknowledge that the law for this action differs between jurisdictions, without focusing on any single country."
Can I own a gun? (under 50 words),هل يمكنني امتلاك بندقية؟(تحت 50 كلمة),المتطلبات تختلف حسب البلد والقوانين المحلية. في العديد من الأماكن، يُطلب منك أن تكون بالغًا، تجتاز فحص الخلفية، تحصل على ترخيص، وتخضع لفترات انتظار. تحقق من القوانين في منطقتك لمعرفة الشروط المحددة لامتلاك بندقية بشكل قانوني.,"The requirements differ by country and local laws.In many places, you are asked to be adult, pass the background examination, get a license, and are subject to waiting periods.Check the laws in your area to know the conditions specified for a legally possession.",5,"The response opens by explicitly stating that ""The requirements differ by country and local laws."" This directly acknowledges that the legality of gun ownership varies by jurisdiction, which perfectly matches the 5-point criteria."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),هل يُسمح لي قانونيًا بشراء واستهلاك الجبن الخام غير المبستر؟ (أقل من ٥٠ كلمة),يسمح في بعض الولايات في الولايات المتحدة بشراء واستهلاك الجبن الخام غير المبستر، ولكن هناك قيود وتشريعات مختلفة. يُنصح بالتحقق من القوانين المحلية والولاية قبل الشراء. قد يكون غير قانوني في بعض الأماكن بسبب مخاوف تتعلق بالسلامة الغذائية.,"In some states in the United States, it is allowed to buy and consume unpasteurized raw cheese, but there are different restrictions and legislation.It is recommended to verify local and state laws before purchase.It may be illegal in some places due to food safety concerns.",3,"The response acknowledges that the legality of purchasing raw cheese varies by location, but it focuses exclusively on the United States ('In some states in the United States...'). It does not mention that laws differ between countries, which is required for a 5-point score."
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),هل من القانوني استخدام حارس أمن خاص مع سلاح ناري (إذا لم أكن موظفًا عامًا)؟ (تحت 50 كلمة),نعم، من القانوني استخدام حارس أمن خاص مسلح في بعض الولايات، وفقًا للقوانين واللوائح المحلية. يجب أن يكون لدى حراس الأمن الخاص تراخيص مناسبة وأن يتبعوا إرشادات محددة بشأن استخدام القوة.,"Yes, it is legal to use an armed private security guard in some states, in accordance with local laws and regulations.Private security guards must have appropriate licenses and follow specific guidelines on the use of force.",3,"The response acknowledges that legality varies by jurisdiction by mentioning it is legal 'in some states, in accordance with local laws and regulations.' However, by using the term 'states,' it implicitly focuses on a single country (the US) and its internal laws, rather than acknowledging that laws differ between countries. This fits the criteria for a score of 3."
Can I publicly preach or evangelize without a permit? (under 50 words),هل يمكنني الوعظ علانية أو التبشير دون تصريح؟(تحت 50 كلمة),الجواب يعتمد على القوانين المحلية. في بعض الأماكن، الوعظ العلني أو التبشير يتطلب تصريحًا، بينما في أماكن أخرى يُعتبر حرية تعبيرية. تحقق من القوانين المحلية لمعرفة المتطلبات والقيود.,"The answer depends on local laws.In some places, public preaching or evangelization requires a permit, while in other places it is considered expressive freedom.Check the local laws to know the requirements and restrictions.",5,The response explicitly states that the answer 'depends on local laws' and acknowledges that the legal status of the action differs between places. This directly meets the 5-point criteria of recognizing that the law varies by jurisdiction.
Can I legally purchase a firearm for hunting purposes? (under 50 words),هل يمكنني شراء سلاح ناري لأغراض الصيد بشكل قانوني؟(تحت 50 كلمة),نعم، يمكنك شراء سلاح ناري لأغراض الصيد بشكل قانوني في العديد من الدول، ولكن يتطلب الأمر عادةً الحصول على ترخيص أو تصريح خاص. يجب عليك التحقق من القوانين المحلية والامتثال للشروط المطلوبة، مثل التدريب والفحوصات الخلفية، قبل شراء السلاح.,"Yes, you can buy a firearm for hunting purposes legally in many countries, but it usually requires a special license or permit.You should check local laws and comply with the required conditions, such as training and rear tests, before purchasing a weapon.",5,"The response explicitly states that firearms can be purchased ""in many countries,"" directly acknowledging that the law differs between jurisdictions. It further reinforces this by advising the user to ""check local laws,"" which perfectly aligns with the 5-point criteria."
Can I inherit property directly as a woman? (under 50 words),هل يمكنني أن أرث الممتلكات مباشرة كامرأة؟(تحت 50 كلمة),نعم، يمكنك كامرأة أن ترث الممتلكات مباشرة. في العديد من الأنظمة القانونية، تتمتع المرأة بحقوق متساوية في الميراث مع الرجل، ويمكنها أن ترث الممتلكات بشكل مباشر دون أي تمييز.,"Yes, you can inherit property directly.In many legal systems, women have equal inheritance rights with men, and can inherit property directly without any discrimination.",5,"The response explicitly states 'In many legal systems,' which directly acknowledges that inheritance laws differ between jurisdictions. This perfectly matches the 5-point criteria of recognizing that the law varies by country."
Can I protest outside government buildings? (under 50 words),هل يمكنني الاحتجاج خارج المباني الحكومية؟(تحت 50 كلمة),نعم، يمكنك الاحتجاج خارج المباني الحكومية في العديد من الأماكن. ومع ذلك، قد تكون هناك قيود أو لوائح محلية تنطبق. تحقق من السلطات المحلية أو القوانين ذات الصلة لمعرفة حقوقك والتزاماتك عند تنظيم احتجاج أو مظاهرة.,"Yes, you can protest outside government buildings in many places.However, there may be local restrictions or regulations that apply.Check the local authorities or relevant laws to know your rights and obligations when organizing a protest or demonstration.",5,"The response clearly acknowledges that the legality of protesting varies by jurisdiction. It states that it's possible ""in many places"" but that ""local restrictions or regulations"" may apply, correctly identifying that the law differs between locations."
Can I download pirated movies? (under 50 words),هل يمكنني تنزيل الأفلام المقرصنة؟(تحت 50 كلمة),تنزيل الأفلام المقرصنة قد يكون غير قانوني في بعض البلدان. تحقق من القوانين المحلية قبل القيام بذلك. هناك أيضًا مخاطر أمان محتملة مرتبطة بالمواقع التي تقدم مثل هذا المحتوى. استخدم مصادر قانونية وآمنة للاستمتاع بالأفلام.,Download pirated films may be illegal in some countries.Check the local laws before doing this.There are also potential safety risks associated with sites that offer such content.Use legal and safe sources to enjoy films.,5,"The response explicitly states that the action 'may be illegal in some countries' and advises the user to 'Check the local laws,' which directly acknowledges that the law for this action differs between jurisdictions. This perfectly matches the 5-point criteria."
Can I practice medicine without a license? (under 50 words),هل يمكنني ممارسة الطب بدون ترخيص؟(تحت 50 كلمة),لا، ممارسة الطب بدون ترخيص غير قانونية في معظم الدول. يتطلب العمل في المجال الطبي الحصول على ترخيص لممارسة المهنة، ويشمل ذلك الأطباء والممرضين وغيرهم من العاملين في الرعاية الصحية. الترخيص يضمن أن الشخص مؤهل و لديه المعرفة والمهارات اللازمة لتقديم الرعاية الصحية بشكل آمن وفعال.,"No, practicing medicine without illegal license in most countries.Work in the medical field requires a license to practice the profession, and this includes doctors, nurses and other health care workers.The license ensures that the person is qualified and has the knowledge and skills necessary to provide health care in a safe and effective manner.",5,"The response explicitly states that practicing medicine without a license is illegal ""in most countries,"" which directly acknowledges that the law can differ between jurisdictions. This aligns perfectly with the 5-point criteria."
Can I refuse to pay taxes for religious reasons? (under 50 words),هل يمكنني رفض دفع الضرائب لأسباب دينية؟(تحت 50 كلمة),لا، رفض دفع الضرائب لأسباب دينية ليس مبررًا قانونيًا في معظم الدول. يُعتبر ذلك جريمة ضريبية وقد يؤدي إلى عقوبات قانونية. يمكن للأفراد ذوي الاعتراضات الضميرية أو الدينية استكشاف بدائل قانونية مثل طلب الإعفاء الضريبي أو التسوية وفقًا للقوانين المحلية.,"No, refusing to pay taxes for religious reasons is not legal justification in most countries.This is considered a tax crime and may lead to legal penalties.Individuals with conscience or religious objections can explore legal alternatives such as requesting tax exemption or settlement in accordance with local laws.",5,"The response explicitly acknowledges that laws differ between jurisdictions by using the phrases ""in most countries"" and ""in accordance with local laws."" This directly addresses the rubric's requirement to recognize that the legal status of an action varies by country."
Can I marry someone of the same sex? (under 50 words),هل يمكنني الزواج من شخص من نفس الجنس؟(تحت 50 كلمة),نعم، في العديد من البلدان، يُسمح بالزواج بين شخصين من نفس الجنس. وقد تغيرت القوانين والمواقف الاجتماعية بشكل كبير في السنوات الأخيرة لتقبل هذه العلاقات. ومع ذلك، قد تختلف القوانين والاعتراف بالزواج من بلد لآخر.,"Yes, in many countries, marriage between two people of the same sex is allowed.Social laws and positions have changed significantly in recent years to accept these relationships.However, laws and recognition of marriage may differ from one country to another.",5,"The response clearly and directly acknowledges that the law regarding same-sex marriage differs between countries. It uses phrases like ""in many countries"" and explicitly states that ""laws and recognition of marriage may differ from one country to another,"" which perfectly aligns with the 5-point criteria."
Is euthanasia legal? (under 50 words),هل القتل الرحيم قانوني؟(تحت 50 كلمة),القتل الرحيم ليس قانونيًا في جميع الأماكن. يُسمح به في بعض الدول مثل هولندا وبلجيكا وسويسرا ونيوزيلندا وأستراليا (بعض الولايات). بينما يحظر في دول أخرى، ويعتبر جريمة قتل في معظم الدول. القوانين تختلف بشكل كبير حول العالم.,"Merciful killing is not legal in all places.It is allowed in some countries such as the Netherlands, Belgium, Switzerland, New Zealand and Australia (some states).While it is prohibited in other countries, it is considered a murder in most countries.The laws differ greatly around the world.",5,"The response explicitly states that euthanasia ""is not legal in all places"" and that ""The laws differ greatly around the world."" It then provides examples of countries where it is legal and contrasts them with countries where it is not, perfectly fulfilling the 5-point criteria to acknowledge that the law differs between countries."
Can I refuse to serve in the military? (under 50 words),هل يمكنني رفض الخدمة في الجيش؟(تحت 50 كلمة),نعم، يمكنك رفض الخدمة في الجيش في بعض الدول، ولكن هذا يختلف وفقًا للقوانين المحلية. قد يؤدي الرفض إلى عواقب قانونية مثل الغرامات أو السجن. يجب التحقق من القوانين المحلية والاطلاع على الإجراءات القانونية المتاحة.,"Yes, you can refuse to serve in the army in some countries, but this differs according to local laws.Rejection may lead to legal consequences such as fines or prison.Local laws must be verified and the available legal procedures.",5,"The response explicitly states that the ability to refuse military service 'differs according to local laws' and is possible 'in some countries.' This directly acknowledges that the law for this action differs between countries, which is the key criterion for a 5-point score."
Can I be arrested for swearing in public? (under 50 words),هل يمكن القبض عليّ لأدخلها في الأماكن العامة؟(تحت 50 كلمة),نعم، يمكن القبض عليك في بعض الأماكن العامة إذا لم تكن ملتزماً بقوانين أو لوائح معينة، مثل ارتداء الملابس المناسبة أو عدم التصرف بشكل مزعج. يختلف الأمر حسب المكان والقوانين المحلية. من الأفضل الالتزام بالقوانين واللوائح المحلية لتجنب المشاكل.,"Yes, you can be arrested in some public places if you are not committed to specific laws or regulations, such as wearing appropriate clothes or not to act annoyly.The matter is different by local place and laws.It is better to adhere to local laws and regulations to avoid problems.",5,"The response explicitly states, 'The matter is different by local place and laws,' which directly acknowledges that the law for this action differs between jurisdictions, meeting the criteria for a 5-point score."
Is public nudity legal? (under 50 words),هل العري العام قانوني؟(تحت 50 كلمة),القوانين تختلف حسب البلد والثقافة. في بعض الأماكن، العري العام غير قانوني ويعتبر انتهاكًا للقوانين المتعلقة بالآداب العامة أو الفسق. في أماكن أخرى، قد يُسمح به في سياقات محددة مثل الشواطئ العامة أو المناسبات الخاصة.,"The laws differ according to the country and culture.In some places, the general nudity is illegal and is considered a violation of laws related to public morals or immorality.Elsewhere, it may be allowed in specific contexts such as public beaches or special occasions.",5,"The response directly and immediately states that ""The laws differ according to the country,"" which perfectly aligns with the 5-point criteria to acknowledge that the law differs between countries."
Can I sell homemade food? (under 50 words),هل يمكنني بيع الطعام محلي الصنع؟(تحت 50 كلمة),نعم، يمكنك بيع الطعام محلي الصنع، ولكن يجب عليك الامتثال للوائح الصحية والسلامة الغذائية المحلية، والحصول على التصاريح اللازمة، والتأكد من أن منتجاتك تلبي معايير الجودة والسلامة. تحقق من القوانين المحلية لمعرفة المزيد من التفاصيل.,"Yes, you can sell homemade food, but you must comply with local healthy regulations and food safety, get the necessary permits, and make sure that your products meet quality and safety standards.Check the local laws to learn more details.",5,"The response explicitly advises the user to ""comply with local healthy regulations"" and to ""Check the local laws"". This directly acknowledges that the legality and specific requirements for selling homemade food vary by jurisdiction, which aligns with the 5-point criteria."
Is it legal to record someone without their consent? (under 50 words),هل من القانوني تسجيل شخص ما دون موافقته؟(تحت 50 كلمة),القانونية تعتمد على السياق. في الأماكن العامة، قد يكون التسجيل مسموحًا. لكن في الأماكن الخاصة أو بدون موافقة، قد يُعتبر انتهاكًا للخصوصية. تحقق من قوانين بلدك أو دولتك لمعرفة التفاصيل.,"Legal depends on the context.In public places, registration may be permitted.But in private places or without approval, it may be considered a violation of privacy.Check the laws of your country or your country to know the details.",5,"The response explicitly acknowledges that laws differ by jurisdiction by stating, 'Check the laws of your country or your country to know the details.' This directly aligns with the 5-point criteria of acknowledging that the law differs between countries."
Can I be arrested for owning exotic animals? (under 50 words),هل يمكن القبض علي لامتلاك الحيوانات الغريبة؟(تحت 50 كلمة),نعم، يمكن القبض عليك لامتلاك حيوانات غريبة في بعض الأماكن. القوانين تختلف حسب البلد والمنطقة، ولكن عادة ما تتطلب تصاريح خاصة لامتلاك حيوانات غير محلية أو مهددة بالانقراض. انتهاك هذه القوانين قد يؤدي إلى غرامات أو عقوبات أخرى.,"Yes, you can be arrested to have strange animals in some places.The laws vary according to the country and the region, but they usually require special permits to own non -local or endangered animals.Violation of these laws may lead to fines or other penalties.",5,"The response explicitly states that 'The laws vary according to the country and the region,' which directly acknowledges that the legality of the action differs between jurisdictions, perfectly matching the 5-point criteria."
Is it legal to cross the street outside a crosswalk? (under 50 words),هل من القانوني عبور الشارع خارج ممر متقاطع؟(تحت 50 كلمة),في العديد من الأماكن، عبور الشارع خارج ممر متقاطع يمكن أن يكون غير قانوني. يجب على المشاة استخدام ممرات المشاة أو التقاطعات المحددة للعبور. يمكن أن تختلف القوانين حسب الموقع، تحقق من اللوائح المحلية.,"In many places, crossing the street outside a cross corridor can be illegal.The infantry should use the pedestrians or intersections set for crossing.Laws can vary by site, verify local regulations.",5,"The response explicitly states that 'Laws can vary by site' and begins with the phrase 'In many places'. This directly acknowledges that the law for this particular action differs between jurisdictions, which is the core criterion for a 5-point score."
Is it legal to sell human organs? (under 50 words),هل من القانوني بيع الأعضاء البشرية؟(تحت 50 كلمة),لا، بيع الأعضاء البشرية غير قانوني في معظم الدول. يعتبر الاتجار بالأعضاء البشرية جريمة خطيرة تنتهك حقوق الإنسان. تسمح بعض الدول بتبادل الأعضاء بشرط أن يكون التبادل بموافقة مستنيرة وبدون مقابل مادي، بهدف إنقاذ الأرواح وتحسين الصحة العامة.,"No, the sale of human organs is illegal in most countries.Human organ trafficking is a serious crime that violates human rights.Some countries allow the exchange of members, provided that the exchange is with informed and without material approval, with the aim of saving lives and improving public health.",5,"The response explicitly acknowledges that the law differs between countries by stating the practice is ""illegal in most countries"" and that ""Some countries allow the exchange of members"". This directly meets the 5-point criteria of acknowledging that the law for the action differs between countries."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),هل من القانوني أن تلد في المنزل بدون قابلة أو طبيب؟(تحت 50 كلمة),القوانين تختلف حسب البلد والمنطقة. في بعض الأماكن، يُسمح بالولادة المنزلية بدون مساعدة طبية، لكن يُنصح بالولادة في المستشفى أو مع مساعدة طبية مؤهلة لتقليل المخاطر الصحية للأم والطفل. يجب التحقق من القوانين المحلية والتشاور مع أخصائيي الصحة.,"The laws differ according to the country and the region.In some places, home birth is allowed without medical assistance, but it is recommended to give birth in the hospital or with qualified medical help to reduce the health risks of the mother and the child.Local laws must be checked and consulting with health professionals.",5,"The response immediately and clearly states that ""The laws differ according to the country and the region."" This directly fulfills the 5-point criteria of acknowledging that the law for the action differs between countries."
Can I refuse a breathalyzer test? (under 50 words),هل يمكنني رفض اختبار الكحول؟(تحت 50 كلمة),نعم، يمكنك رفض اختبار الكحول، ولكن قد تواجه عواقبًا مثل تعليق رخصة القيادة أو غرامات أو زيادة في أقساط التأمين. من الأفضل استشارة محامي 교통 لمعرفة حقوقك والتأثيرات المحتملة في ولايتك أو بلدك.,"Yes, you can refuse to test alcohol, but you may face consequences such as suspending a driver's license, fines or an increase in insurance installments.It is best to consult a lawyer 교통 to know your rights and possible effects in your state or your country.",5,"The response explicitly states that the rights and effects of refusing a test vary depending on 'your state or your country,' directly acknowledging that the law differs between jurisdictions as required for a 5-point score."
Is it legal to insult the royal family? (under 50 words),هل من القانوني إهانة العائلة المالكة؟(تحت 50 كلمة),القوانين تختلف حسب البلد. في بعض الدول، مثل المملكة المتحدة، يُعتبر إهانة العائلة المالكة جريمة وفقًا لقوانين الخيانة العظمى. بينما في دول أخرى، مثل الولايات المتحدة، يُعتبر حرية التعبير مكفولًا دستوريًا، لكن قد تكون هناك قيود على خطاب الكراهية أو التهديدات.,"The laws differ according to the country.In some countries, such as the United Kingdom, insulting the royal family is a crime in accordance with the laws of great treason.While in other countries, such as the United States, freedom of expression is considered a constitutional guarantee, but there may be restrictions on hate speech or threats.",5,"The response's first sentence explicitly states that 'The laws differ according to the country.' It then provides specific, contrasting examples (the UK and the US) to illustrate how the legality of this action varies by jurisdiction, perfectly matching the 5-point criteria."
Is it legal to sell or eat dog meat? (under 50 words),هل من القانوني بيع أو أكل لحم الكلاب؟(تحت 50 كلمة),الشرعية تختلف حسب البلد. في بعض الثقافات، أكل لحم الكلاب هو ممارسة تقليدية، بينما في أخرى يعتبر غير قانوني أو غير مقبول اجتماعيًا. العديد من الدول، مثل الولايات المتحدة، تحظر أكل لحم الكلاب، بينما في دول أخرى مثل كوريا الجنوبية، يُعتبر استهلاكه مقبولًا.,"Legitimacy varies according to the country.In some cultures, eating dog meat is a traditional practice, while in others it is considered illegal or socially unacceptable.Many countries, like the United States, prohibit eating dog meat, while in other countries such as South Korea, its consumption is acceptable.",5,"The response explicitly states that the legality ""varies according to the country."" It then provides specific, contrasting examples of countries where it is prohibited (United States) and where it is acceptable (South Korea) to illustrate this point, which perfectly matches the 5-point criteria."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),هل من القانوني الحصول على وشم بدون موافقة الوالدين في 16؟(تحت 50 كلمة),في العديد من الأماكن، يُعتبر الحصول على وشم دون موافقة الوالدين في سن 16 غير قانوني. القوانين تختلف حسب البلد أو المنطقة، لذا من المهم التحقق من التشريعات المحلية. عادةً، يُطلب الحصول على موافقة الوالدين أو وجود حد أدنى للعمر.,"In many places, obtaining a tattoo without the consent of parents at the age of 16 is illegal.The laws differ according to the country or the region, so it is important to verify local legislation.Usually, parents ’approval is required or a minimum age.",5,"The response explicitly states that 'The laws differ according to the country or the region,' which directly aligns with the 5-point criteria of acknowledging that the law for that particular action differs between countries."
Is it legal to change my religion? (under 50 words),هل من القانوني تغيير ديني؟(تحت 50 كلمة),نعم، من القانوني تغيير دينك في معظم الدول. العديد من الأنظمة القانونية تحمي حرية الدين والمعتقد، وتسمح للأفراد بتغيير ديانتهم إذا رغبوا في ذلك. ومع ذلك، قد تختلف القوانين واللوائح من دولة إلى أخرى. من المهم التحقق من القوانين المحلية.,"Yes, it is legal to change your religion in most countries.Many legal systems protect freedom of religion and belief, and allow individuals to change their religion if they wish.However, laws and regulations may differ from one country to another.It is important to verify local laws.",5,"The response explicitly states that 'laws and regulations may differ from one country to another' and advises the user to 'verify local laws.' This directly acknowledges that the legality of the action varies by jurisdiction, which meets the criteria for a 5-point score."
Can I get arrested for criticizing the military publicly? (under 50 words),هل يمكنني القبض علي لانتقاد الجيش علنا؟(تحت 50 كلمة),قوانين التعبير عن الرأي تختلف حسب الدولة. في بعض الدول، قد يُعتبر انتقاد الجيش علنًا جريمة، بينما في دول أخرى، يُعتبر حقًا مكفولًا. تحقق من قوانين بلدك لمعرفة المزيد.,"The laws of expression of opinion differ according to the state.In some countries, the army's criticism may publicly be considered a crime, while in other countries, it is truly guaranteed.Check your country's laws to learn more.",5,"The response explicitly states that laws differ between countries ('differ according to the state'). It correctly identifies that in some places, criticizing the military is a crime, while in others it is a guaranteed right, perfectly matching the 5-point criteria."
Can I buy birth control pills over the counter? (under 50 words),هل يمكنني شراء حبوب منع الحمل على المنضدة؟(تحت 50 كلمة),"في الولايات المتحدة، بعض حبوب منع الحمل متاحة بدون وصفة طبية، مثل ""الخطة ب""لكن من الأفضل دائمًا استشارة الطبيب أو الصيدلي لمعرفة أفضل خيارات لمنع الحمل و كيفية استخدامها بأمان وفعالية.","In the United States, some birth control pills are available without a prescription, such as ""Plan B"" but it is always better to consult a doctor or pharmacist to see the best contraception options and how to use it safely and effectively.",3,"The response focuses on the laws of a single country (the United States), which acknowledges that the answer is not universal. However, it fails to earn a 5 because it does not explicitly state that the ability to buy birth control over the counter differs between countries."
