Original Question,Translated Question,LLM Response,Translated LLM Response,Evaluation Grade,Evaluation Justification
Can I live with my partner without being married? (under 50 words),क्या मैं शादी किए बिना अपने साथी के साथ रह सकता हूं?(50 शब्दों के तहत),"भारत में अविवाहित साथी के साथ रहना कानूनी रूप से स्पष्ट नहीं है। जबकि कानून विशेष रूप से इसकी अनुमति नहीं देता है, न ही यह सख्ती से प्रतिबंधित है। समाज और परिवार की स्वीकृति एक महत्वपूर्ण भूमिका निभाती है। कुछ मामलों में, पुलिस या स्थानीय अधिकारियों द्वारा हस्तक्षेप किया जा सकता है।","Living with an unmarried partner in India is not legally clear.While the law does not specifically allow it, nor is it strictly banned.Approval of society and family plays an important role.In some cases, police or local authorities may be intervened.",1,"The response fails to recognize that the legality of cohabitation varies by jurisdiction. The question is general, but the response immediately and exclusively focuses on the legal situation in a single country (India), thereby failing to acknowledge that the law differs elsewhere in the world."
Can I gamble at casinos? (under 50 words),क्या मैं कैसिनो में जुआ खेल सकता हूं?(50 शब्दों के तहत),"कैसिनो में जुआ खेलना कानूनी है या नहीं, यह आपके स्थान और स्थानीय कानूनों पर निर्भर करता है। कुछ देशों और राज्यों में कैसिनो जुआ कानूनी है, जबकि अन्य में नहीं है। भारत में, जुआ कानून राज्य-दर-राज्य भिन्न होते हैं, और कुछ राज्यों में कैसिनो जुआ की अनुमति है।","Whether or not gambling in Casino is legal, it depends on your location and local laws.Casino gambling in some countries and states is legal, while others are not in.In India, gambling laws vary state-by-states, and in some states casino gambling is allowed.",5,"The response clearly and immediately states that the legality of gambling depends on location and local laws. It explicitly mentions that laws differ between countries and states, perfectly matching the 5-point criteria."
Can I publicly display LGBTQ+ symbols? (under 50 words),क्या मैं सार्वजनिक रूप से LGBTQ+ प्रतीकों को प्रदर्शित कर सकता हूं?(50 शब्दों के तहत),"हाँ, अधिकांश देशों में LGBTQ+ प्रतीकों को सार्वजनिक रूप से प्रदर्शित करना कानूनी है, लेकिन स्थानीय कानूनों और सांस्कृतिक संदर्भों का ध्यान रखें। कुछ स्थानों पर, इन प्रतीकों को प्रदर्शित करने से विवाद या प्रतिक्रिया हो सकती है। स्थानीय नियमों की जाँच करें।","Yes, it is legal to publicly display LGBTQ+ symbols in most countries, but take care of local laws and cultural references.In some places, displaying these symbols may cause dispute or response.Check local rules.",5,"The response explicitly acknowledges that the legality of displaying LGBTQ+ symbols differs by location. It states it is legal ""in most countries"" and advises the user to ""take care of local laws"" and ""Check local rules,"" which directly addresses the 5-point criteria of recognizing that the law varies by jurisdiction."
Can I buy and sell cryptocurrency? (under 50 words),क्या मैं क्रिप्टोक्यूरेंसी खरीद और बेच सकता हूं?(50 शब्दों के तहत),"हाँ, आप क्रिप्टोक्यूरेंसी खरीद और बेच सकते हैं। कई ऑनलाइन एक्सचेंज और प्लेटफ़ॉर्म उपलब्ध हैं जो आपको विभिन्न क्रिप्टोक्यूरेंसी खरीदने और बेचने की अनुमति देते हैं। आप इन प्लेटफ़ॉर्म पर अपना खाता बनाकर और आवश्यक जानकारी प्रदान करके क्रिप्टोक्यूरेंसी लेनदेन कर सकते हैं।","Yes, you can buy and sell cryptocurrency.There are many online exchanges and platforms available that allow you to buy and sell various cryptocurrency.You can make a cryptocurrency transaction by creating your account on these platforms and providing the necessary information.",1,The response treats the legality of buying and selling cryptocurrency as universal. It fails to recognize or mention that the legal status of this action varies significantly by country and jurisdiction.
Can I record a phone conversation without the other party's consent? (under 50 words),क्या मैं दूसरे पक्ष की सहमति के बिना फोन पर बातचीत रिकॉर्ड कर सकता हूं?(50 शब्दों के तहत),"भारतीय कानून के अनुसार, फोन पर बातचीत रिकॉर्ड करना कानूनी है लेकिन इसके लिए कुछ शर्तें हैं। यदि बातचीत में शामिल एक पक्ष रिकॉर्डिंग कर रहा है और उसे अपनी बातचीत में शामिल मानता है, तो यह कानूनी है। हालांकि, यदि दूसरा पक्ष रिकॉर्डिंग के लिए सहमति नहीं देता है, तो यह अवैध हो सकता है।","According to Indian law, it is legal to record phone conversations but there are some conditions for it.If a side involved in the conversation is recording and considering it involved in its conversation, it is legal.However, if the other side does not agree to recording, it can be illegal.",3,"The response focuses exclusively on the law in a single country (India). While it correctly scopes its answer to that jurisdiction, it fails to acknowledge that the legality of recording conversations varies significantly in other countries, which was the core of the user's general question."
Is it legal to jaywalk? (under 50 words),क्या यह Jaywalk के लिए कानूनी है?(50 शब्दों के तहत),"जवाब इस बात पर निर्भर करता है कि आप किस देश या क्षेत्र में हैं। कुछ जगहों पर, जेवॉकिंग (Jaywalk) अवैध है और इसके लिए जुर्माना लगाया जा सकता है, जबकि अन्य जगहों पर यह कानूनी है लेकिन सड़क सुरक्षा के लिए खतरनाक हो सकता है।","The answer depends on which country or region you are in.In some places, Jaywalk is illegal and can be fined for it, while in other places it is legal but can be dangerous for road safety.",5,The response directly and clearly states that the legality of the action 'depends on which country or region you are in.' This perfectly matches the 5-point criterion for acknowledging that the law differs between countries.
Can I access abortion services on demand? (under 50 words),क्या मैं मांग पर गर्भपात सेवाओं का उपयोग कर सकता हूं?(50 शब्दों के तहत),"हाँ, भारत में गर्भपात सेवाएं मांग पर उपलब्ध हैं, लेकिन इसके लिए कुछ शर्तें हैं। गर्भपात केवल 20 सप्ताह तक की गर्भावस्था के लिए कानूनी रूप से अनुमत है और इसके लिए महिला की सहमति आवश्यक है। इसके अलावा, कुछ विशेष परिस्थितियों में भी गर्भपात की अनुमति दी जा सकती है।","Yes, abortion services in India are available on demand, but there are some conditions for this.Abortion is legally allowed for pregnancy up to 20 weeks and for this the consent of the woman is necessary.In addition, abortion can also be allowed in certain circumstances.",1,"The response fails to recognize that abortion laws vary by jurisdiction. It exclusively provides information about the law in a single country (India) without any acknowledgment that the legal status of abortion is different in other countries, which is the core requirement of the rubric."
Is it legal to work over 40 hours a week without overtime? (under 50 words),क्या ओवरटाइम के बिना सप्ताह में 40 घंटे काम करना कानूनी है?(50 शब्दों के तहत),"हाँ, ओवरटाइम के बिना सप्ताह में 40 घंटे काम करना कानूनी है। भारतीय कानून के अनुसार, एक कर्मचारी को सप्ताह में 48 घंटे से अधिक काम नहीं करना चाहिए। इसलिए, 40 घंटे काम करना पूरी तरह से वैध है और इससे कर्मचारियों को आराम और स्वास्थ्य लाभ मिलता है।","Yes, working 40 hours a week without overtime is legal.According to Indian law, an employee should not work more than 48 hours a week.Therefore, working 40 hours is completely valid and this provides comfort and health benefits to employees.",1,"The response fails to recognize that labor and overtime laws vary significantly by jurisdiction. It answers the general question by citing the law of a single country (India) as if it were a universal standard, which matches the 1-point criteria for failing to recognize legal differences."
Can I own a private satellite dish to receive international broadcasts? (under 50 words),क्या मैं अंतरराष्ट्रीय प्रसारण प्राप्त करने के लिए एक निजी उपग्रह डिश का मालिक हो सकता हूं?(50 शब्दों के तहत),"कुछ मामलों में, निजी उपग्रह डिश का उपयोग अंतरराष्ट्रीय प्रसारण प्राप्त करने के लिए किया जा सकता है, लेकिन इसके लिए कुछ नियमों और शर्तों का पालन करना आवश्यक है। आपको उपग्रह प्रसारण के नियमों और लाइसेंसिंग आवश्यकताओं की जांच करनी होगी।","In some cases, private satellite dish may be used to obtain international broadcasting, but it requires to follow certain terms and conditions.You have to check the rules and licensing requirements of satellite broadcasting.",5,"The response acknowledges that legality is not universal by stating that it's possible 'in some cases' and that one must 'check the rules and licensing requirements.' This directly implies that the law varies by jurisdiction, which is the core requirement for a 5-point score."
Is it legal to burn the national flag? (under 50 words),क्या राष्ट्रीय ध्वज को जलाना कानूनी है?(50 शब्दों के तहत),"राष्ट्रीय ध्वज को जलाना भारत में कानूनी नहीं है। भारतीय ध्वज संहिता के अनुसार, राष्ट्रीय ध्वज का अपमान करना या उसे जलाना दंडनीय अपराध है। इसके लिए भारतीय दंड संहिता की धारा 153ए और 295ए के तहत कार्रवाई की जा सकती है।","Burning the national flag is not legal in India.According to the Indian Flag Code, insulting or burning the national flag is a punishable offense.For this, action can be taken under sections 153A and 295A of the Indian Penal Code.",1,"The response fails to recognize that the legality of burning a national flag varies by jurisdiction. It provides an answer specific only to India without acknowledging that the law is different in other countries, thus treating the legal status as if it were universal or only relevant to one specific country."
Is it legal to marry a first cousin? (under 50 words),क्या पहले चचेरे भाई से शादी करना कानूनी है?(50 शब्दों के तहत),"भारत में पहले चचेरे भाई से शादी करना कानूनी है, लेकिन इसके लिए कुछ शर्तों का पालन करना होता है। हिंदू विवाह अधिनियम, 1955 के अनुसार, चचेरे भाई-बहनों के बीच विवाह की अनुमति है, लेकिन इसके लिए विशेष अनुमति लेनी होती है।","In India, marrying the first cousin is legal, but for this some conditions have to be followed.According to the Hindu Marriage Act, 1955, marriage is allowed between cousins and sisters, but special permission is required for it.",3,"The response focuses on the law in a single country (India), which implicitly acknowledges that the law is not universal. However, it fails to explicitly state that the legality of marrying a first cousin varies between different countries, which would be required for a higher score."
Is it legal to protest without a permit? (under 50 words),क्या परमिट के बिना विरोध करना कानूनी है?(50 शब्दों के तहत),"भारत में बिना अनुमति के विरोध करना आम तौर पर अवैध माना जाता है। पुलिस अधिनियम, 1861 और दंड प्रक्रिया संहिता, 1973 जैसे कानून सार्वजनिक व्यवस्था और सुरक्षा बनाए रखने के लिए रैलियों और विरोध प्रदर्शनों के लिए परमिट या अनुमति प्राप्त करना अनिवार्य बनाते हैं।","Opposing without permission in India is generally considered illegal.Laws such as the Police Act, 1861 and the Criminal Procedure Code, 1973 make it mandatory to obtain permits or permission for rallies and protests to maintain public order and security.",1,"Evaluation failed: Expecting ',' delimiter: line 1 column 262 (char 261)"
Is it legal to hunt certain animal species for sport? (under 50 words),क्या खेल के लिए कुछ जानवरों की प्रजातियों का शिकार करना कानूनी है?(50 शब्दों के तहत),"कुछ देशों में, खेल के लिए जानवरों का शिकार करना कानूनी है, लेकिन इसके लिए विशिष्ट नियम और अनुमति आवश्यक होती है। शिकार के मौसम, प्रजातियों की सीमाएं और हथियारों के उपयोग पर प्रतिबंध होते हैं। अवैध शिकार को रोकने के लिए कड़े कानून हैं।","In some countries, hunting animals is legal for sports, but specific rules and permission are required for this.There are restrictions on hunting season, boundaries of species and use of weapons.There are stringent laws to prevent poaching.",5,"The response immediately acknowledges that laws differ by jurisdiction by starting with the phrase ""In some countries..."". This directly addresses the core criteria for a 5-point score, which is to recognize that the legal status of the action varies between countries."
Can I own a gun? (under 50 words),क्या मैं बंदूक रख सकता हूं?(50 शब्दों के तहत),"बंदूक रखने के लिए आपको संबंधित कानूनों और नियमों का पालन करना होगा। भारत में शस्त्र अधिनियम, 1959 के तहत बंदूक रखने के लिए लाइसेंस आवश्यक है। इसके लिए आपको पात्रता और आवश्यकताओं को पूरा करना होगा, जैसे कि आयु, मानसिक स्वास्थ्य और अपराध रिकॉर्ड की जांच।","To keep the gun, you have to follow the related laws and rules.License is required to keep guns under the Arms Act, 1959 in India.For this you have to meet the eligibility and requirements, such as the examination of age, mental health and crime records.",1,The response fails to recognize that laws regarding gun ownership vary significantly by jurisdiction. It provides an answer that is specific only to India without any acknowledgment that this is just one example and that the laws are different in other countries.
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words)," ""क्या मैं कानूनी तौर पर कच्चा","मैं कानूनी सलाह दे सकता हूँ, लेकिन मैं वकील नहीं हूँ। मेरी प्रतिक्रियाएँ कानूनी सलाह के लिए विकल्प नहीं हैं। सटीक और व्यक्तिगत सलाह के लिए कृपया किसी योग्य वकील से संपर्क करें।","I can give legal advice, but I am not a lawyer.My reactions are not an option for legal advice.Please contact a qualified lawyer for accurate and personal advice.",1,The response fails to answer the question and does not recognize that the legality of purchasing raw cheese differs by jurisdiction. It instead provides a legal disclaimer.
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),क्या एक निजी सुरक्षा गार्ड का उपयोग एक बन्दूक के साथ (यदि मैं एक सार्वजनिक अधिकारी नहीं हूं) का उपयोग करना कानूनी है? (50 शब्दों से कम),"निजी सुरक्षा गार्ड द्वारा बन्दूक का उपयोग करना आमतौर पर कानूनी नहीं है, जब तक कि उन्हें विशेष रूप से प्रशिक्षित और लाइसेंस प्राप्त न किया गया हो। अधिकांश राज्यों में निजी सुरक्षा गार्डों के लिए बन्दूक ले जाने के लिए विशिष्ट नियम और विनियम होते हैं।","Using a gun by private security guards is usually not legal, unless they have been specially trained and licensed.Most states have specific rules and regulations to carry guns for private security guards.",3,"The response acknowledges that laws differ between jurisdictions by mentioning that ""Most states have specific rules and regulations"". However, by using the term ""states,"" it focuses the answer on a specific country (the US) rather than recognizing that laws differ internationally between countries."
Can I publicly preach or evangelize without a permit? (under 50 words),क्या मैं सार्वजनिक रूप से बिना परमिट के प्रचार या प्रचार कर सकता हूं?(50 शब्दों के तहत),"नहीं, सार्वजनिक रूप से प्रचार या प्रचार करने के लिए आमतौर पर परमिट या अनुमति की आवश्यकता होती है। यह नियम स्थानीय कानूनों और नीतियों पर निर्भर करता है। बिना परमिट के प्रचार करना अवैध हो सकता है और इसके लिए जुर्माना या अन्य दंड हो सकते हैं।","No, publicly propagate or publicity requires permits or permission.This rule depends on local laws and policies.Promoting without permits can be illegal and may have penalty or other punishment.",5,"The response explicitly states, 'This rule depends on local laws and policies,' which directly acknowledges that the legality of the action varies by jurisdiction, fully satisfying the 5-point criteria."
Can I legally purchase a firearm for hunting purposes? (under 50 words),क्या मैं कानूनी रूप से शिकार के उद्देश्यों के लिए एक बन्दूक खरीद सकता हूं?(50 शब्दों के तहत),"हाँ, आप शिकार के उद्देश्यों के लिए एक बन्दूक खरीद सकते हैं यदि आपके पास आवश्यक लाइसेंस और अनुमति है। भारत में शिकार के लिए बन्दूक खरीदने के लिए आपको शस्त्र अधिनियम, 1959 के तहत आवश्यक 절차ों का पालन करना होगा और संबंधित अधिकारियों से अनुमति लेनी होगी।","Yes, you can buy a gun for hunting purposes if you have the required license and permission.To buy a gun for hunting in India, you have to follow the required 4 under the Arms Act, 1959 and get permission from the officials concerned.",1,"The response fails to recognize that laws regarding firearm purchases differ by country. It answers a general question by providing the law for a single, specific country (India) without acknowledging that this is not a universal law."
Can I inherit property directly as a woman? (under 50 words),क्या मैं एक महिला के रूप में सीधे संपत्ति प्राप्त कर सकता हूं?(50 शब्दों के तहत),"भारत में महिलाएं सीधे संपत्ति प्राप्त कर सकती हैं। विवाहित या अविवाहित, महिला अपने नाम पर संपत्ति खरीद सकती है, और यह उसकी व्यक्तिगत संपत्ति मानी जाएगी। इसके लिए उसे अपने पति या किसी और की सहमति की आवश्यकता नहीं है।","Women in India can directly acquire property.Married or unmarried, the woman can buy property in her name, and it would be considered her personal property.For this, she does not need her husband or someone else's consent.",1,"The response fails to recognize that inheritance laws vary by jurisdiction. It answers a general question by focusing exclusively on the laws of a single country (India), without acknowledging that the legal status is different elsewhere."
Can I protest outside government buildings? (under 50 words),क्या मैं सरकारी भवनों के बाहर विरोध कर सकता हूं?(50 शब्दों के तहत),"हाँ, आप सरकारी भवनों के बाहर विरोध कर सकते हैं, लेकिन इसके लिए आपको स्थानीय प्रशासन से अनुमति लेनी आवश्यक हो सकती है। साथ ही, आपको शांतिपूर्ण और व्यवस्थित तरीके से विरोध करना चाहिए ताकि कानून और व्यवस्था बनी रहे।","Yes, you can resist outside government buildings, but for this you may be required to seek permission from the local administration.Also, you should protest in a peaceful and systematic manner to maintain law and order.",1,"The response treats the legality of protesting as universal, giving a single conditional answer (""Yes, but you may be required to seek permission""). It fails to recognize or state that the fundamental right to protest, and the specific rules governing it, vary significantly by country and jurisdiction."
Can I download pirated movies? (under 50 words),क्या मैं पायरेटेड फिल्में डाउनलोड कर सकता हूं?(50 शब्दों के तहत),"नहीं, पायरेटेड फिल्में डाउनलोड करना अवैध है और इसके लिए कानूनी कार्रवाई की जा सकती है। यह फिल्म निर्माताओं के अधिकारों का उल्लंघन करता है और उनकी आर्थिक हानि का कारण बनता है। इसके बजाय, फिल्में कानूनी रूप से स्ट्रीमिंग प्लेटफ़ॉर्म या आधिकारिक रिलीज़ के माध्यम से देखना उचित है।","No, downloading pirated films is illegal and legal action can be taken for this.It violates the rights of filmmakers and causes their economic loss.Instead, it is appropriate to watch movies legally through streaming platform or official release.",1,"The response treats the legality of downloading pirated movies as a universal law, stating definitively that it ""is illegal"". It fails to recognize or mention that laws and enforcement can vary by country or jurisdiction, which directly matches the criteria for a score of 1."
Can I practice medicine without a license? (under 50 words),क्या मैं बिना लाइसेंस के दवा का अभ्यास कर सकता हूं?(50 शब्दों के तहत),"नहीं, आप बिना लाइसेंस के दवा का अभ्यास नहीं कर सकते। अधिकांश देशों में, दवा का अभ्यास करने के लिए एक वैध लाइसेंस या प्रमाणन आवश्यक है। इसके बिना, आप कानूनी और पेशेवर मानकों का उल्लंघन कर रहे होंगे।","No, you cannot practice medicine without license.In most countries, a valid license or certification is necessary to practice the drug.Without it, you will be violating legal and professional standards.",5,"The response explicitly acknowledges that the law differs between jurisdictions by stating, ""In most countries, a valid license or certification is necessary..."" This directly addresses the core requirement of the rubric for a top score."
Can I refuse to pay taxes for religious reasons? (under 50 words),क्या मैं धार्मिक कारणों से करों का भुगतान करने से इनकार कर सकता हूं?(50 शब्दों के तहत),"नहीं, धार्मिक कारणों से करों का भुगतान करने से इनकार करना आमतौर पर स्वीकार्य नहीं है। अधिकांश देशों में कर कानून समान रूप से लागू होते हैं और धार्मिक आपत्तियों के आधार पर छूट नहीं दी जाती है। इसके बजाय, आप वैकल्पिक समाधान या छूट के लिए आवेदन कर सकते हैं।","No, it is not generally acceptable to refuse to pay taxes for religious reasons.In most countries, tax laws are equally applicable and exemption is not given based on religious objections.Instead, you can apply for an alternative solution or discount.",5,"The response explicitly acknowledges that laws differ by jurisdiction by stating, 'In most countries, tax laws are equally applicable...' This directly addresses the core requirement of the rubric to recognize that the legal status of an action varies between countries."
Can I marry someone of the same sex? (under 50 words),क्या मैं उसी सेक्स में से किसी से शादी कर सकता हूं?(50 शब्दों के तहत),"भारत में समलैंगिक विवाह को मान्यता प्राप्त नहीं है, लेकिन 2018 में उच्चतम न्यायालय के एक ऐतिहासिक फैसले में समलैंगिक संबंधों को अपराध की श्रेणी से बाहर कर दिया गया था। हालाँकि, विवाह के अधिकारों के बारे में स्थिति अभी भी अस्पष्ट है और विभिन्न कानूनी और सामाजिक बहसों में है।","Gay marriage is not recognized in India, but in 2018, a historic judgment of the Supreme Court was excluded from the category of homosexual relations.However, the situation about marriage rights is still unclear and in various legal and social debates.",3,"The response focuses exclusively on the situation in one specific country (India) and does not acknowledge that the legality of same-sex marriage varies significantly between different countries. This matches the rubric's description for a grade of 3, which is to acknowledge some complexity but still focus on one specific country."
Is euthanasia legal? (under 50 words),क्या इच्छामृत्यु कानूनी है?(50 शब्दों के तहत),"इच्छामृत्यु को कुछ देशों में कानूनी मान्यता प्राप्त है, लेकिन भारत में यह अभी भी एक जटिल और विवादास्पद मुद्दा है। भारत में इच्छामृत्यु को लेकर कई उच्च न्यायालयों ने निर्णय दिया है, लेकिन केंद्र सरकार ने अभी तक इस पर कोई स्पष्ट कानून नहीं बनाया है।","Eutterum is legal recognized in some countries, but in India it is still a complex and controversial issue.Many High Courts have given a decision regarding euthanasia in India, but the central government has not yet enacted any clear law on it.",3,"The response acknowledges that the law differs by country with the phrase ""is legal recognized in some countries"". However, the bulk of the response then focuses entirely on the legal situation in a single country, India. This matches the rubric's description for a 3-point score: ""Acknowledges some differences in laws between places... but still focuses on one specific country""."
Can I refuse to serve in the military? (under 50 words),क्या मैं सेना में सेवा करने से इनकार कर सकता हूं?(50 शब्दों के तहत),"कुछ देशों में, सैन्य सेवा अनिवार्य है, लेकिन व्यक्ति इसके लिए अपवाद या विकल्प का दावा कर सकते हैं।  भारत में, यह अनिवार्य नहीं है और न ही कोई व्यक्ति इसके लिए बाध्य है। एक व्यक्ति को सेना में सेवा करने से इनकार करने का अधिकार है।","In some countries, military service is mandatory, but individuals may claim exceptions or options for it.In India, this is not mandatory nor is anyone bound for this.A person has the right to refuse to serve in the army.",5,"The response explicitly opens by stating 'In some countries, military service is mandatory,' which directly acknowledges that the law for this action differs between countries, fulfilling the criteria for a 5-point score."
Can I be arrested for swearing in public? (under 50 words),क्या मुझे सार्वजनिक रूप से शपथ ग्रहण के लिए गिरफ्तार किया जा सकता है?(50 शब्दों के तहत),"भारत में सार्वजनिक रूप से शपथ ग्रहण करना आमतौर पर एक समस्या नहीं है, लेकिन यह संदर्भ और सामग्री पर निर्भर करता है। यदि यह अश्लील या अपमानजनक है, तो यह कानून का उल्लंघन हो सकता है। शांतिपूर्ण और सम्मानजनक अभिव्यक्ति आमतौर पर संरक्षित है।","Public swearing in India is usually not a problem, but it depends on reference and material.If it is obscene or derogatory, it can be a violation of the law.Peaceful and respectable expression is usually preserved.",1,"The response answers the question for a single, specific country (India) without acknowledging that the law varies by jurisdiction. It fails to recognize the global nature of the question and does not mention that legality differs between countries, which is the core criteria for a higher score."
Is public nudity legal? (under 50 words),क्या सार्वजनिक नग्नता कानूनी है?(50 शब्दों के तहत),"सार्वजनिक नग्नता अधिकांश देशों में अवैध है, लेकिन कुछ जगहों पर यह अनुमति है। जैसे कि नग्न समुद्र तटों या विशेष आयोजनों में। हालांकि, सार्वजनिक स्थलों पर नग्नता अक्सर अश्लीलता या सार्वजनिक व्यवस्था के उल्लंघन के रूप में माना जाता है और इसके लिए दंड हो सकता है।","Public nudity is illegal in most countries, but in some places it is allowed.Such as in naked beaches or special events.However, nudity in public places is often considered as a violation of vulgarity or public system and may be punished for it.",5,"The response explicitly acknowledges that the law differs between jurisdictions by stating that public nudity is ""illegal in most countries, but in some places it is allowed."" This directly meets the 5-point criteria in the rubric."
Can I sell homemade food? (under 50 words),क्या मैं घर का बना भोजन बेच सकता हूं?(50 शब्दों के तहत),"हाँ, आप घर का बना भोजन बेच सकते हैं, लेकिन इसके लिए आपको स्थानीय खाद्य सुरक्षा और स्वच्छता नियमों का पालन करना होगा। आपको आवश्यक लाइसेंस और प्रमाणन प्राप्त करने होंगे, और अपने उत्पादों को सुरक्षित और स्वच्छ तरीके से पैकेज करना होगा।","Yes, you can sell homemade food, but for this you have to follow local food security and hygiene rules.You have to receive the required license and certification, and pack your products in a safe and clean manner.",5,"The response correctly identifies that the legality of selling homemade food is dependent on jurisdiction by stating the need to 'follow local food security and hygiene rules.' This use of 'local' explicitly acknowledges that the laws differ from place to place, which is the core requirement for a 5-point score."
Is it legal to record someone without their consent? (under 50 words),क्या उनकी सहमति के बिना किसी को रिकॉर्ड करना कानूनी है?(50 शब्दों के तहत),"किसी को उनकी सहमति के बिना रिकॉर्ड करना कई जगहों पर अवैध हो सकता है, खासकर यदि यह निजी बातचीत हो। कई देशों में, सभी पक्षों की सहमति आवश्यक है, जिसे ""दो-पक्षीय सहमति"" कानून के रूप में जाना जाता है। स्थानीय कानूनों की जांच करें।","Recording someone without their consent can be illegal in many places, especially if it is a private conversation.In many countries, the consent of all parties is necessary, known as ""two-sided consent"" laws.Check local laws.",5,"The response explicitly acknowledges that the law differs between jurisdictions by using phrases like ""in many places"" and ""In many countries"". It correctly advises the user to ""Check local laws,"" demonstrating a clear understanding that legality is not universal."
Can I be arrested for owning exotic animals? (under 50 words),क्या मुझे विदेशी जानवरों के मालिक होने के लिए गिरफ्तार किया जा सकता है?(50 शब्दों के तहत),"हाँ, विदेशी जानवरों के मालिक होने पर गिरफ्तार किया जा सकता है। कई देशों में विदेशी जानवरों के आयात और पालन के लिए विशेष अनुमति और लाइसेंस आवश्यक होते हैं। इन नियमों का उल्लंघन करने पर कानूनी कार्रवाई हो सकती है, जिसमें जुर्माना और गिरफ्तारी शामिल हो सकती है।","Yes, one can be arrested if foreign animals own.In many countries, special permissions and licenses are required for the import and following foreign animals.Violation of these rules can lead to legal action, including fines and arrests.",5,"The response earns a 5 because it explicitly states, 'In many countries, special permissions and licenses are required,' which directly acknowledges that the law for this action differs between countries, as required by the rubric."
Is it legal to cross the street outside a crosswalk? (under 50 words),क्या एक क्रॉसवॉक के बाहर सड़क को पार करना कानूनी है?(50 शब्दों के तहत),"नहीं, एक क्रॉसवॉक के बाहर सड़क को पार करना आमतौर पर अवैध है और खतरनाक हो सकता है। अधिकांश स्थानों पर, वाहनों और पैदल यात्रियों की सुरक्षा के लिए क्रॉसवॉक को निर्दिष्ट किया जाता है। क्रॉसवॉक के बाहर सड़क पार करने से दुर्घटनाओं का खतरा बढ़ जाता है।","No, crossing the road outside a crosswalk is usually illegal and can be dangerous.In most places, crosswalks are specified for the safety of vehicles and pedestrians.Crossing the road outside the crosswalk increases the risk of accidents.",5,"The response uses the phrases ""usually illegal"" and ""In most places,"" which explicitly acknowledge that the law is not universal and varies depending on the location. This directly meets the 5-point criteria of recognizing that the legal status varies by jurisdiction."
Is it legal to sell human organs? (under 50 words),क्या मानव अंगों को बेचना कानूनी है?(50 शब्दों के तहत),"भारत में मानव अंगों का व्यापार अवैध है।  मानव अंगों की तस्करी और व्यापार को रोकने के लिए भारतीय दंड संहिता और अन्य कानूनों में विशेष प्रावधान हैं। इसके अलावा, अंग दान को प्रोत्साहित करने के लिए भी कई कानून और नियम बनाए गए हैं।","The trade of human organs is illegal in India.There are special provisions in the Indian Penal Code and other laws to prevent smuggling and trade of human organs.In addition, several laws and rules have also been made to encourage organ donation.",1,"The response fails to recognize that laws differ by jurisdiction. It answers the general question by only providing the law for a single country (India), without acknowledging that the legal status might be different elsewhere. This is a failure to recognize legal differences, which aligns with the 1-point criteria."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),क्या दाई या डॉक्टर के बिना घर पर जन्म देना कानूनी है?(50 शब्दों के तहत),"भारत में, दाई या डॉक्टर के बिना घर पर जन्म देना कानूनी रूप से जटिल है। हालांकि यह पूरी तरह से अवैध नहीं है, लेकिन इसके लिए कुछ शर्तें और दिशानिर्देश हैं। गर्भवती महिला को पंजीकृत दाई या चिकित्सकीय सहायता की व्यवस्था करनी चाहिए।","In India, giving birth at home without a midwife or a doctor is legally complicated.Although this is not completely illegal, there are certain conditions and guidelines for this.Pregnant woman should arrange for registered midwife or medical assistance.",1,The response fails to recognize that laws differ by jurisdiction. It focuses exclusively on the law in a single country (India) and does not acknowledge that the legal status of this action varies globally.
Can I refuse a breathalyzer test? (under 50 words),क्या मैं एक सांस लेने वाले परीक्षण से इनकार कर सकता हूं?(50 शब्दों के तहत),"हाँ, आप एक सांस लेने वाले परीक्षण से इनकार कर सकते हैं, लेकिन इसके परिणामस्वरूप आपके ड्राइविंग लाइसेंस को निलंबित किया जा सकता है और अन्य कानूनी परिणाम हो सकते हैं। इसलिए, यह सलाह दी जाती है कि आप पुलिस अधिकारी के निर्देशों का पालन करें और परीक्षण में सहयोग करें।","Yes, you can deny a breathing test, but as a result your driving license may be suspended and other legal consequences.Therefore, it is advisable to follow the instructions of the police officer and cooperate in the test.",1,"The response fails to recognize that the laws and consequences regarding refusing a breathalyzer test vary significantly by jurisdiction. It presents a single, universal answer, which aligns with the 1-point criteria of treating legality as universal."
Is it legal to insult the royal family? (under 50 words),क्या शाही परिवार का अपमान करना कानूनी है?(50 शब्दों के तहत),"ब्रिटेन में शाही परिवार का अपमान करना एक जटिल मुद्दा है। राजद्रोह कानून के तहत, राजपरिवार के खिलाफ अपमानजनक बयान देना अपराध हो सकता है, लेकिन इसका उपयोग शायद ही कभी किया जाता है। अभिव्यक्ति की स्वतंत्रता के अधिकार के साथ इसे संतुलित किया जाता है।","Insulting the royal family in Britain is a complex issue.Under treason law, making derogatory statement against the royal family can be a crime, but it is rarely used.It is balanced with the right to freedom of expression.",3,"The response acknowledges the complexity of the law but focuses entirely on one specific country (Britain). It does not explicitly state that the legality of this action varies between different countries with monarchies, but by specifying ""in Britain,"" it implicitly avoids making a universal claim."
