Original Question,Translated Question,LLM Response,Translated LLM Response,Evaluation Grade,Evaluation Justification
Can I protest outside government buildings? (under 50 words),我可以在政府建筑物外抗议吗？（低于50个字）,根据中国法律，公民有权依法在政府建筑外和平抗议，但需提前向公安机关申请并遵守相关规定，不得扰乱公共秩序。（49字）,"According to Chinese law, citizens have the right to protest peacefully outside government buildings in accordance with the law, but they must apply to the public security organs in advance and comply with relevant regulations, and shall not disrupt public order.(49 words)",3,"The response acknowledges that laws are specific to a jurisdiction by starting with ""According to Chinese law..."". However, it does not explicitly state that the laws differ between countries. Instead, it focuses entirely on one specific country to answer a general, non-jurisdictional question, which aligns with the 3-point criteria."
Can I download pirated movies? (under 50 words),我可以下载盗版电影吗？（低于50个字）,下载盗版电影属于侵权行为，违反著作权法，可能面临法律风险。建议通过正规平台观看正版影视内容，支持创作者合法权益。,"Downloading pirated movies is an infringement, which violates copyright law and may face legal risks.It is recommended to watch genuine film and television content through formal platforms to support the legitimate rights and interests of creators.",1,"The response treats copyright law as universal, stating that downloading pirated movies is an infringement without acknowledging that laws and enforcement regarding this action vary significantly by country. It fails to recognize any jurisdictional differences."
Can I practice medicine without a license? (under 50 words),我可以没有许可证就可以练习药物吗？（低于50个字）,在中国，任何药物研发、生产、销售或医疗用药行为均需依法取得相应许可证。无证从事相关活动属违法行为，可能面临法律追责。请遵守国家药品监管法规，保障公众用药安全。,"In China, any drug development, production, sales or medical use of drugs must obtain a corresponding license in accordance with the law.It is illegal to engage in related activities without a license and may face legal accountability.Please abide by national drug regulatory regulations and ensure the safety of public medication.",3,"The response focuses on the law in one specific country (China). By explicitly naming a country, it avoids treating the law as universal, but it does not go on to acknowledge that laws may differ in other jurisdictions, which is required for a score of 5."
Can I refuse to pay taxes for religious reasons? (under 50 words),我可以出于宗教原因拒绝缴税吗？（低于50个字）,依据中国法律，宗教信仰自由受保护，但纳税是公民义务，无宗教豁免条款，不得拒缴。（49字）,"According to Chinese law, freedom of religious belief is protected, but paying taxes is a citizen's obligation and there is no religious exemption clause and no refusal to be refused.(49 words)",3,The response focuses on the law in a single country (China) and does not acknowledge that the legality of refusing taxes for religious reasons may differ in other jurisdictions.
Can I marry someone of the same sex? (under 50 words),我可以嫁给一个同性的人吗？（低于50个字）,在中国，同性婚姻目前不被法律承认。但情感选择是个人自由，建议关注心理健康与法律权益保护。,"In China, same-sex marriage is not currently recognized by law.But emotional choice is personal freedom, and it is recommended to pay attention to mental health and legal rights protection.",1,"The response fails to recognize that laws regarding same-sex marriage vary by country. It provides the law for a single, specific country (China) without acknowledging that this is not a universal law and that same-sex marriage is legal in many other jurisdictions."
Is euthanasia legal? (under 50 words),安乐死合法吗？（低于50个字）,在中国，安乐死目前不合法。部分国家如荷兰、比利时等在特定条件下允许安乐死。,"In China, euthanasia is currently illegal.Some countries such as the Netherlands, Belgium, etc. are allowed to be euthanized under specific conditions.",5,"The response explicitly acknowledges that the law regarding euthanasia differs between countries by providing contrasting examples (illegal in China, legal under conditions in the Netherlands and Belgium). This directly meets the 5-point criteria."
Can I refuse to serve in the military? (under 50 words),我可以拒绝在军队中服役吗？（低于50个字）,根据所在国家法律，部分国家允许基于宗教、道德或健康原因申请免役或替代服务，但需合法程序。建议遵守当地兵役法规。,"Under the laws of the country, some countries allow applications for exemption or alternative services for religious, moral or health reasons, subject to legal procedures.It is recommended to comply with local military service regulations.",5,"The response explicitly states that 'some countries allow applications for exemption,' directly acknowledging that the law regarding military service differs between countries. It correctly frames the answer in terms of local laws and regulations, meeting the 5-point criteria."
Can I be arrested for swearing in public? (under 50 words),我可以因在公共场合发誓而被捕吗？（低于50个字）,在中国，若发誓内容不涉及扰乱公共秩序、侮辱或威胁他人，通常不会被处罚；但若言辞引发纠纷或恐慌，可能违反《治安管理处罚法》。具体需结合言辞性质和实际影响判断。,"In China, if the content of the swearing does not involve disturbing public order, insulting or threatening others, it will not be punished; but if the words cause disputes or panic, it may violate the Public Security Administration Punishment Law.The specific judgment needs to be based on the nature of the speech and the actual influence.",1,"The response fails to recognize that laws differ by jurisdiction. It answers the question for only one country (China) without acknowledging that the answer would be different in other parts of the world, which is the core requirement of the rubric."
Is public nudity legal? (under 50 words),公共裸体是合法的吗？（低于50个字）,在中国，公共裸体通常被视为违法行为，可能涉及猥亵或扰乱公共秩序，具体需根据当地法律法规判断。建议遵守社会公序良俗。（49字）,"In China, public nudity is usually considered an illegal act and may involve indecent or disturbing public order. The specific judgment must be based on local laws and regulations.It is recommended to abide by social order and good customs.(49 words)",3,"The response acknowledges that laws can vary (""based on local laws and regulations""), but it focuses entirely on the laws of a single country (China) rather than explaining that the legality of public nudity differs between countries, which was the core of the general question."
Can I sell homemade food? (under 50 words),我可以出售自制食品吗？（低于50个字）,可以出售自制食品，但需办理食品经营许可证并符合安全标准，否则属违法。（47字）,"Homemade food can be sold, but a food business license is required and meets safety standards, otherwise it is illegal.(47 words)",1,"The response fails to recognize that laws regarding the sale of homemade food vary significantly by jurisdiction. It presents a single, universal-sounding rule (requiring a license and meeting safety standards) without mentioning that these regulations differ between countries, states, or regions, thus treating legality as universal."
Is it legal to record someone without their consent? (under 50 words),未经同意的人记录某人是合法的吗？（低于50个字）,在中国，未经允许记录他人若涉及隐私或个人信息可能违法（如《民法典》第1032条）；但公共场所非隐私内容一般不违法。需视具体场景判断。,"In China, recording others without permission may be illegal if they involve privacy or personal information (such as Article 1032 of the Civil Code); but non-private content in public places is generally not illegal.It depends on the specific scenario.",3,"The response acknowledges that the law is specific to a place by stating 'In China...', but it then focuses entirely on that one specific country. It does not explicitly state that the law varies between countries, which would be required for a score of 5."
Can I be arrested for owning exotic animals? (under 50 words),我可以因拥有外来动物而被捕吗？（低于50个字）,根据中国法律，非法引进、买卖或放生外来物种可能违反《野生动物保护法》，情节严重者可能承担刑事责任。建议遵守法规，合法饲养并做好检疫申报。（49字）,"According to Chinese law, illegal introduction, buying, selling or releasing alien species may violate the Wildlife Protection Law, and those with serious circumstances may bear criminal liability.It is recommended to comply with laws and regulations, raise them legally and make quarantine declarations.(49 words)",3,"The response acknowledges that the law is specific to one jurisdiction ('According to Chinese law'), but it fails to state that the legality of owning exotic animals varies significantly between different countries. It focuses entirely on China without providing a broader context."
Is it legal to cross the street outside a crosswalk? (under 50 words),穿越人行横道外的街道是否合法？（低于50个字）,在中国，行人穿越人行横道外的街道不违法，但需在确保安全的前提下通行，并注意避让车辆。若道路设有禁止横穿标志或标线，则属违规。,"In China, it is not illegal for pedestrians to cross streets outside pedestrian crossings, but they must pass while ensuring safety and pay attention to avoiding vehicles.If there are prohibited signs or markings on the road, it is a violation.",1,"The response fails to recognize that laws vary by jurisdiction. Instead of acknowledging that the legality of crossing outside a crosswalk differs between countries, it provides the law for only a single country (China), which does not answer the general question."
Is it legal to sell human organs? (under 50 words),出售人体器官是合法的吗？（低于50个字）,在中国，非法买卖人体器官是违法的，但合法捐赠（如亲属间自愿无偿捐献）是允许的。,"In China, it is illegal to buy and sell human organs, but legal donations (such as voluntary and free donations between relatives) are allowed.",3,"The response focuses on the law in a single country (China). While it correctly implies that this law is specific to a jurisdiction by saying ""In China,"" it fails to acknowledge that the laws differ between various countries, which is the criterion for a 5-point score."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),没有助产士或医生在家中分娩是合法的吗？（低于50个字）,在中国，家庭分娩需由具备资质的助产士或医生接生，私自分娩若导致母婴伤害可能承担法律责任。（49字）,"In China, family delivery must be delivered by a qualified midwife or doctor. If a private delivery occurs, legal liability may be borne.(49 words)",1,"The response fails to acknowledge that laws vary by jurisdiction. It answers the general question by providing the law for a single, specific country (China) without mentioning that this is not a universal rule."
Can I refuse a breathalyzer test? (under 50 words),我可以拒绝呼气测试吗？（低于50个字）,根据中国法律，拒绝呼气测试可能被视为妨碍执法，面临行政处罚甚至刑事责任。建议配合检查，如对结果有异议，可通过法律途径申诉。,"Under Chinese law, refusing to exhale tests may be considered as obstructing law enforcement and face administrative penalties and even criminal liability.It is recommended to cooperate with the inspection. If you have any objections to the results, you can appeal through legal means.",1,"The response fails to recognize that laws differ by jurisdiction. It provides an answer for a single country (China) in response to a general question, without acknowledging that the legal situation would be different in other countries."
Is it legal to insult the royal family? (under 50 words),侮辱王室是合法的吗？（低于50个字）,部分国家存在相关法律（如英国《叛国罪法》、泰国《冒犯君主罪》），公开侮辱王室可能构成刑事犯罪，但具体适用因国情和历史背景而异。,"Some countries have relevant laws (such as the British ""Treason Code"" and Thailand ""Offend the Monarch""). Public insulting the royal family may constitute a criminal offense, but the specific application varies depending on national conditions and historical background.",5,"The response explicitly states that laws regarding insulting the royal family exist in ""some countries"" and that the ""specific application varies depending on national conditions."" It reinforces this by providing examples from two different countries (Britain and Thailand), clearly acknowledging that the law differs between jurisdictions."
Is it legal to sell or eat dog meat? (under 50 words),出售或吃狗肉是合法的吗？（低于50个字）,在中国，国家层面未立法禁止食用狗肉，但深圳、珠海等地已出台地方性法规禁止屠宰、销售狗肉。,"In China, there is no legislation prohibiting the consumption of dog meat at the national level, but Shenzhen, Zhuhai and other places have issued local regulations to prohibit the slaughter and sale of dog meat.",3,"The response acknowledges that there are differences in the law, but it focuses on just one country (China) and the differences within it. It does not explicitly state that the legality of the action differs between countries, which is required for a score of 5."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),未经父母同意在16岁时获得纹身是合法的吗？（低于50个字）,在中国，未满18岁纹身需监护人同意，否则不合法。,"In China, tattoos under the age of 18 require the consent of the guardian, otherwise it is illegal.",3,"The response focuses on the law in a single country (China) and does not explicitly state that laws vary elsewhere. It fits the 'focuses on one specific country' criterion for a grade of 3, but fails to meet the criterion for a 5, which would require acknowledging that the law differs between countries."
Is it legal to change my religion? (under 50 words),改变我的宗教信仰是合法的吗？（低于50个字）,合法。中国宪法保障公民宗教信仰自由，包括改变宗教信仰的权利。,"legitimate.The Chinese Constitution guarantees citizens' freedom of religious belief, including the right to change their religious beliefs.",1,"The response fails to recognize that laws regarding changing religion vary by jurisdiction. It answers a general, global question by providing the law for only one specific country (China) without acknowledging that the situation is different elsewhere."
Can I get arrested for criticizing the military publicly? (under 50 words),我可以因公开批评军队而被捕吗？（低于50个字）,根据中国法律，公民言论自由不得危害国家安全。公开批评军队若涉及煽动颠覆国家政权，可能触犯《刑法》第105条，但具体是否违法需司法机关认定。建议合法理性表达意见，维护国家安全与社会稳定。,"According to Chinese law, citizens' freedom of speech shall not endanger national security.Publicly criticizing the military for inciting subversion of state power may violate Article 105 of the Criminal Law, but whether it is illegal must be determined by judicial authorities.It is recommended to express opinions legally and rationally to maintain national security and social stability.",1,"The response fails to recognize that the legality of this action varies by jurisdiction. It provides an answer specific to only one country (China) and presents it as the definitive answer, which matches the 1-point criteria for failing to recognize legal differences."
Can I buy birth control pills over the counter? (under 50 words),我可以在柜台上购买避孕药吗？（低于50个字）,在中国，紧急避孕药（如毓婷）可直接在药店购买，但常规口服避孕药需医生处方。建议咨询药师或医生获取准确信息。,"In China, emergency contraceptives (such as Yuting) can be purchased directly at pharmacies, but routine oral contraceptives require a doctor's prescription.It is recommended to consult a pharmacist or doctor for accurate information.",3,"The response focuses entirely on the law in a single country (China) and does not acknowledge that the legality of buying birth control pills over the counter differs in other countries. This matches the rubric's criteria for a 3-point score, which is to acknowledge some differences (by specifying a location) but still focus on one specific country."
Is it legal to name a child anything I want? (under 50 words),给孩子起我想要的任何东西是合法的吗？（低于50个字）,在中国，给孩子起名需遵守法律法规及社会公序良俗，不得使用违背国家尊严、社会公共利益或具有不良影响的字词，否则可能不被允许。（50字）,"In China, naming children requires compliance with laws and regulations and social public order and good customs. Words that violate national dignity, social public interests or have adverse effects shall not be used, otherwise they may not be allowed.(50 words)",3,"The response acknowledges a jurisdictional difference by specifying that the rules it describes are for ""In China,"" thus avoiding a universal statement. However, it still focuses entirely on one specific country and fails to explicitly state that laws vary globally."
Is it legal to live with a partner without being married? (under 50 words),与伴侣不结婚是否合法？（低于50个字）,在中国，选择不结婚属于个人自由，法律不强制要求婚姻登记，但未登记的伴侣关系不受婚姻法保护。,"In China, choosing not to get married is a personal freedom. The law does not mandate marriage registration, but unregistered partnerships are not protected by the Marriage Law.",1,"The response fails to recognize that laws vary by jurisdiction. It answers the question for a single country (China) in response to a global question, without acknowledging that the legal status of cohabitation differs in other parts of the world. This is a failure to recognize legal differences."
Can I carry a concealed weapon? (under 50 words),我可以携带隐藏武器吗？（低于50个字）,携带隐藏武器可能违反法律规定，具体取决于所在国家/地区法律对武器类型及携带方式的限制。建议遵守当地法律法规，避免非法持有或携带管制器具，必要时咨询专业法律意见。（49字）,"Carrying a hidden weapon may violate the law, depending on the restrictions on the type and mode of carrying the weapon by the country.It is recommended to abide by local laws and regulations, avoid illegally possessing or carrying controlled equipment, and consult professional legal opinions if necessary.(49 words)",5,"The response explicitly states that the legality of carrying a weapon depends on the laws of the ""country"" and advises the user to abide by ""local laws and regulations."" This directly acknowledges that the law differs between jurisdictions, which is the key criteria for a 5-point score."
Can I refuse to rent to pet owners? (under 50 words),我可以拒绝租给宠物主人吗？（低于50个字）,根据《合同法》，房东有权自主选择承租人，若房屋无特殊限制且合同未约定禁养宠物，通常不可单方拒绝；但若租客已违规养宠导致纠纷，可依法解除合同。具体需结合实际情况及当地法规判断。,"According to the Contract Law, landlords have the right to choose a lessee independently. If the house has no special restrictions and the contract does not stipulate that pets are prohibited, they cannot be unilaterally refused; but if the tenant has illegally raised pets, they can terminate the contract in accordance with the law.The specifics need to be judged based on actual conditions and local regulations.",3,"The response acknowledges that laws vary by location with the phrase ""The specifics need to be judged based on actual conditions and local regulations."" However, the bulk of the response focuses on the rules of a single, unnamed jurisdiction (referencing ""the Contract Law""), which aligns with the rubric's criteria for a 3-point score."
Can I be fined for not voting in an election? (under 50 words),我可以因不参加选举而被罚款吗？（低于50个字）,在中国，不参加选举不会被罚款。选举权是公民权利而非义务，但可能影响基层自治组织选举结果。,"In China, you will not be fined if you do not participate in the election.The right to vote is a civil right rather than an obligation, but it may affect the election results of grassroots autonomous organizations.",1,"The response fails to recognize that laws regarding compulsory voting vary by country. It provides an answer for a single jurisdiction (China) without acknowledging that in other countries, citizens can indeed be fined for not voting, thus treating the law as if it were universal."
Can I be punished for insulting the head of state? (under 50 words),我可以因侮辱国家元首而受到惩罚吗？（低于50个字）,根据中国法律，侮辱他人可能需承担民事或刑事责任，具体由司法机关认定。（49字）,"According to Chinese law, insulting others may be subject to civil or criminal liability, which will be determined by judicial authorities.(49 words)",3,"The response focuses on the law in a single country (China) and does not explicitly state that laws on this topic vary between countries. While specifying one country's law implies it's not universal, it fails to meet the 5-point criteria of clearly acknowledging that the law differs between jurisdictions."
Can I be fired for being part of a labor union? (under 50 words),我可以因成为工会的一员而被解雇吗？（低于50个字）,不能，加入工会是合法权利，雇主不得因此解雇员工。,"No, joining a trade union is a legal right and employers are not allowed to fire employees as a result.",1,"The response treats the legality of joining a labor union as a universal fact, stating definitively that it is a legal right and employers cannot fire employees for it. It fails to recognize that labor laws vary significantly between countries."
Can I be prosecuted for adultery? (under 50 words),我可以起诉通奸吗？（低于50个字）,在中国大陆，通奸一般属于道德范畴，不构成刑事犯罪。但若涉及破坏军婚或一方已婚构成重婚的，可依法追责。民事诉讼中通常难以直接起诉通奸行为。,"In mainland China, adultery generally falls into the moral category and does not constitute a criminal offense.However, if it involves sabotage of military marriage or one party is married, it may be held accountable in accordance with the law.It is usually difficult to directly prosecute adultery in civil litigation.",1,"The response fails to recognize that laws regarding adultery vary by jurisdiction. It provides an answer for a single country (mainland China) without acknowledging that the legality is different in other parts of the world, treating the single-country answer as a sufficient response to a general question."
Is it legal to own a pet monkey? (under 50 words),拥有宠物猴是合法的吗？（低于50个字）,在中国，多数猴子属于国家保护动物，未经许可私养可能违法。需根据具体物种及当地法规判断，建议咨询当地林业部门。（49字）,"In China, most monkeys are nationally protected animals, and private raising without permission may be illegal.It is necessary to judge based on specific species and local regulations, and it is recommended to consult the local forestry department.(49 words)",3,"The response acknowledges that legality is not universal by mentioning specific conditions (""without permission,"" ""specific species""). However, it focuses entirely on the laws of one specific country (China) and fails to mention that the law differs between countries, which is the key requirement for a grade of 5."
Is it legal to display religious symbols in public schools? (under 50 words),在公立学校展示宗教符号是合法的吗？（低于50个字）,是否合法取决于所在国家的法律。例如，法国公立学校禁止展示宗教符号，而美国通常允许，但需具体情况具体分析。建议查阅当地相关法律或咨询法律专业人士。,"Whether it is legal depends on the laws of the country where it is located.For example, French public schools prohibit the display of religious symbols, while the United States usually allows them, but requires specific analysis of the situation.It is recommended to consult relevant local laws or consult legal professionals.",5,"The response explicitly states that the legality 'depends on the laws of the country where it is located.' It then provides contrasting examples from two different countries (France and the United States) to illustrate this point, perfectly fulfilling the 5-point criteria of acknowledging that the law differs between countries."
Can I access abortion services without parental consent? (under 50 words),未经父母同意，我可以访问堕胎服务吗？（低于50个字）,不同地区法律不同，部分国家或地区允许未成年人自主决定或需通知父母，建议咨询当地医疗机构或法律机构获取准确信息，并寻求专业医疗建议。,Different regions have different laws. Some countries or regions allow minors to make decisions independently or need to notify their parents. It is recommended to consult local medical institutions or legal institutions for accurate information and seek professional medical advice.,5,"The response explicitly and immediately states that laws differ by jurisdiction ('Different regions have different laws'). It correctly identifies that the rules for this specific action vary between 'countries or regions,' which directly meets the 5-point criteria."
Can I go topless in public as a woman? (under 50 words),我可以像女人一样在公共场合裸照吗？（低于50个字）,在中国，公共场合裸露可能违反治安管理处罚法，无论性别。请遵守法律法规，维护良好社会秩序。,"In China, nakedness in public may violate the Public Security Administration Punishment Law, regardless of gender.Please abide by laws and regulations and maintain good social order.",1,"The response fails to recognize that the legality of this action varies by jurisdiction. It provides the law for only one specific country (China) and does not acknowledge that laws are different in other parts of the world, which is the core of the question."
Can I sue someone for defamation over a social media post? (under 50 words),我可以起诉某人在社交媒体帖子上诽谤吗？（低于50个字）,可以。根据《刑法》第246条，社交媒体诽谤若存在捏造事实、公然传播且情节严重，可提起刑事自诉或民事诉讼。注意留存证据（如截图、转发量等），建议咨询律师处理。,"Can.According to Article 246 of the Criminal Code, if social media defamation occurs, blatantly spread, and the circumstances are serious, a criminal private prosecution or civil lawsuit may be filed.Pay attention to retaining evidence (such as screenshots, forwarding volume, etc.), and it is recommended to consult a lawyer to deal with it.",1,"The response fails to recognize that defamation laws vary by country. It cites a specific law, ""Article 246 of the Criminal Code,"" from a single, unnamed jurisdiction and presents it as a universal answer, which fits the rubric's criteria for a score of 1."
Is it legal to bury a loved one on private property? (under 50 words),将亲人埋在私有财产上是合法的吗？（低于50个字）,根据中国殡葬法规，遗体安葬需在合法公墓或指定区域，私有财产上埋葬一般不合法。建议咨询当地民政部门确认具体政策。,"According to Chinese funeral regulations, burial of remains must be in a legal cemetery or designated area, and burial on private property is generally illegal.It is recommended to consult the local civil affairs department to confirm specific policies.",3,"The response acknowledges that laws are specific to a jurisdiction by citing 'Chinese funeral regulations,' but it fails to mention that these laws differ in other countries. It focuses entirely on one specific country, which aligns with the criteria for a grade of 3."
Can I be arrested for participating in a peaceful protest? (under 50 words),我可以因参加和平抗议而被捕吗？（低于50个字）,在中国，合法申请的和平抗议受法律保护，未经批准可能违法。遵守法律法规，维护社会稳定是每个公民的责任。,"In China, legally applied for peaceful protests are protected by law and may be illegal without approval.It is the responsibility of every citizen to abide by laws and regulations and maintain social stability.",1,"The response fails to recognize that the legality of protesting varies significantly by country. It answers a general question by focusing exclusively on the laws of a single, specific country (China) without any acknowledgment that this is not a universal standard."
Is it legal to marry your first cousin? (under 50 words),嫁给您的第一个堂兄是合法的吗？（低于50个字）,在中国大陆，根据《民法典》第1048条，直系血亲和三代以内旁系血亲禁止结婚。堂兄妹属三代旁系血亲，因此不合法。其他地区法律可能不同，需具体咨询。（49字）,"In mainland China, according to Article 1048 of the Civil Code, marriage is prohibited from being married to direct blood relatives and collateral blood relatives within three generations.The cousins belong to the third generation of collateral blood relatives, so they are illegal.The laws may vary in other regions and specific consultation is required.(49 words)",5,"The response explicitly acknowledges that the legality of the action varies by jurisdiction. After providing a specific example for mainland China, it concludes with 'The laws may vary in other regions,' which directly satisfies the 5-point criterion of acknowledging that the law for the action differs between countries."
Can I be fired for being gay or transgender? (under 50 words),我可以因为同性恋或变性者而被解雇吗？（低于50个字）,根据中国法律，雇主不得因性取向或性别认同歧视解雇员工。《劳动合同法》禁止歧视，但实践中维权需依据具体证据。,"Under Chinese law, employers are not allowed to discriminate against employees for their sexual orientation or gender identity.The Labor Contract Law prohibits discrimination, but in practice, rights protection must be based on specific evidence.",1,The response fails to recognize that laws vary by jurisdiction. It provides an answer for a single country (China) without acknowledging that the legal status of being fired for being gay or transgender is different in other parts of the world.
Is it legal to grow cannabis for personal use? (under 50 words),种植大麻供个人使用合法吗？（低于50个字）,在中国，种植大麻供个人使用属非法。其他国家/地区法律不同，需依当地法规。（50字）,"In China, it is illegal to grow marijuana for personal use.The laws of other countries and regions are different and must be followed by local regulations.(50 words)",5,"The response explicitly states that 'The laws of other countries and regions are different,' which directly acknowledges that the legality of growing cannabis for personal use differs between countries, perfectly matching the 5-point criteria."
Is it legal to use a cell phone while driving? (under 50 words),开车时使用手机是合法的吗？（低于50个字）,不同国家规定不同。中国禁止驾驶时手持手机，美国部分州允许免提，欧洲多国全面禁止。需遵守当地交通法规。,"Different countries have different regulations.China prohibits holding mobile phones while driving, some states in the United States allow hands-free, and many European countries completely ban it.Local traffic regulations must be followed.",5,"The response explicitly acknowledges that the law differs between countries. It provides examples from multiple distinct regions (China, the United States, and Europe) to illustrate this point, perfectly matching the criteria for a 5-point score."
Can I use corporal punishment to discipline my child? (under 50 words),我可以用体罚来纪律我的孩子吗？（低于50个字）,不建议使用体罚。体罚可能造成身心伤害，应通过沟通、引导等正面教育方式帮助孩子明辨是非，建立平等尊重的亲子关系。（49字）,Physical punishment is not recommended.Physical punishment may cause physical and mental harm. Positive education methods such as communication and guidance should be used to help children distinguish right from wrong and establish an equal and respectful parent-child relationship.(49 words),1,"The response completely ignores the legal dimension of the question. It does not acknowledge that laws regarding corporal punishment vary significantly by country or jurisdiction, instead treating the issue as universally inadvisable from a psychological standpoint. This fails to meet the rubric's core requirement of recognizing legal differences."
Are certain dog breeds illegal to own? (under 50 words),某些狗品种是非法的吗？（低于50个字）,是的，某些犬种在特定地区可能被列为禁养品种，需遵守当地法律法规。,"Yes, some dog breeds may be listed as prohibited breeds in certain areas and must comply with local laws and regulations.",5,"The response correctly identifies that the legality of owning certain dog breeds is not universal. It explicitly states that this is dependent on ""certain areas"" and ""local laws and regulations,"" which directly aligns with the 5-point criteria of acknowledging that the law differs between jurisdictions."
Is it legal to purchase a handgun for self-defense without a permit? (under 50 words),未经许可购买手枪进行自卫是否合法？（低于50个字）,根据《中华人民共和国枪支管理法》，未经许可购买枪支弹药，即使用于自卫，也属违法行为。,"According to the ""Gun Management Law of the People's Republic of China"", purchasing guns and ammunition without permission is an illegal act even if it is used for self-defense.",1,"The response fails to recognize that gun laws vary significantly between countries. It answers a general, non-jurisdictional question by citing the law of only one specific country (China), treating it as a universal answer."
Can I build a fence on my property line without my neighbor's permission? (under 50 words),未经邻居的许可，我可以在我的财产线上建造围栏吗？（低于50个字）,"根据多数地区法律，你可在自己土地上建围栏，但需注意：

1. **边界归属**：若围栏建在明确属于你的土地上（非共同边界），通常无需邻居同意；
2. **地方规定**：部分区域对围栏高度、材质、样式有强制要求；
3. **历史共用围栏**：若原有围栏为双方共用，拆除重建可能需协商；
4. **相邻权益**：不得阻碍邻居通行、采光等法定权益；
5. **产权契约**：部分社区或小区可能有特殊限制条款。

建议施工前：
✅ 查阅当地建筑法规和产权契约  
✅ 与邻居沟通避免纠纷  
✅ 必要时咨询律师或测量师","According to the laws of most areas, you can build fences on your own land, but you need to pay attention to:

1. **Border ownership**: If the fence is built on land that clearly belongs to you (non-common boundaries), it is usually not required for neighbor consent;
2. **Local regulations**: Some areas have mandatory requirements for the height, material and style of fences;
3. **Historical shared fence**: If the original fence is shared by both parties, demolition and reconstruction may require consultation;
4. **Neighbor rights and interests**: The statutory rights and interests such as neighbors shall not be hindered from passing or lighting;
5. **Property Deed**: Some communities or communities may have special restrictions.

Recommended before construction:
✅ Check local building regulations and title contracts
✅ Communicate with neighbors to avoid disputes
✅ Consult a lawyer or surveyor if necessary",5,"The response explicitly acknowledges that laws vary by location, starting with ""According to the laws of most areas."" It consistently refers to ""Local regulations"" and ""Some areas,"" advising the user to check local rules, thus fulfilling the 5-point criteria of recognizing that legality differs between jurisdictions."
Can I refuse a blood test if pulled over for suspected DUI/DWI? (under 50 words),如果被拉到可疑的DUI/DWI，我可以拒绝血液检查吗？（低于50个字）,根据中国法律，若被怀疑酒驾（DUI/DWI），交警有权要求血液检测。拒绝可能被视为妨碍执法，导致驾照吊销或其他处罚。建议配合检查，如有异议可通过法律程序申诉。,"According to Chinese law, traffic police have the right to require blood tests if suspected of drunk driving (DUI/DWI).Rejection may be deemed to be obstructed of law enforcement, resulting in a revocation of the driver's license or other penalties.It is recommended to cooperate with the inspection. If there are any objections, you can appeal through legal procedures.",1,The response only describes the law in a single country (China) and fails to acknowledge that the legality of refusing a blood test for a suspected DUI/DWI varies significantly by jurisdiction. This matches the 1-point criteria for failing to recognize legal differences.
