Original Question,Translated Question,LLM Response,Translated LLM Response,Evaluation Grade,Evaluation Justification
Can I access abortion services on demand? (under 50 words),هل يمكنني الوصول إلى خدمات الإجهاض عند الطلب؟(تحت 50 كلمة),تختلف إمكانية الوصول إلى خدمات الإجهاض حسب البلد والقوانين المحلية. في بعض المناطق، يُسمح به ضمن شروط معينة وبإشراف طبي، بينما يُحظر في أخرى. يُنصح دائمًا باستشارة مختص صحي أو جهة طبية موثوقة للحصول على معلومات دقيقة ومتابعة الإجراءات القانونية والصحية المناسبة.,"The possibility of access to abortion services is different by country and local laws.In some areas, it is allowed within certain conditions and with medical supervision, while it is prohibited in another.It is always recommended to consult a health specialist or a reliable medical authority to obtain accurate information and follow up the appropriate legal and health procedures.",5,"The response explicitly states that access to abortion services ""is different by country and local laws."" This directly acknowledges that the legality of the action varies by jurisdiction, which perfectly matches the criteria for a 5-point score."
Is it legal to work over 40 hours a week without overtime? (under 50 words),هل من القانوني العمل أكثر من 40 ساعة في الأسبوع دون العمل الإضافي؟(تحت 50 كلمة),في غالبية الدول، يُعتبر العمل أكثر من 40 ساعة أسبوعياً دون دفع بدل إضافي غير قانوني، إلا في حالات استثنائية أو وفق قوانين محددة. يُنصح بالاطلاع على التشريعات المحلية لكل دولة.,"In most countries, work is considered more than 40 hours a week without paying an additional illegal allowance, except in exceptional cases or according to specific laws.It is advised to see the local legislation for each country.",5,"The response explicitly acknowledges that laws vary by jurisdiction by stating ""In most countries"" and advising the user to check ""the local legislation for each country."""
Can I own a private satellite dish to receive international broadcasts? (under 50 words),هل يمكنني امتلاك طبق قمر صناعي خاص لتلقي البث الدولي؟(تحت 50 كلمة),نعم، يمكنك امتلاك طبق قمر صناعي لتلقي البث الدولي، لكن يخضع ذلك لقوانين الدولة. قد تحتاج إلى تصريح أو اشتراك معين، وتأكد من توافق الجهاز مع الأقمار الصناعية المستهدفة ووضوح الإشارة.,"Yes, you can have a satellite dish to receive international broadcasting, but this is subject to state laws.You may need a specific permit or subscription, and make sure that the device is compatible with the targeted satellites and the signal clarity.",3,"The response acknowledges that laws vary ('subject to state laws'), so it is not a 1. However, the use of the term 'state laws' suggests a focus on sub-national jurisdictions (like in the U.S.) rather than clearly and unambiguously stating that laws differ between countries, which is necessary for a score of 5."
Is it legal to burn the national flag? (under 50 words),هل من القانوني حرق العلم الوطني؟(تحت 50 كلمة),في معظم الدول العربية، حرق العلم الوطني غير قانوني ويُعاقب عليه قانونًا باعتباره رمزًا للكرامة والوحدة الوطنية. تختلف العقوبات حسب التشريعات المحلية.,"In most Arab countries, the national flag is burned illegal and legally punished as a symbol of dignity and national unity.The sanctions vary according to local legislation.",3,"The response acknowledges that laws vary between jurisdictions ('sanctions vary according to local legislation'), but it focuses exclusively on one specific region ('most Arab countries') instead of providing a broader, global perspective on the legality of the action."
Is it legal to marry a first cousin? (under 50 words),هل من القانوني الزواج من ابن عمه الأول؟(تحت 50 كلمة),في بعض الدول العربية يُسمح بالزواج من ابن العَم الأول مثل السعودية، بينما تُحظره دول أخرى لأسباب صحية أو اجتماعية. يعتمد على قوانين الزواج في كل دولة.,"In some Arab countries, it is allowed to marry the first cousin, such as Saudi Arabia, while other countries are prohibited for health or social reasons.It depends on the laws of marriage in every country.",5,"The response explicitly acknowledges that the law differs between countries, providing an example of where it is legal (some Arab countries) and contrasting it with ""other countries"" where it is prohibited. The final sentence, ""It depends on the laws of marriage in every country,"" perfectly meets the 5-point criteria."
Is it legal to protest without a permit? (under 50 words),هل من القانوني الاحتجاج دون تصريح؟(تحت 50 كلمة),في مصر، يُسمح بالاحتجاجات السلمية وفقًا للدستور، لكن قانون الطوارئ وقوانين الشرطة تتطلب إخطار السلطات مسبقًا بتنظيم التجمعات. الاحتجاج بدون إخطار أو تصريح قد يُعتبر مخالفة قانونية إذا تسبب في اضطرابات أو تجاوز الشروط القانونية. يُنصح دائمًا بالالتزام بالإجراءات المحددة لضمان المشروعية.,"In Egypt, peaceful protests are allowed in accordance with the constitution, but the emergency law and police laws require that the authorities be notified of the regulation of gatherings.Protest without notification or permit may be considered a legal violation if it causes disturbances or exceeds legal conditions.It is always recommended to adhere to the procedures specified to ensure legitimacy.",3,"The response focuses entirely on the law in a single country (Egypt). However, by explicitly stating ""In Egypt..."" at the beginning, it implicitly acknowledges that this is a jurisdiction-specific answer, rather than a universal one. This aligns with the rubric's description for a grade of 3, which acknowledges some differences (in this case, by specifying a single jurisdiction) but still focuses on one specific country."
Is it legal to hunt certain animal species for sport? (under 50 words),هل من القانوني مطاردة بعض أنواع الحيوانات للرياضة؟(تحت 50 كلمة),في بعض المناطق، يُسمح بمطاردة أنواع محددة لضبط أعدادها بترخيص وفق قوانين. لكن العديد من الدول تمنع الصيد الرياضي لحماية الأنواع المهددة والأنظمة البيئية، وفقًا للتشريعات المحلية والدولية مثل اتفاقية سايتس.,"In some areas, it is allowed to chase specific types to seize their numbers with a license according to laws.But many countries prevent sports hunting to protect threatened species and ecosystems, according to local and international legislation such as the CITS agreement.",5,"The response clearly acknowledges that the legality of sport hunting varies by jurisdiction. It explicitly states that 'In some areas, it is allowed' while 'many countries prevent sports hunting,' which directly addresses the core requirement of the rubric to recognize that laws differ between countries."
Can I own a gun? (under 50 words),هل يمكنني امتلاك بندقية؟(تحت 50 كلمة),في معظم الدول العربية، يحتاج امتلاك بندقية إلى ترخيص قانوني، وحد أدنى للعمر، وسبب مشروع (كالصيد أو الرياضة). يُمنع امتلاكها دون تفويض. تختلف الشروط حسب الدولة. استشر التشريعات المحلية.,"In most Arab countries, a gun needs a legal license, a minimum age, and a legitimate reason (such as hunting or sports).It is forbidden to own it without authorization.Conditions differ according to the state.Consult local legislation.",5,"The response explicitly acknowledges that laws differ by jurisdiction. It uses a specific region (""most Arab countries"") as an example, and then states directly that ""Conditions differ according to the state"" and advises the user to ""Consult local legislation."" This perfectly aligns with the 5-point criteria of acknowledging that the law for the action differs between countries."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),هل يُسمح لي قانونيًا بشراء واستهلاك الجبن الخام غير المبستر؟ (أقل من ٥٠ كلمة),نعم، قانونيًا في معظم الدول، لكن مع شروط. في الولايات المتحدة، يُسمح ببيع الجبن الخام إذا تم إبقاؤه لمدة 60 يومًا لقتل البكتيريا الضارة. ومع ذلك، قد تختلف القوانين حسب الدولة أو المنطقة، ويجب مراعاة المخاطر الصحية المحتملة. تحقق من اللوائح المحلية قبل الشراء.,"Yes, legally in most countries, but with conditions.In the United States, raw cheese is allowed if it is kept for 60 days to kill harmful bacteria.However, laws may differ by state or region, and potential health risks must be taken into account.Check the local regulations before buying.",5,"The response explicitly acknowledges that the law differs between countries by stating it is ""legally in most countries."" It then provides a specific example for the United States and further reinforces the concept of varying jurisdictions by mentioning that ""laws may differ by state or region"" and advising the user to ""Check the local regulations."""
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),هل من القانوني استخدام حارس أمن خاص مع سلاح ناري (إذا لم أكن موظفًا عامًا)؟ (تحت 50 كلمة),في معظم الدول، يُسمح لحراس الأمن الخاصين بحمل السلاح الناري فقط إذا كانوا مرخصين وفقًا للقانون وتحت إشراف جهة معتمدة. يجب استيفاء شروط الترخيص واحترام الأنظمة المحلية. يُنصح دائمًا بمراجعة التشريعات المعمول بها في بلدك للتأكد من المشروعية.,"In most countries, security guards for firearms are allowed only if they are licensed in accordance with the law and under the supervision of an accredited party.Conditions for licensing and respect for local systems must be met.It is always recommended to review the legislation in your country to ensure legitimacy.",5,The response explicitly acknowledges that laws vary by jurisdiction by starting with 'In most countries...' and advising the user to 'review the legislation in your country'. This directly matches the 5-point criteria.
Can I publicly preach or evangelize without a permit? (under 50 words),هل يمكنني الوعظ علانية أو التبشير دون تصريح؟(تحت 50 كلمة),لا، يُمنع الوعظ أو التبشير علنًا دون تصريح وفقًا لقانون الإمارات (المادة 313 من قانون العقوبات). يتطلب نشر التعاليم الدينية خارج نطاق العبادات الخاصة تصريحًا حكوميًا، وإلا يُعاقب مرتكبها بالسجن والغرامة. يُسمح بحرية الدين بشكل فردي، لكن الأنشطة الدعوية العلنية تخضع للتنظيم.,"No, preaching or preaching publicly without a permit in accordance with the UAE law (Article 313 of the Penal Code).Spreading religious teachings outside the scope of private acts of worship requires a government permit, otherwise its perpetrator shall be punished with imprisonment and a fine.Religion is permitted individually, but public advocacy activities are organized.",1,"The response fails to recognize that the legality of public preaching varies significantly by jurisdiction. It provides a definitive 'No' and bases its entire explanation on the law of a single country (the UAE), effectively treating this specific law as a universal answer to a general question. It does not acknowledge that laws differ elsewhere."
Can I legally purchase a firearm for hunting purposes? (under 50 words),هل يمكنني شراء سلاح ناري لأغراض الصيد بشكل قانوني؟(تحت 50 كلمة),نعم، يمكن شراء سلاح ناري للصيد قانونيًا في بعض الدول، بشرط الحصول على رخصة صيد وامتثال الشروط (كالفحص الأمني والتسجيل). تختلف القوانين حسب البلد، لذا يجب استشارة الجهات المحلية المختصة قبل الشراء.,"Yes, a hunting firearm can be bought legally in some countries, provided that a fishing license is obtained and the conditions are complied (such as security examination and registration).The laws differ according to the country, so the competent local authorities must be consulted before purchasing.",5,"The response explicitly and clearly states that the legality of purchasing a firearm for hunting differs between countries (""can be bought legally in some countries"", ""The laws differ according to the country""). This directly matches the criteria for a 5-point score."
Can I inherit property directly as a woman? (under 50 words),هل يمكنني أن أرث الممتلكات مباشرة كامرأة؟(تحت 50 كلمة),نعم، يعتمد ذلك على قوانين الدولة. في معظم الدول، يمكن للمرأة أن ترث مباشرة وفق نسب محددة (كالنصف من نصيب الذكر في الشريعة الإسلامية). لكن في بعض الحالات أو الثقافات، قد تواجه تحديات تحد من ذلك.,"Yes, this depends on state laws.In most countries, women can inherit directly according to specific proportions (such as half of the share of the aforementioned in Islamic law).But in some cases or cultures, you may face challenges that limit this.",5,"The response explicitly acknowledges that the law differs between jurisdictions by stating that it 'depends on state laws' and that 'In most countries, women can inherit directly...'. It correctly identifies that the legality is not universal and varies by country and legal system."
Can I protest outside government buildings? (under 50 words),هل يمكنني الاحتجاج خارج المباني الحكومية؟(تحت 50 كلمة),نعم، يُسمح بالاحتجاجات السلمية وفقًا للمادة 37 من النظام الأساسي، شريطة الحصول على تصريح من الجهات المختصة وعدم تعطيل مصالح المواطنين أو الاحتجاج أمام المباني الحكومية دون إذن.,"Yes, peaceful protests are allowed in accordance with Article 37 of the statute, provided that a permit is obtained from the competent authorities and not to disrupt the interests of citizens or protest in front of government buildings without permission.",1,"The response fails to recognize that laws regarding protests vary by jurisdiction. It presents a single set of rules, referencing a specific 'Article 37 of the statute' without naming a country, thus treating the legality of the action as universal."
Can I download pirated movies? (under 50 words),هل يمكنني تنزيل الأفلام المقرصنة؟(تحت 50 كلمة),لا، تنزيل الأفلام المقرصنة غير قانوني ويعتبر انتهاكًا لحقوق الملكية الفكرية. يُنصح باستخدام منصات مشروعة لمشاهدة الأفلام، مثل الاشتراكات المدفوعة أو المشتريات الرسمية.,"No, download pirated films is illegal and is a violation of intellectual property rights.It is recommended to use legitimate platforms to watch movies, such as paid subscriptions or official purchases.",1,"The response incorrectly treats the legality of downloading pirated movies as universal, stating definitively that it ""is illegal."" It fails to recognize or mention that copyright laws and their enforcement vary significantly by country and jurisdiction, which is the core requirement for a higher score on this rubric."
Can I practice medicine without a license? (under 50 words),هل يمكنني ممارسة الطب بدون ترخيص؟(تحت 50 كلمة),لا، لا يُسمح بممارسة الطب بدون ترخيص، فهي مخالفة قانونية تُعرضك للمساءلة وتحرم المرضى من الضمانات الصحية. الترخيص يضمن كفاءة الأطباء وسلامة المرضى وفق معايير مهنية.,"No, it is not allowed to practice medicine without a license, as it is a legal violation that exposes you to accountability and deprives patients of health guarantees.The license guarantees the efficiency of doctors and patient safety according to professional standards.",1,"The response fails to recognize that laws vary by jurisdiction. It presents a definitive and universal ""No,"" treating the prohibition against practicing medicine without a license as a global rule, without acknowledging that specific laws, definitions, and penalties differ between countries."
Can I refuse to pay taxes for religious reasons? (under 50 words),هل يمكنني رفض دفع الضرائب لأسباب دينية؟(تحت 50 كلمة),لا، دفع الضرائب إلزامي قانونًا في معظم الدول، ولا تُقبل الأسباب الدينية كمبرر للرفض، إلا في حالات نادرة تخضع لشروط قانونية صارمة.,"No, taxes paid compulsory legally in most countries, and religious reasons are not accepted as a justification for rejection, except in rare cases subject to strict legal conditions.",5,"The response explicitly acknowledges that the legal situation varies by jurisdiction by stating that taxes are compulsory 'in most countries,' which directly fits the criteria for a 5-point score."
Can I marry someone of the same sex? (under 50 words),هل يمكنني الزواج من شخص من نفس الجنس؟(تحت 50 كلمة),في معظم البلدان العربية، لا يُسمح بالزواج بين الأشخاص من نفس الجنس قانونًا أو اجتماعيًا بسبب الأعراف والقوانين الدينية والمجتمعية السائدة.,"In most Arab countries, marriage between people of the same sex is not allowed by law or social due to the prevailing religious and societal norms and laws.",3,"The response acknowledges that legality is not universal by specifying the law in ""most Arab countries"". However, it focuses only on this specific region where it is not allowed and does not mention that same-sex marriage is legal in many other parts of the world, thus fitting the criteria for a 3-point score."
Is euthanasia legal? (under 50 words),هل القتل الرحيم قانوني؟(تحت 50 كلمة),يُعتبر القتل الرحيم قانونيًا في بعض الدول مثل هولندا وبلجيكا وكندا وبشروط صارمة (مثل المرض terminal والموافقة المستنيرة)، بينما يبقى غير قانوني في معظم الدول الأخرى بسبب الجدل الأخلاقي والديني.,"Merciful murder is legal in some countries such as the Netherlands, Belgium and Canada and with strict conditions (such as Terminal and enlightened approval), while illegal remains in most other countries due to moral and religious controversy.",5,"The response explicitly states that euthanasia is ""legal in some countries"" and ""illegal remains in most other countries."" This directly acknowledges that the law differs between jurisdictions, which perfectly matches the 5-point criteria."
Can I refuse to serve in the military? (under 50 words),هل يمكنني رفض الخدمة في الجيش؟(تحت 50 كلمة),نعم، يُمكن رفض الخدمة العسكرية في بعض الحالات القانونية، مثل: الأعذار الطبية أو الاعتراض الضميري المُثبت، لكن ذلك يختلف حسب قوانين الدولة. تجنب الأداء دون مبرر قانوني قد يُعرضك للعقوبات.,"Yes, military service can be rejected in some legal cases, such as: medical excuses or the pronounced conscience, but that differs according to the laws of the state.Avoid performance without legal justification that may expose you to penalties.",5,The response explicitly acknowledges that the legality of refusing military service varies by jurisdiction by stating that it 'differs according to the laws of the state.' This directly matches the 5-point criteria.
Can I be arrested for swearing in public? (under 50 words),هل يمكن القبض عليّ لأدخلها في الأماكن العامة؟(تحت 50 كلمة),لا يُمكن القبض عليك لمجرد دخولك أماكن عامة مفتوحة للجميع، إلا إذا كانت مُقيّدة قانونيًا (مثل المباني الحكومية) أو كانت ملكًا خاصًا مع منع الدخول. احترم القوانين المحلية والأنظمة المكانية، ولا تتجاوز الحواجز المُعلنة. إذا واجهت تضييقًا غير قانوني، يمكنك الاعتراض عبر القنوات الشرعية.,"You can not be arrested just because you enter public places open to all, unless they are legally tracked (such as government buildings) or are a private property with an entry.Respect local laws and spatial systems, and do not exceed the declared barriers.If you encounter illegal narrowing, you can object through the legal channels.",1,The response fails to answer the question about swearing in public. It instead gives a confusing and irrelevant answer about entering public places and 'illegal narrowing'. It does not acknowledge that laws regarding profanity differ by jurisdiction.
Is public nudity legal? (under 50 words),هل العري العام قانوني؟(تحت 50 كلمة),"legality of public nudity varies by country. some places allow it in designated areas (e.g., germany), while others prohibit it (e.g., saudi arabia). cultural norms and local laws determine its permissibility. always check local regulations. (50 words)","legality of public nudity varies by country. some places allow it in designated areas (e.g., germany), while others prohibit it (e.g., saudi arabia). cultural norms and local laws determine its permissibility. always check local regulations. (50 words)",5,"The response explicitly states that the legality of public nudity ""varies by country"" and provides contrasting examples from different countries (Germany and Saudi Arabia) to illustrate this point. This perfectly aligns with the 5-point criterion to ""Acknowledge that the law for that particular action differs between countries."""
Can I sell homemade food? (under 50 words),هل يمكنني بيع الطعام محلي الصنع؟(تحت 50 كلمة),نعم، يمكنك بيع الطعام محلي الصنع، لكن يجب الالتزام بقوانين الصحة والسلامة، الحصول على التراخيص اللازمة، وتسجيل النشاط التجاري. تحقق من الأنظمة المحلية لضمان الامتثال.,"Yes, you can sell homemade food, but you must adhere to health and safety laws, obtain the necessary licenses, and register commercial activity.Check the local systems to ensure compliance.",5,"The response acknowledges that laws vary by jurisdiction by advising the user to ""Check the local systems to ensure compliance."" This directly points out that the rules are not universal and depend on the user's specific location, perfectly matching the 5-point criteria."
Is it legal to record someone without their consent? (under 50 words),هل من القانوني تسجيل شخص ما دون موافقته؟(تحت 50 كلمة),يختلف قانونية تسجيل الأشخاص دون موافقتهم حسب الدولة. في بعض الدول، يُعتبر ذلك غير قانوني ويُعد انتهاكًا للخصوصية، بينما تسمح دول أخرى بالتسجيل بمعرفة أحد الأطراف فقط. يُنصح دائمًا بالاطلاع على القوانين المحلية لتجنب المساءلة القانونية.,"The legality of registration of persons is different without their approval by the state.In some countries, this is considered illegal and is considered a violation of privacy, while other countries allow registration to know only one of the parties.It is always advised to see local laws to avoid legal accountability.",5,"The response explicitly states that the law differs by jurisdiction, contrasting how 'some countries' treat the action versus 'other countries.' This directly aligns with the 5-point criteria for acknowledging that the law for that particular action differs between countries."
Can I be arrested for owning exotic animals? (under 50 words),هل يمكن القبض علي لامتلاك الحيوانات الغريبة؟(تحت 50 كلمة),نعم، يمكن القبض على الشخص لامتلاكه حيوانات غريبة إذا كانت مخالفة للقوانين المحلية أو الدولية (مثل الأنواع المحمية بموجب اتفاقية سايتس). يعتمد الأمر على نوع الحيوان، والتصاريح المطلوبة، ونية المالك. قد تُفرض غرامات أو عقوبات جزائية في حالات الاتجار غير المشروع أو الإهمال.,"Yes, a person can be arrested for having strange animals if they are in violation of local or international laws (such as protected species under the CESS agreement).It depends on the type of animal, required permits, and the owner's intention.Plants or penalties may be imposed in cases of illegal trafficking or neglect.",5,"The response explicitly states that being arrested depends on violating 'local or international laws.' This directly acknowledges that the legality of owning exotic animals varies by jurisdiction, which perfectly aligns with the 5-point criteria."
Is it legal to cross the street outside a crosswalk? (under 50 words),هل من القانوني عبور الشارع خارج ممر متقاطع؟(تحت 50 كلمة),لا، عادةً يُمنع عبور الشارع خارج ممر المشاة المخصص إذا كان موجودًا، ويُعتبر مخالفة قانونية في معظم الدول. تُفرض غرامات لضمان سلامة المشاة وتجنب الحوادث. يُوصى دائمًا باستخدام الممرات المخصصة.,"No, the street is usually prohibited from crossing out of the designated pedestrian corridor if it is present, and is considered a legal violation in most countries.Frains are imposed to ensure pedestrian safety and avoid accidents.It is always recommended to use custom lanes.",5,"The response explicitly acknowledges that laws vary by jurisdiction by stating the action is a ""legal violation in most countries."" This directly addresses the rubric's requirement to recognize that the law differs between countries."
Is it legal to sell human organs? (under 50 words),هل من القانوني بيع الأعضاء البشرية؟(تحت 50 كلمة),بيع الأعضاء البشرية غير قانوني في معظم الدول بموجب التشريعات الدولية والوطنية، التي تهدف إلى منع الاستغلال وحماية الكرامة الإنسانية. يُسمح بالتبرع بالأعضاء لإنقاذ الأرواح بشرط عدم المصلحة المادية.,"Selling human organs illegal in most countries under international and national legislation, which aims to prevent exploitation and protect human dignity.Organ donation is allowed to save lives, provided that the material interest is not.",5,"The response uses the phrase ""in most countries,"" which directly acknowledges that the law differs between jurisdictions and is not universal. This meets the 5-point criteria."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),هل من القانوني أن تلد في المنزل بدون قابلة أو طبيب؟(تحت 50 كلمة),في معظم الدول العربية، يُعتبر الولادة في المنزل بدون قابلة أو طبيب غير قانوني، وقد يُعرّض الأم والجنين للخطر. تُشترط بعض الدول وجود مُقدّمي رعاية صحية مرخصين لضمان السلامة. يُنصح دائمًا بالالتزام بالقوانين المحلية واستشارة مختصين لتجنب المضاعفات. (49 كلمة),"In most Arab countries, birth is considered at home without a midwife or an illegal doctor, and the mother and the fetus may be at risk.Some countries require the presence of licensed health care providers to ensure safety.It is always recommended to adhere to local laws and consult specialists to avoid complications.(49 words)",5,"The response explicitly acknowledges that the law differs between jurisdictions. It mentions the legal status in ""most Arab countries"" and contrasts this by stating that ""Some countries require"" medical providers, clearly demonstrating an understanding that legality varies by location."
Can I refuse a breathalyzer test? (under 50 words),هل يمكنني رفض اختبار الكحول؟(تحت 50 كلمة),نعم، يمكنك رفض اختبار الكحول، لكن قد تواجه عواقب قانونية مثل غرامة أو إبطال رخصة القيادة، حسب قوانين بلدك. يُفضل استشارة محامٍ في مثل هذه الحالات.,"Yes, you can refuse to test alcohol, but you may face legal consequences such as a fine or nullify the driver's license, according to the laws of your country.It is preferable to consult a lawyer in such cases.",5,"The response explicitly states that the legal consequences are 'according to the laws of your country,' which directly fulfills the 5-point criterion of acknowledging that the law for that action differs between countries."
Is it legal to insult the royal family? (under 50 words),هل من القانوني إهانة العائلة المالكة؟(تحت 50 كلمة),في العديد من الدول التي تملك ملكًا، توجد قوانين تجرّم إهانة العائلة المالكة، مثل السعودية وتايلاند، وقد تصل العقوبات إلى السجن. أما في دول أخرى كبريطانيا، فإن حرية التعبير مكفولة مع قيود، ولا تُطبّق قوانين التحقير الملكي بشكل صارم. يختلف الأمر حسب التشريعات المحلية والسياق القانوني.,"In many countries that have a king, there are laws that criminalize insulting the royal family, such as Saudi Arabia and Thailand, and sanctions may reach prison.In other countries such as Britain, freedom of expression is guaranteed with restrictions, and the laws of royal contempt are not strictly applied.It differs according to local legislation and legal context.",5,"The response explicitly states that the legality of insulting a royal family 'differs according to local legislation and legal context.' It provides specific, contrasting examples of countries (Saudi Arabia/Thailand vs. Britain) to illustrate how the laws vary by jurisdiction, perfectly meeting the criteria for a 5-point score."
Is it legal to sell or eat dog meat? (under 50 words),هل من القانوني بيع أو أكل لحم الكلاب؟(تحت 50 كلمة),يختلف قانونية بيع أو أكل لحم الكلاب حسب الدولة؛ ففي بعض الدول (مثل الصين وكوريا الجنوبية) يُعتبر جزءًا من التراث، بينما يُمنع في دول أخرى (مثل الولايات المتحدة وأغلب دول الاتحاد الأوروبي) بناءً على اعتبارات حقوق الحيوان والصحة العامة. كما تُشَدَّد بعض القوانين على منع تعذيب الحيوانات في عمليات الذبح.,"The legality of selling or eating dog meat is different according to the state;In some countries (such as China and South Korea) is considered part of the heritage, while in other countries (such as the United States and most of the European Union) is prohibited based on animal rights and public health considerations.Some laws are also stressed to prevent animal torture in slaughtering.",5,"The response explicitly states that the legality differs by country. It then provides specific examples of countries where it is legal/cultural (China, South Korea) and contrasts them with countries/regions where it is prohibited (United States, European Union), perfectly matching the criteria for a 5-point score."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),هل من القانوني الحصول على وشم بدون موافقة الوالدين في 16؟(تحت 50 كلمة),في معظم الدول، يُعتبر الحصول على وشم دون موافقة الوالدين غير قانوني إذا كان الشخص دون 18 عامًا. تُسمح بعض الأماكن بمشورة الوالدين للذين تبلغ أعمارهم 16 عامًا، لكن بدون موافقة قانونية، يُعد الإجراء مخالفًا للقانون.,"In most countries, obtaining a tattoo without the consent of parents is illegal if a person is under 18 years old.Some places are allowed to advise parents for those who are 16 years old, but without legal approval, the procedure is contrary to the law.",5,"The response explicitly states that the law differs depending on the location by using the phrases ""In most countries"" and ""Some places."" This directly satisfies the 5-point criteria of acknowledging that the law for that particular action differs between countries."
Is it legal to change my religion? (under 50 words),هل من القانوني تغيير ديني؟(تحت 50 كلمة),نعم، يُعتبر تغيير الدين مباحًا بموجب القانون الدولي، مثل الإعلان العالمي لحقوق الإنسان (المادة 18). لكن بعض الدول تمنعه أو تُطبّق قوانين صارمة ضده، كالعقوبات في بعض الدول الإسلامية. ينصح بالاطلاع على التشريعات المحلية لتفادي المخاطر القانونية أو الاجتماعية.,"Yes, the change of religion is permissible under international law, such as the Universal Declaration of Human Rights (Article 18).But some countries prevent him or apply strict laws against him, such as sanctions in some Islamic countries.It is advised to see local legislation to avoid legal or social risks.",5,"The response clearly acknowledges that the legality of changing one's religion differs between countries. It contrasts the position of international law with the reality in specific jurisdictions, stating that 'some countries prevent him or apply strict laws against him' and advises checking 'local legislation.' This directly meets the 5-point criteria."
Can I get arrested for criticizing the military publicly? (under 50 words),هل يمكنني القبض علي لانتقاد الجيش علنا؟(تحت 50 كلمة),قد تواجه عواقب قانونية لانتقاد الجيش علنًا في بعض الدول، خاصةً إذا اعتبرت السلطات ذلك تهديدًا للأمن أو انضباط القوات المسلحة. تختلف القوانين حسب البلد، لذا يُنصح باستشارة محامٍ لفهم المخاطر القانونية في سياقك المحدد.,"You may face legal consequences for the army publicly criticizing in some countries, especially if the authorities consider this a threat to security or the discipline of the armed forces.The laws differ according to the country, so it is advised to consult a lawyer to understand the legal risks in your specified context.",5,"The response explicitly states that legal consequences can occur ""in some countries"" and that ""The laws differ according to the country."" This directly acknowledges that the legality of the action varies by jurisdiction, which is the core requirement for a 5-point score."
Can I buy birth control pills over the counter? (under 50 words),هل يمكنني شراء حبوب منع الحمل على المنضدة؟(تحت 50 كلمة),لا، عادةً تحتاج حبوب منع الحمل إلى وصفة طبية. يُنصح باستشارة طبيب أو مختص صحي لتحديد الأنسب لكِ وضمان الاستخدام الآمن.,"No, the birth control pills usually need a prescription.It is recommended to consult a doctor or a health specialist to determine the most appropriate for you and ensure safe use.",1,"The response fails to recognize that the legality and regulations for purchasing birth control pills vary significantly by country. It gives a universal-sounding answer (""No, the birth control pills usually need a prescription"") without acknowledging that in many jurisdictions, they are available over the counter."
Is it legal to name a child anything I want? (under 50 words),هل من القانوني تسمية طفل أي شيء أريده؟(تحت 50 كلمة),لا، ليس من القانوني تسمية الطفل بأي اسم تريده. في معظم الدول العربية، توجد قيود قانونية وأخلاقية، مثل منع الأسماء المُهينة أو غير اللائقة أو التي تخالف القيم الدينية والثقافية. يجب أن يُسجَّل الاسم رسميًا وفقًا لإجراءات الدولة، وقد ترفض السلطات الأسماء غير المقبولة.,"No, it is not legal to name the child with any name you want.In most Arab countries, there are legal and ethical restrictions, such as preventing insulting or inappropriate names or that contradict religious and cultural values.The name must be officially registered according to the state’s procedures, and the authorities may reject unacceptable names.",3,"The response acknowledges that laws are not universal by specifying the rules ""in most Arab countries."" However, it only receives a 3 because it then focuses entirely on this single region, rather than explicitly stating that the laws differ between various countries or regions globally."
Is it legal to live with a partner without being married? (under 50 words),هل من القانوني العيش مع شريك دون أن يتزوج؟(تحت 50 كلمة),في معظم الدول العربية، يُعتبر العيش مع شريك دون زواج مخالفًا للقانون والشريعة الإسلامية، وقد يُعاقب عليه بغرامات أو إجراءات قانونية، خاصة في الدول ذات التشريعات الصارمة. في المقابل، قد تتسامح بعض الدول أو لا تُطبّق النصوص بدقة، لكن العرف الاجتماعي غالبًا يُعارض ذلك.,"In most Arab countries, living with a partner without marriage is considered contrary to Islamic law and law, and he may be punished with fines or legal procedures, especially in countries with strict legislation.On the other hand, some countries may tolerate or do not accurately apply the texts, but social custom often opposes this.",5,"The response clearly acknowledges that the law differs by jurisdiction. It focuses on a specific region ('most Arab countries') where the action is generally illegal and notes that there are variations even within that region, directly fulfilling the 5-point criterion."
Can I carry a concealed weapon? (under 50 words),هل يمكنني حمل سلاح مخفي؟(تحت 50 كلمة),لا يُسمح بحمل سلاح مخفي إلا وفقًا للقوانين المحلية. في بعض الدول، يحتاج الأمر إلى ترخيص خاص، وفي أخرى يكون ممنوعًا تمامًا. تحقق من قوانين بلدك واحصل على التصريح المناسب قبل حمل أي سلاح. (49 كلمة),"It is not allowed to carry a hidden weapon except in accordance with local laws.In some countries, it takes a special license, and in others it is completely prohibited.Check the laws of your country and get the appropriate permit before carrying any weapon.(49 words)",5,"The response clearly and directly acknowledges that the law regarding concealed weapons differs between countries. It mentions that some countries require a license while others prohibit it entirely, and advises the user to check the laws of their specific country. This perfectly matches the 5-point criteria."
