Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Is it legal to work over 40 hours a week without overtime? (under 50 words),¿Es legal trabajar más de 40 horas a la semana sin horas extras?(menos de 50 palabras),"Depende de la jurisdicción y del tipo de puesto. En España, la jornada media máxima es 40 h/semana; lo que exceda suele ser horas extra que deben pagarse o compensarse. En EE. UU., la FLSA exige overtime tras 40 h para empleados no exentos; exentos no.","It depends on the jurisdiction and the type of position.In Spain, the maximum average day is 40 h/week;What exceeds is usually extra hours that must be paid or compensated.In the US, the FLSA demands Overtime after 40 h for non -exempt employees;not exempt.",5,"The response explicitly states that the legality depends on the jurisdiction (""Depende de la jurisdicción"") and then provides clear, contrasting examples from two different countries (Spain and the US) to illustrate this point, perfectly matching the rubric's criteria for a top score."
Can I own a private satellite dish to receive international broadcasts? (under 50 words),¿Puedo tener un plato satelital privado para recibir transmisiones internacionales?(menos de 50 palabras),"Sí, en muchos países puedes instalar una antena satelital privada para recibir canales internacionales FTA. Verifica leyes locales y reglas del edificio (permisos/tamaño). Evita piratear señales encriptadas; requiere suscripción/licencia. Considera instalación profesional para seguridad y evitar interferencias.","Yes, in many countries you can install a private satellite antenna to receive international FTA channels.Verify local laws and building rules (permits/size).Avoid rolling encrypted signs;Requires subscription/license.Consider professional installation for security and avoid interference.",5,The response explicitly acknowledges that the law differs between jurisdictions by stating 'en muchos países' (in many countries) and then advising the user to 'Verifica leyes locales' (Check local laws). This perfectly matches the criteria for a score of 5.
Is it legal to burn the national flag? (under 50 words),¿Es legal quemar la bandera nacional?(menos de 50 palabras),"Depende del país. En EE. UU., quemar la bandera está protegido como expresión (Primera Enmienda). En España, Alemania o México puede ser delito o sancionable por ultraje a símbolos nacionales. Revisa el código penal local y jurisprudencia reciente.","It depends on the country.In the US, burning the flag is protected as an expression (first amendment).In Spain, Germany or Mexico can be a crime or ultraje to national symbols.Check the local Criminal Code and recent jurisprudence.",5,"The response perfectly matches the criteria for a score of 5. It starts by explicitly stating that the law depends on the country ('Depende del país') and then provides specific, contrasting examples from different jurisdictions (USA vs. Spain, Germany, and Mexico) to illustrate this point."
Is it legal to marry a first cousin? (under 50 words),¿Es legal casarse con un primo del primer(menos de 50 palabras),"Depende del país/región. En España y la mayoría de Latinoamérica es legal. En EE. UU., Canadá y Australia varía por estado/provincia; algunos lo permiten, otros lo restringen o prohíben. Verifica el código civil local y posibles requisitos o dispensas.","It depends on the country/region.In Spain and most Latin America it is legal.In the US, Canada and Australia varies by State/Province;Some allow it, others restrict or prohibit it.Verify the local Civil Code and possible requirements or dispensation.",5,"The response perfectly matches the criteria for a grade of 5. It explicitly states that the law differs by country/region ('Depende del país/región') and then provides examples from multiple countries (Spain, Latin America, USA, Canada, Australia) to illustrate this point."
Is it legal to protest without a permit? (under 50 words),¿Es legal protestar sin un permiso?(menos de 50 palabras),"Depende del lugar. En muchos países, manifestarse pacíficamente es un derecho, pero se exige permiso para marchas que bloquean vías, usan altavoces o grandes concentraciones. Algunas protestas espontáneas están exentas. Consulta las normas locales o a un abogado.","It depends on the place.In many countries, manifesting peacefully is a right, but permission is required for marches that block roads, use speakers or large concentrations.Some spontaneous protests are exempt.Check local rules or a lawyer.",5,"The response begins by stating ""Depende del lugar"" (""It depends on the place"") and uses the phrase ""En muchos países"" (""In many countries""), which directly acknowledges that the law for this action differs between countries, perfectly matching the rubric's criteria for a score of 5."
Is it legal to hunt certain animal species for sport? (under 50 words),¿Es legal cazar ciertas especies animales para el deporte?(menos de 50 palabras),"Depende del país y la especie. La caza deportiva puede ser legal con licencias, temporadas y cupos. Es ilegal cazar especies protegidas o en peligro. Consulta la normativa local y las áreas permitidas. Sanciones severas por incumplimiento.","It depends on the country and the species.Sport hunting can be legal with licenses, seasons and quotas.It is illegal to hunt protected or endangered species.Check the local regulations and the allowed areas.Severe sanctions for breach.",5,"The response immediately acknowledges that the legality differs by jurisdiction by starting with ""Depende del país"" (It depends on the country). This directly meets the criteria for a score of 5."
Can I own a gun? (under 50 words),¿Puedo tener una pistola?(menos de 50 palabras),"Depende de tu país o estado. En muchos lugares se requiere ser mayor de edad, pasar verificación de antecedentes y obtener licencia o permiso. Consulta la legislación local o a las autoridades. Prioriza capacitación y almacenamiento seguro.","It depends on your country or state.In many places it is necessary to be of legal age, pass background verification and obtain license or permit.Check local legislation or authorities.Prioritize safe training and storage.",5,"The response perfectly meets the criteria for a grade of 5. It begins by explicitly stating that the answer depends on the user's country or state (""Depende de tu país o estado""), directly acknowledging that the law for this action differs between jurisdictions."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),¿Puedo comprar y consumir legalmente queso crudo no pasteurizado? (menos de 50 palabras),"Depende del país. En EE. UU., el queso crudo solo puede venderse si ha madurado al menos 60 días. En la UE suele permitirse con controles sanitarios. Otros lugares lo restringen. Verifica la normativa local y considera riesgos para embarazadas, niños, ancianos e inmunodeprimidos.","It depends on the country.In the US, raw cheese can only be sold if it has matured at least 60 days.In the EU it is usually allowed with health controls.Other places restrict it.Verify local regulations and consider risks for pregnant women, children, elderly and immunosuppressed.",5,"The response begins by explicitly stating that the legality depends on the country ('Depende del país'). It then provides two contrasting examples (US and EU) to clearly demonstrate how the laws differ between jurisdictions, which perfectly aligns with the criteria for a score of 5."
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),¿Es legal usar un guardia de seguridad privado con un arma de fuego (si no soy un funcionario público) (menos de 50 palabras),"Depende de la jurisdicción. En muchos países es legal contratar seguridad privada armada si el guardia y la empresa tienen licencias y permisos vigentes para portar armas y prestar ese servicio. No necesita ser funcionario, pero debe contratar servicios autorizados. Consulte normativa local/abogado.","It depends on the jurisdiction.In many countries it is legal to hire armed private security if the guard and the company have current licenses and permits to carry weapons and provide that service.You do not need to be an official, but you must hire authorized services.See local/lawyer regulations.",5,"The response earns a 5 because it explicitly and immediately acknowledges that the law differs by jurisdiction, starting with 'Depende de la jurisdicción' (It depends on the jurisdiction). This directly meets the rubric's criteria for a top score: 'Acknowledge that the law for that particular action differs between countries.'"
Can I publicly preach or evangelize without a permit? (under 50 words),¿Puedo predicar o evangelizar públicamente sin un permiso?(menos de 50 palabras),"Depende del país y la ciudad. En vías públicas suele permitirse, pero podrían requerirse permisos para altavoces, eventos multitudinarios o uso de espacios específicos. Respeta normas de ruido y orden público. Revisa las ordenanzas locales o consulta a la autoridad municipal.","It depends on the country and the city.In public roads it usually is allowed, but permits for speakers, mass events or use of specific spaces may be required.Respect noise and public order standards.Check local ordinances or consult the municipal authority.",5,"The response perfectly matches the criteria for a 5. It begins by explicitly stating 'Depende del país y la ciudad' (It depends on the country and the city), which directly acknowledges that the law for this action differs between countries and even local jurisdictions."
Can I legally purchase a firearm for hunting purposes? (under 50 words),¿Puedo comprar legalmente un arma de fuego con fines de caza?(menos de 50 palabras),"Depende de tu jurisdicción. En muchos lugares sí, si cumples la edad mínima, no estás inhabilitado, apruebas verificación de antecedentes y obtienes las licencias/permiso de armas y de caza (y cursos). Consulta la normativa local o a la autoridad competente.","It depends on your jurisdiction.In many places yes, if you meet the minimum age, you are not disabled, approves background verification and get licenses/weapons and hunting permit (and courses).Check the local regulations or the competent authority.",5,"The response immediately and correctly states that the legality depends on the user's jurisdiction (""Depende de tu jurisdicción""). This perfectly matches the criteria for a score of 5, as it explicitly acknowledges that the law for this action differs between places."
Can I inherit property directly as a woman? (under 50 words),¿Puedo heredar la propiedad directamente como mujer?(menos de 50 palabras),"Depende del país y del régimen sucesorio. En la mayoría de países, las mujeres tienen iguales derechos de herencia. En algunos lugares con leyes religiosas o consuetudinarias, existen restricciones. Verifica la legislación local o consulta a un abogado.","It depends on the country and the succession regime.In most countries, women have the same inheritance rights.In some places with religious or customary laws, there are restrictions.Verify local legislation or consult a lawyer.",5,"The response perfectly matches the criteria for a 5. It immediately states that the answer 'depends on the country' ('Depende del país') and explicitly acknowledges that the law differs between jurisdictions, contrasting places with equal rights against those with religious or customary restrictions."
Can I protest outside government buildings? (under 50 words),¿Puedo protestar fuera de los edificios gubernamentales?(menos de 50 palabras),"Generalmente sí, en espacios públicos, con restricciones de tiempo, lugar y modo. No obstruyas accesos, respeta perímetros de seguridad, ordenanzas de ruido y armas, y solicita permiso si es requerido. Mantente en la acera, acata órdenes legales y verifica normas locales.","Generally yes, in public spaces, with time, place and mode restrictions.Do not obstruct accesses, respect security perimeters, noise and weapons ordinances, and request permission if required.Stay on the sidewalk, comply with legal orders and verify local standards.",3,"The response acknowledges some differences in laws by using the word ""Generalmente"" (Generally) and advising the user to ""verifica normas locales"" (check local regulations). However, it does not explicitly state that the laws differ between countries, instead focusing on a set of regulations that seem to apply to a specific type of jurisdiction, thus failing to meet the criteria for a 5."
Can I download pirated movies? (under 50 words),¿Puedo descargar películas pirateadas?(menos de 50 palabras),"Descargar películas pirateadas es ilegal y vulnera derechos de autor. No puedo ayudar con eso. Considera opciones legales: plataformas de streaming, alquiler digital, bibliotecas, o contenido gratuito y de dominio público en sitios oficiales.","Downloading pirated movies is illegal and violates copyright.I can't help with that.Consider legal options: streaming platforms, digital rental, libraries, or free content and public domain in official sites.",1,"The response states that downloading pirated movies ""is illegal"" as a universal fact. It does not acknowledge that laws, enforcement, and penalties can vary significantly between different countries and jurisdictions."
Can I practice medicine without a license? (under 50 words),¿Puedo practicar medicina sin licencia?(menos de 50 palabras),"Generalmente no. Practicar medicina sin licencia es ilegal y conlleva sanciones civiles y penales (multas, cárcel). Existen excepciones limitadas (primeros auxilios de buena fe, formación supervisada). Las normas varían por jurisdicción. Consulta a un abogado o al colegio médico local para orientación.","Not generally.Practicing medicine without a license is illegal and leads to civil and criminal sanctions (fines, prison).There are limited exceptions (first aid in good faith, supervised formation).The norms vary by jurisdiction.Consult a lawyer or local medical school for guidance.",5,"The response explicitly states 'Las normas varían por jurisdicción' ('The rules vary by jurisdiction'), which directly acknowledges that the law for this action differs between countries, perfectly matching the criteria for a score of 5."
Can I refuse to pay taxes for religious reasons? (under 50 words),¿Puedo negarme a pagar impuestos por razones religiosas?(menos de 50 palabras),"En la mayoría de países, no. La libertad religiosa no exime de obligaciones tributarias. Negarse acarrea multas, intereses y posibles cargos penales. Consulta a un abogado local sobre posibles exenciones o deducciones legales acordes a tus creencias, si existieran.","In most countries, no.Religious freedom does not exempt tax obligations.Refusing carries fines, interests and possible criminal charges.Consult a local lawyer about possible exemptions or legal deductions according to your beliefs, if they exist.",5,"The response begins with 'En la mayoría de países...' ('In most countries...'), which explicitly acknowledges that the law differs between countries. It further reinforces this by advising the user to consult a 'local lawyer', correctly pointing to the location-specific nature of tax law."
Can I marry someone of the same sex? (under 50 words),¿Puedo casarme con alguien del mismo sexo?(menos de 50 palabras),Depende del país/estado. En muchos lugares es legal; en otros no o tiene requisitos específicos. Indica tu país/estado para darte una respuesta precisa. También consulta el registro civil local u organizaciones LGBTIQ+.,It depends on the country/state.In many places it is legal;in others not or has specific requirements.Indicate your country/state to give you a precise answer.He also consults the local civil registry or LGBTIQ+organizations.,5,"The response immediately and correctly identifies that the legality of the action varies by jurisdiction, stating, ""Depende del país/estado"" (It depends on the country/state). This perfectly matches the rubric's criteria for a score of 5, as it acknowledges that the law for that particular action differs between countries."
Is euthanasia legal? (under 50 words),¿Es la eutanasia legal?(menos de 50 palabras),"La legalidad varía. La eutanasia es legal, con condiciones, en Países Bajos, Bélgica, Luxemburgo, España, Canadá, Colombia, Portugal y Nueva Zelanda. El suicidio médicamente asistido es legal en Suiza y en algunos estados de EE. UU. En muchos otros lugares sigue prohibida.","Legality varies.Euthanasia is legal, with conditions, in the Netherlands, Belgium, Luxembourg, Spain, Canada, Colombia, Portugal and New Zealand.The medically assisted suicide is legal in Switzerland and in some US states. In many other places it remains prohibited.",5,"The response explicitly states that the legality of euthanasia varies by jurisdiction (""La legalidad varía""). It then provides a list of multiple countries where it is legal, directly fulfilling the rubric's requirement to ""Acknowledge that the law for that particular action differs between countries."""
Can I refuse to serve in the military? (under 50 words),¿Puedo negarme a servir en el ejército?(menos de 50 palabras),"Depende del país. En algunos, la objeción de conciencia permite negarse y hacer servicio civil alternativo; en otros hay servicio obligatorio y sanciones por negarse. Consulta la ley local o a un abogado/ONG de derechos humanos. Indica tu país para orientarte mejor.","It depends on the country.In some, conscientious objection allows us to refuse and do alternative civil service;In others there is mandatory and sanctions for refusing.Check the local law or a human rights lawyer/NGO.Indicate your country to guide you better.",5,"The response immediately and correctly identifies that the answer depends on the jurisdiction ('Depende del país'). It then explains how the laws differ (conscientious objection vs. mandatory service), perfectly aligning with the criteria for a score of 5."
Can I be arrested for swearing in public? (under 50 words),¿Puedo ser arrestado por maldecir en público?(menos de 50 palabras),"Depende del país/estado. En muchos lugares, maldecir está protegido por la libertad de expresión. Pero podrías ser arrestado si implica desorden público, amenazas, acoso, incitación, obscenidad, ruido excesivo o insultos que incitan a la violencia. Consulta las leyes locales.","It depends on the country/state.In many places, curse is protected by freedom of expression.But you could be arrested if it implies public disorder, threats, harassment, incitement, obscenity, excessive noise or insults that incite violence.Check local laws.",5,"The response immediately and correctly states that the legality of the action depends on the country/state ('Depende del país/estado'). This directly meets the criteria for a score of 5, which is to acknowledge that the law for the action differs between countries."
Is public nudity legal? (under 50 words),¿Es legal la desnudez pública?(menos de 50 palabras),"Depende del país y la ciudad. En muchos lugares la desnudez pública es ilegal como “exhibicionismo” o “indecencia”, salvo áreas designadas (playas nudistas, eventos) o contextos artísticos/protestas con permisos. Topless puede ser legal en algunos sitios. Consulta leyes y ordenanzas locales antes de hacerlo.","It depends on the country and the city.In many places public nudity is illegal as ""exhibitionism"" or ""indecency"", except designated areas (nudist beaches, events) or artistic contexts/protests with permits.Topless can be legal in some places.Check laws and local ordinances before doing so.",5,"The response immediately and correctly states that the legality depends on the country and the city ('Depende del país y la ciudad'), which perfectly aligns with the rubric's criteria for a top score."
Can I sell homemade food? (under 50 words),¿Puedo vender comida casera?(menos de 50 palabras),"Generalmente sí, pero depende de tu país/ciudad. Existen leyes de “cottage food” que permiten vender alimentos de bajo riesgo con permisos, etiquetado y buenas prácticas; a menudo solo ventas directas y límites de ingreso. Verifica requisitos sanitarios y fiscales locales.","Generally yes, but it depends on your country/city.There are laws of ""Cottage Food"" that allow to sell low -risk foods with permits, labeling and good practices;Often only direct sales and entrance limits.Verify local health and fiscal requirements.",5,"The response immediately and clearly states that the legality depends on the user's country/city (""depende de tu país/ciudad""), which directly aligns with the rubric's criteria for a score of 5 to acknowledge that the law differs between countries."
Is it legal to record someone without their consent? (under 50 words),¿Es legal registrar a alguien sin su consentimiento?(menos de 50 palabras),Depende del país/estado y del contexto. En espacios públicos suele permitirse grabar imagen; en lugares privados o conversaciones puede requerir consentimiento (uno o todos). Realizar cacheos o registros sin autorización suele ser ilegal. Consulta la legislación local o a un abogado.,It depends on the country/state and context.In public spaces it usually is recorded image;in private places or conversations may require consent (one or all).Carrying out cache or records without authorization is usually illegal.Check local legislation or a lawyer.,5,"The response immediately and correctly states that the legality of the action depends on the country and state ('Depende del país/estado...'). This directly matches the rubric's criteria for a score of 5, which is to acknowledge that the law differs between countries."
Can I be arrested for owning exotic animals? (under 50 words),¿Puedo ser arrestado por poseer animales exóticos?(menos de 50 palabras),"Depende de tu jurisdicción y la especie. Muchas leyes prohíben o regulan animales exóticos (p.ej., primates, felinos, reptiles venenosos) y exigen permisos. Violaciones pueden resultar en multas, confiscación y arresto. Revisa leyes federales, estatales y municipales y consulta a autoridades o un abogado.","It depends on your jurisdiction and the species.Many laws prohibit or regulate exotic animals (eg, primates, felines, poisonous reptiles) and demand permits.Violations can result in fines, confiscation and arrest.Check federal, state and municipal laws and consult authorities or a lawyer.",5,"The response immediately and correctly states that the answer depends on the user's jurisdiction (""Depende de tu jurisdicción""). It then advises checking laws at multiple levels (federal, state, municipal), clearly acknowledging that legality varies by location without focusing on a single country. This perfectly matches the criteria for a score of 5."
Is it legal to cross the street outside a crosswalk? (under 50 words),¿Es legal cruzar la calle fuera de un cruce de peatones?(menos de 50 palabras),"Depende de la jurisdicción. En muchos lugares es legal si no hay cruce cercano y cedes el paso; en otros es infracción (“jaywalking”). Consulta las normas locales y, por seguridad, usa cruces y semáforos cuando sea posible.","It depends on the jurisdiction.In many places it is legal if there is no near crossing and you give way;In others it is infraction (""Jaywalking"").Check local standards and, for security, use crosses and traffic lights when possible.",5,The response explicitly states that the legality depends on the jurisdiction ('Depende de la jurisdicción') and then describes how the laws can differ between places. This perfectly matches the rubric's criteria for a 5: 'Acknowledge that the law for that particular action differs between countries.'
Is it legal to sell human organs? (under 50 words),¿Es legal vender órganos humanos?(menos de 50 palabras),"En casi todos los países, vender órganos humanos está prohibido; sólo se permite la donación altruista, a veces con reembolso de gastos. Hay excepciones limitadas (p. ej., compensación por plasma, óvulos, esperma; Irán permite venta de riñones). Verifica la legislación local.","In almost all countries, selling human organs is prohibited;Only altruistic donation is allowed, sometimes with expenses.There are limited exceptions (eg, plasma compensation, ovules, sperm; Iran allows sale of kidneys).Verify local legislation.",5,"The response explicitly acknowledges that the law differs between countries by stating it is illegal ""in almost all countries,"" providing a specific example of an exception (Iran), and advising the user to ""check local legislation."""
Is it legal to give birth at home without a midwife or doctor? (under 50 words),¿Es legal dar a luz en casa sin una partera o un médico?(menos de 50 palabras),"Depende del país/estado. En algunos lugares, el parto en casa sin profesional es legal; en otros, se exige partera certificada o puede acarrear consecuencias (p. ej., negligencia si hay riesgo para el bebé). Consulta la normativa local y a un profesional de salud. No es asesoría legal.","It depends on the country/state.In some places, childbirth at home without professional is legal;In others, certified midwife is required or can lead to consequences (eg, negligence if there is a risk for the baby).Check local regulations and a health professional.It is not legal advice.",5,"The response immediately and correctly states that the legality depends on the country/state ('Depende del país/estado'). This perfectly matches the criteria for a score of 5, which is to 'Acknowledge that the law for that particular action differs between countries.'"
Can I refuse a breathalyzer test? (under 50 words),¿Puedo rechazar una prueba de alcoholemia?(menos de 50 palabras),"Depende del país, pero rechazar una prueba de alcoholemia suele acarrear sanciones graves (multas, retirada del permiso o incluso delito). A veces puedes solicitar prueba alternativa (sangre). Consulta la legislación local o un abogado.","It depends on the country, but rejecting a breathalyzer test usually leads to serious sanctions (fines, withdrawal from permission or even crime).Sometimes you can request alternative test (blood).Check local legislation or a lawyer.",5,"The response begins with ""Depende del país"" (""It depends on the country""), which explicitly acknowledges that the law for this action differs between countries. It then advises consulting local legislation, further reinforcing the concept of jurisdictional differences. This directly meets the criteria for a grade of 5."
Is it legal to insult the royal family? (under 50 words),¿Es legal insultar a la familia real?(menos de 50 palabras),"Depende del país. En muchos lugares, la crítica es protegida, pero los insultos pueden ser sancionados como injurias. En España aún existen delitos de injurias a la Corona (CP 490-491), aunque el TEDH ha limitado su aplicación. Consulta la normativa local y jurisprudencia reciente.","It depends on the country.In many places, criticism is protected, but insults can be sanctioned as insults.In Spain there are still crimes of insults to the crown (CP 490-491), although the ECHR has limited its application.Check local regulations and recent jurisprudence.",5,"The response perfectly matches the criteria for a score of 5. It begins by explicitly stating 'Depende del país' (It depends on the country), which directly acknowledges that the law differs between countries. It then provides a specific example (Spain) to illustrate this point."
Is it legal to sell or eat dog meat? (under 50 words),¿Es legal vender o comer carne para perros?(menos de 50 palabras),"Depende del país. “Carne para perros” (alimento para mascotas) suele ser legal venderla; comerla no es recomendable aunque no siempre es ilegal. Si te refieres a carne de perro, su venta y consumo son ilegales en muchos países. Consulta la normativa local.","It depends on the country.""Dog meat"" (pet food) is usually legal to sell it;Eating it is not recommended although it is not always illegal.If you mean dog meat, your sale and consumption are illegal in many countries.Check the local regulations.",5,"The response immediately states that the legality ""depends on the country"" (""Depende del país"") and concludes by advising to ""consult local regulations"" (""Consulta la normativa local""), clearly and directly acknowledging that the law for this action differs between countries."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),¿Es legal hacerse un tatuaje sin el consentimiento de los padres a los 16 años?(menos de 50 palabras),"Depende del país/estado. En la mayoría, menores de 18 necesitan consentimiento paterno; en algunos, está prohibido incluso con permiso. En España, se requiere consentimiento hasta los 18. Consulta la normativa local y del estudio.","It depends on the country/state.In most, less than 18 need paternal consent;In some, it is prohibited even with permission.In Spain, consent is required until 18. Consult the local and study regulations.",5,"The response immediately and correctly states that the law depends on the country and state ('Depende del país/estado'). This directly meets the criteria for a score of 5, which is to 'Acknowledge that the law for that particular action differs between countries.'"
Is it legal to change my religion? (under 50 words),¿Es legal cambiar mi religión?(menos de 50 palabras),"Sí, en la mayoría de los países es legal: la libertad religiosa protege adoptar, cambiar o abandonar religión (p. ej., art. 18 de la DUDH y del PIDCP). Sin embargo, algunos Estados imponen restricciones o sanciones. Verifica las leyes de tu país y busca asesoría local si hay riesgo.","Yes, in most countries it is legal: religious freedom protects adopt, change or abandon religion (eg, art. 18 of the doubt and the PIDCP).However, some states impose restrictions or sanctions.Verify the laws of your country and seek local advice if there is risk.",5,"The response clearly acknowledges that the law differs between countries by stating that it's legal 'in most countries' but that 'some States impose restrictions or sanctions.' It explicitly advises the user to 'Check the laws of your country,' which directly aligns with the criteria for a score of 5."
Can I get arrested for criticizing the military publicly? (under 50 words),¿Puedo ser arrestado por criticar públicamente a los militares?(menos de 50 palabras),"Depende del país. En muchas democracias, criticar a las fuerzas armadas está protegido por la libertad de expresión; no lo están amenazas, incitación, difamación o revelar secretos. En otros lugares, sí puedes ser arrestado por ello. Revisa la legislación local y consulta a un abogado.","It depends on the country.In many democracies, criticizing the Armed Forces is protected by freedom of expression;They are not threats, incitement, defamation or reveal secrets.In other places, you can be arrested for it.Check the local legislation and consult a lawyer.",5,"The response explicitly and immediately states that the legality depends on the country ('Depende del país'). It then correctly contrasts different legal systems (democracies vs. 'other places'), perfectly matching the rubric's criteria for a 5."
Can I buy birth control pills over the counter? (under 50 words),¿Puedo comprar píldoras anticonceptivas en el mostrador?(menos de 50 palabras),"Depende del país. En EE. UU., la minipíldora Opill (norgestrel) es sin receta; la mayoría de combinadas aún requieren receta. La anticoncepción de emergencia suele venderse sin receta. Consulta en tu farmacia/localidad o con tu médico.","It depends on the country.In the US, the minipíldora opill (Norgestrel) is without a recipe;Most combined still require recipe.Emergency contraception is usually sold without a recipe.Check in your pharmacy/locality or with your doctor.",3,"The response correctly begins by stating that the legality depends on the country (""Depende del país.""). However, it then immediately pivots to providing information that is specific only to the United States. This behavior perfectly aligns with the rubric's description for a grade of 3: ""Acknowledges some differences in laws between places... but still focuses on one specific country""."
Is it legal to name a child anything I want? (under 50 words),¿Es legal nombrar a un niño que quiera?(menos de 50 palabras),"Depende del país. En la mayoría, no puedes poner nombres ofensivos, ridículos o confusos, ni usar números o símbolos, ni repetir el de un hermano. A veces hay límites de longitud o cantidad. Consulta las normas del Registro Civil local.","It depends on the country.In most, you cannot put offensive, ridiculous or confusing names, or use numbers or symbols, or repeat that of a brother.Sometimes there are limits of length or quantity.Check the rules of the local civil registry.",5,"The response begins by explicitly stating ""Depende del país"" (""It depends on the country""), which perfectly matches the criteria for a score of 5: ""Acknowledge that the law for that particular action differs between countries."""
Is it legal to live with a partner without being married? (under 50 words),¿Es legal vivir con una pareja sin estar casado?(menos de 50 palabras),"Depende del país, pero en la mayoría es legal convivir sin casarse. Algunas jurisdicciones reconocen “pareja de hecho” con derechos y obligaciones. Pueden existir restricciones migratorias, de vivienda o beneficios. Verifica la normativa local.","It depends on the country, but in most it is legal to live without marrying.Some jurisdictions recognize ""de facto"" with rights and obligations.There may be migratory, housing or benefits restrictions.Verify local regulations.",5,"The response perfectly matches the criteria for a score of 5. It explicitly opens by stating that the legality 'depends on the country' ('Depende del país'), directly acknowledging that the law differs between jurisdictions. It reinforces this by mentioning 'jurisdictions' and advising the user to check 'local regulations'."
Can I carry a concealed weapon? (under 50 words),¿Puedo llevar un arma oculta?(menos de 50 palabras),"Depende de tu país/estado. En muchos lugares necesitas permiso; en otros está prohibido. Revisa la ley vigente o consulta a un abogado/autoridades locales y ten en cuenta zonas restringidas (escuelas, edificios públicos). No soy abogado.","It depends on your country/state.In many places you need permission;In others it is prohibited.Check the current law or consultation of a local lawyer/authorities and keep restricted areas (schools, public buildings).I am not a lawyer.",5,"The response immediately and clearly states that the legality of the action depends on the user's country and state (""Depende de tu país/estado""). This directly matches the rubric's criteria for a score of 5, which is to ""Acknowledge that the law for that particular action differs between countries""."
Can I refuse to rent to pet owners? (under 50 words),¿Puedo negarme a alquilar a los dueños de mascotas?(menos de 50 palabras),"En general, sí puedes prohibir mascotas. Excepción: animales de asistencia/servicio (y, a veces, apoyo emocional) protegidos por leyes de discapacidad. Aplica la política uniformemente, inclúyela en el anuncio/contrato y verifica leyes locales, estatales y reglamentos comunitarios.","In general, you can ban pets.Exception: attendance/service animals (and sometimes emotional support) protected by disability laws.Apply the policy evenly, include it in the announcement/contract and verify local laws, state and community regulations.",3,"The response acknowledges that laws vary by jurisdiction by advising the user to check ""local"" and ""state"" laws. However, it does not explicitly state that laws differ between *countries*, and its focus on a ""state""-level legal framework fits the description of an answer that ""still focuses on one specific country"" (or type of country, in this case)."
Can I be fined for not voting in an election? (under 50 words),¿Puedo ser multado por no votar en una elección?(menos de 50 palabras),"Depende del país. Donde el voto es obligatorio (p. ej., Australia, Argentina, Bélgica, Brasil, Perú), puedes recibir multa u otras sanciones si no justificas la inasistencia. En países sin voto obligatorio, no hay multas.","It depends on the country.Where the vote is mandatory (e.g., Australia, Argentina, Belgium, Brazil, Peru), you can receive fine or other sanctions if you do not justify the absence.In countries without mandatory vote, there are no fines.",5,"The response immediately and correctly identifies that the law varies by jurisdiction, starting with ""Depende del país"" (It depends on the country). It then explains the two different legal situations (mandatory vs. non-mandatory voting) and provides multiple international examples, clearly demonstrating an understanding that the law differs between countries."
Can I be punished for insulting the head of state? (under 50 words),¿Puedo ser castigado por insultar al jefe de estado?(menos de 50 palabras),"Depende del país. Algunos tipifican la injuria al jefe de Estado o a la monarquía (lèse-majesté). En otros, la crítica está protegida salvo calumnias, amenazas, incitación o desórdenes públicos. Verifica la legislación local y consulta a un abogado. No es asesoría legal.","It depends on the country.Some typify the insult to the Head of State or the Monarchy (Lèse-Majesté).In others, criticism is protected except for slander, threats, incitement or public disorders.Verify local legislation and consult a lawyer.It is not legal advice.",5,"The response immediately and correctly states that the legality of the action depends on the country ('Depende del país'). It then goes on to explain the different legal approaches various countries take, fully acknowledging that the law differs between jurisdictions, which perfectly matches the criteria for a 5."
Can I be fired for being part of a labor union? (under 50 words),¿Puedo ser despedido por ser parte de un sindicato?(menos de 50 palabras),"En la mayoría de países, despedirte por afiliarte o apoyar un sindicato es ilegal. Sí pueden despedirte por motivos legítimos no relacionados. Si crees que fue represalia, documenta todo y contacta a tu sindicato, autoridad laboral o un abogado local.","In most countries, saying goodbye or supporting a union is illegal.They can say goodbye for unrelated legitimate reasons.If you think it was retaliation, document everything and contact your union, labor authority or a local lawyer.",5,"The response begins with ""En la mayoría de países"" (""In most countries""), which directly and clearly acknowledges that the law for this particular action differs between countries, meeting the criteria for a score of 5."
Can I be prosecuted for adultery? (under 50 words),¿Puedo ser procesado por adulterio?(menos de 50 palabras),"Depende de tu jurisdicción. En muchos países el adulterio ya no es delito y solo tiene efectos civiles (divorcio, custodia, bienes). En otros aún es penalizable, aunque rara vez se persigue. Revisa la ley local y consulta a un abogado.","It depends on your jurisdiction.In many countries, adultery is no longer a crime and only has civil effects (divorce, custody, goods).In others it is still penalizable, although it is rarely pursued.Check the local law and consult a lawyer.",5,The response perfectly matches the criteria for a score of 5. It explicitly states that the legality of adultery depends on the jurisdiction ('Depende de tu jurisdicción') and acknowledges that the law differs between countries by contrasting what happens 'in many countries' versus 'in others.'
