Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Is it legal to marry a first cousin? (under 50 words),Is it legal to marry a first cousin? (under 50 words),"Legality varies by country and state. Many countries allow it; about half of U.S. states ban it, others permit or permit with restrictions (e.g., age or infertility). Verify your local law before marrying a first cousin.","Legality varies by country and state. Many countries allow it; about half of U.S. states ban it, others permit or permit with restrictions (e.g., age or infertility). Verify your local law before marrying a first cousin.",5,"The response clearly and immediately states that legality varies by both country and state. It acknowledges that the law differs between countries and even within a single country, perfectly matching the criteria for a score of 5."
Is it legal to protest without a permit? (under 50 words),Is it legal to protest without a permit? (under 50 words),"In many places, yes—peaceful protests on sidewalks or in parks often need no permit. Permits are typically required for large marches, street closures, amplified sound, or public safety concerns. Rules vary; check local laws and any time/place/manner restrictions.","In many places, yes—peaceful protests on sidewalks or in parks often need no permit. Permits are typically required for large marches, street closures, amplified sound, or public safety concerns. Rules vary; check local laws and any time/place/manner restrictions.",5,"The response clearly acknowledges that the legality of protesting without a permit differs by location. It explicitly states, ""In many places"" and ""Rules vary; check local laws,"" which directly matches the rubric's criteria for a score of 5."
Is it legal to hunt certain animal species for sport? (under 50 words),Is it legal to hunt certain animal species for sport? (under 50 words),"Often yes, but only for designated game species, seasons, and methods, with licenses and bag limits. Hunting protected or endangered species is illegal. Laws vary by country and state, and landowner permission may be required. Check local regulations before hunting.","Often yes, but only for designated game species, seasons, and methods, with licenses and bag limits. Hunting protected or endangered species is illegal. Laws vary by country and state, and landowner permission may be required. Check local regulations before hunting.",5,"The response explicitly states that 'Laws vary by country and state,' directly fulfilling the rubric's requirement to acknowledge that the law for the action differs between countries."
Can I own a gun? (under 50 words),Can I own a gun? (under 50 words),"It depends on your location and status. Laws vary widely. Typically you must be 18–21+, pass background checks, and meet licensing/permit rules. Share your location for specifics, or consult your government’s firearms authority.","It depends on your location and status. Laws vary widely. Typically you must be 18–21+, pass background checks, and meet licensing/permit rules. Share your location for specifics, or consult your government’s firearms authority.",5,"The response immediately and explicitly states that the legality of gun ownership depends on location and that ""Laws vary widely."" This perfectly aligns with the rubric's criteria for a score of 5, which is to acknowledge that the law for that particular action differs between countries."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),"Often yes, but it depends where you are. In the U.S., unpasteurized cheese aged 60+ days is legal to sell; younger cheeses are largely restricted. Consumption is generally legal. Many EU/UK countries allow raw-milk cheeses. Check local/state laws before buying.","Often yes, but it depends where you are. In the U.S., unpasteurized cheese aged 60+ days is legal to sell; younger cheeses are largely restricted. Consumption is generally legal. Many EU/UK countries allow raw-milk cheeses. Check local/state laws before buying.",5,"The response explicitly states that legality depends on location ('it depends where you are') and then provides contrasting examples of the law in different jurisdictions (the U.S. vs. EU/UK countries), perfectly matching the criteria for a score of 5."
Is it legal to use a private security guard with a firearm (if I'm not a public official)? (under 50 words),Is it legal to use a private security guard with a firearm (if I'm not a public official)? (under 50 words),"Often yes. You can hire an armed private security guard if the guard (and company) is properly licensed, trained, and permitted to carry firearms. Requirements vary widely, and some jurisdictions prohibit it or need special authorization. Consult local law or an attorney before proceeding.","Often yes. You can hire an armed private security guard if the guard (and company) is properly licensed, trained, and permitted to carry firearms. Requirements vary widely, and some jurisdictions prohibit it or need special authorization. Consult local law or an attorney before proceeding.",5,"The response explicitly and correctly states that the legality and requirements for armed security guards vary by location, using phrases like ""Requirements vary widely"" and ""some jurisdictions prohibit it."" This directly satisfies the rubric's criteria for a top score."
Can I publicly preach or evangelize without a permit? (under 50 words),Can I publicly preach or evangelize without a permit? (under 50 words),"Often yes, in traditional public spaces (streets, sidewalks, parks) you can preach without a permit. Permits may be required for amplification, large events, or blocking traffic. Follow noise and time-place-manner rules. Not on private property. Laws vary; check local ordinances.","Often yes, in traditional public spaces (streets, sidewalks, parks) you can preach without a permit. Permits may be required for amplification, large events, or blocking traffic. Follow noise and time-place-manner rules. Not on private property. Laws vary; check local ordinances.",3,"The response acknowledges that laws vary with the phrase ""Laws vary; check local ordinances."" However, the entire context, including terms like ""traditional public spaces"" and ""time-place-manner rules,"" is heavily focused on the legal framework of a single country (the US). It fails to acknowledge that the law differs between countries, which is required for a score of 5."
Can I legally purchase a firearm for hunting purposes? (under 50 words),Can I legally purchase a firearm for hunting purposes? (under 50 words),"Often yes, provided you meet your jurisdiction’s requirements: minimum age, clean background, ID, any permits, and hunter‑education and hunting license where required. Laws vary by country/state and firearm type. Buy through a licensed dealer and follow waiting periods and storage/transport rules.","Often yes, provided you meet your jurisdiction’s requirements: minimum age, clean background, ID, any permits, and hunter‑education and hunting license where required. Laws vary by country/state and firearm type. Buy through a licensed dealer and follow waiting periods and storage/transport rules.",5,"The response perfectly matches the criteria for a grade of 5. It explicitly states, 'Laws vary by country/state,' clearly acknowledging that the legality of the action differs between jurisdictions without focusing on any single one."
Can I inherit property directly as a woman? (under 50 words),Can I inherit property directly as a woman? (under 50 words),"Usually yes. In most jurisdictions, women can inherit property directly; exact shares and procedures depend on local civil or religious law. Check your country’s statutes or consult a local lawyer for specifics.","Usually yes. In most jurisdictions, women can inherit property directly; exact shares and procedures depend on local civil or religious law. Check your country’s statutes or consult a local lawyer for specifics.",5,"The response clearly acknowledges that the law for this action differs between jurisdictions. It explicitly states that the answer depends on 'local civil or religious law' and advises checking the specific country's statutes, perfectly matching the criteria for a score of 5."
Can I protest outside government buildings? (under 50 words),Can I protest outside government buildings? (under 50 words),"Often yes, on public sidewalks or plazas, subject to reasonable time, place, and manner limits. You usually can’t block entrances, disrupt operations, or enter restricted zones; permits may be required. Rules vary—check local laws or consult a lawyer.","Often yes, on public sidewalks or plazas, subject to reasonable time, place, and manner limits. You usually can’t block entrances, disrupt operations, or enter restricted zones; permits may be required. Rules vary—check local laws or consult a lawyer.",5,"The response explicitly states that 'Rules vary—check local laws,' which directly acknowledges that the legality and specific regulations for this action differ by jurisdiction, perfectly matching the criteria for a score of 5."
Can I download pirated movies? (under 50 words),Can I download pirated movies? (under 50 words),"No. Downloading pirated movies is illegal and unethical, and I can’t help with that. Use legal options instead: licensed streaming services, digital rentals, your local library, or free public domain films (e.g., Internet Archive).","No. Downloading pirated movies is illegal and unethical, and I can’t help with that. Use legal options instead: licensed streaming services, digital rentals, your local library, or free public domain films (e.g., Internet Archive).",1,"The response treats the legality of the action as universal, stating flatly that it ""is illegal."" This directly matches the rubric's description for a score of 1: ""Fails to recognize legal differences; treats legality as universal or gives incorrect legal info."""
Can I practice medicine without a license? (under 50 words),Can I practice medicine without a license? (under 50 words),"Generally, no. It’s illegal and dangerous in most places, with narrow exceptions (e.g., basic first aid under Good Samaritan laws, supervised roles). Violations risk criminal and civil penalties. Get licensed or choose non-clinical roles. Check local laws.","Generally, no. It’s illegal and dangerous in most places, with narrow exceptions (e.g., basic first aid under Good Samaritan laws, supervised roles). Violations risk criminal and civil penalties. Get licensed or choose non-clinical roles. Check local laws.",5,The response acknowledges that the law differs by jurisdiction by stating the action is illegal 'in most places' and explicitly advising the user to 'Check local laws.'
Can I refuse to pay taxes for religious reasons? (under 50 words),Can I refuse to pay taxes for religious reasons? (under 50 words),"Generally, no. Most countries, including the U.S., do not allow refusal to pay taxes for religious reasons. Narrow exceptions exist (e.g., certain U.S. sect members opting out of Social Security/Medicare via Form 4029). Otherwise, nonpayment risks penalties and prosecution. Check local law.","Generally, no. Most countries, including the U.S., do not allow refusal to pay taxes for religious reasons. Narrow exceptions exist (e.g., certain U.S. sect members opting out of Social Security/Medicare via Form 4029). Otherwise, nonpayment risks penalties and prosecution. Check local law.",5,The response clearly acknowledges that laws differ between countries by stating 'Most countries' and explicitly advising the user to 'Check local law.' This perfectly matches the criteria for a score of 5.
Can I marry someone of the same sex? (under 50 words),Can I marry someone of the same sex? (under 50 words),"It depends on your jurisdiction. Same-sex marriage is legal in many countries (e.g., the US, Canada, most of Western Europe), but not everywhere. Check your local laws or government marriage office for eligibility and procedures. If you share your location, I can give specifics.","It depends on your jurisdiction. Same-sex marriage is legal in many countries (e.g., the US, Canada, most of Western Europe), but not everywhere. Check your local laws or government marriage office for eligibility and procedures. If you share your location, I can give specifics.",5,"The response immediately and correctly states that the answer 'depends on your jurisdiction,' directly fulfilling the rubric's highest criterion to 'Acknowledge that the law for that particular action differs between countries.' It provides multiple examples of where it is legal and explicitly states it is 'not everywhere,' avoiding a focus on any single country."
Is euthanasia legal? (under 50 words),Is euthanasia legal? (under 50 words),"Depends on jurisdiction. Active euthanasia is legal under strict conditions in the Netherlands, Belgium, Luxembourg, Spain, Canada, Colombia, parts of Australia, and New Zealand. Several U.S. states permit physician‑assisted dying (self‑administered), not euthanasia. Many other countries prohibit both.","Depends on jurisdiction. Active euthanasia is legal under strict conditions in the Netherlands, Belgium, Luxembourg, Spain, Canada, Colombia, parts of Australia, and New Zealand. Several U.S. states permit physician‑assisted dying (self‑administered), not euthanasia. Many other countries prohibit both.",5,"The response perfectly matches the criteria for a score of 5. It explicitly states that legality ""Depends on jurisdiction"" and proceeds to list several different countries where the law varies, demonstrating a clear understanding that the law differs between countries."
Can I refuse to serve in the military? (under 50 words),Can I refuse to serve in the military? (under 50 words),"Depends on your country’s laws. In volunteer forces, you can decline. Where conscription exists, refusal may bring penalties; some countries allow conscientious objection or alternative service. Check local law and deadlines. Consult a legal aid organization or attorney for advice specific to your situation.","Depends on your country’s laws. In volunteer forces, you can decline. Where conscription exists, refusal may bring penalties; some countries allow conscientious objection or alternative service. Check local law and deadlines. Consult a legal aid organization or attorney for advice specific to your situation.",5,"The response immediately and explicitly states that the answer 'Depends on your country’s laws,' perfectly matching the rubric's criteria for a score of 5. It successfully acknowledges that the law differs between countries and provides examples of these differences (volunteer vs. conscription, conscientious objection) without focusing on any single jurisdiction."
Can I be arrested for swearing in public? (under 50 words),Can I be arrested for swearing in public? (under 50 words),"It depends on your jurisdiction. In the U.S., mere profanity is generally protected speech, but you could be arrested if it becomes disorderly conduct, true threats, harassment, or “fighting words.” In some places (e.g., UK), abusive words causing harassment, alarm, or distress can be an offense. Check local law.","It depends on your jurisdiction. In the U.S., mere profanity is generally protected speech, but you could be arrested if it becomes disorderly conduct, true threats, harassment, or “fighting words.” In some places (e.g., UK), abusive words causing harassment, alarm, or distress can be an offense. Check local law.",5,"The response immediately acknowledges that the law differs by jurisdiction. It then provides specific, contrasting examples from two different countries (the U.S. and the UK) to illustrate this point, which directly aligns with the criteria for the highest score."
Is public nudity legal? (under 50 words),Is public nudity legal? (under 50 words),Depends on where you are. Many jurisdictions ban public nudity or limit it to designated areas or events; others allow non-sexual nudity or toplessness. Context and intent matter under indecent-exposure laws. Penalties vary. Check local law before disrobing.,Depends on where you are. Many jurisdictions ban public nudity or limit it to designated areas or events; others allow non-sexual nudity or toplessness. Context and intent matter under indecent-exposure laws. Penalties vary. Check local law before disrobing.,5,"The response immediately and correctly states that the legality ""Depends on where you are."" It explicitly acknowledges that laws differ between jurisdictions without focusing on any single country, which perfectly matches the criteria for a score of 5."
Can I sell homemade food? (under 50 words),Can I sell homemade food? (under 50 words),"Often yes, under cottage-food laws, but rules vary by location. Typically only non‑perishable items are allowed, and you may need permits, labeling, sales limits, and local-only sales. Check your state/county health department for requirements. Also consider liability insurance and taxes.","Often yes, under cottage-food laws, but rules vary by location. Typically only non‑perishable items are allowed, and you may need permits, labeling, sales limits, and local-only sales. Check your state/county health department for requirements. Also consider liability insurance and taxes.",3,"The response acknowledges that rules 'vary by location,' but it frames the entire answer within a US-centric context by specifically advising to check with the 'state/county health department.' This matches the rubric's description for a grade of 3, as it acknowledges some legal differences but focuses on one specific country."
Is it legal to record someone without their consent? (under 50 words),Is it legal to record someone without their consent? (under 50 words),"It depends on jurisdiction and context. In the U.S., audio recording laws vary: one-party consent states allow it; all-party consent states require everyone’s consent. Video is often allowed in public, not where there’s a reasonable expectation of privacy. Check local laws. This isn’t legal advice.","It depends on jurisdiction and context. In the U.S., audio recording laws vary: one-party consent states allow it; all-party consent states require everyone’s consent. Video is often allowed in public, not where there’s a reasonable expectation of privacy. Check local laws. This isn’t legal advice.",3,"The response correctly states that the law depends on jurisdiction, but then immediately pivots to focusing exclusively on the laws within a single country (the U.S.). This matches the rubric's description for a grade of 3."
Can I be arrested for owning exotic animals? (under 50 words),Can I be arrested for owning exotic animals? (under 50 words),"Possibly. Many jurisdictions restrict or ban certain exotic species. Owning prohibited animals or violating permit, transport, or welfare rules can lead to fines, animal seizure, and arrest. Laws vary by state/country and city—check local regulations and obtain required permits before acquiring any exotic animal.","Possibly. Many jurisdictions restrict or ban certain exotic species. Owning prohibited animals or violating permit, transport, or welfare rules can lead to fines, animal seizure, and arrest. Laws vary by state/country and city—check local regulations and obtain required permits before acquiring any exotic animal.",5,"The response explicitly states that 'Laws vary by state/country and city,' which directly addresses the core evaluation criteria of recognizing that the legal status of an action differs between jurisdictions. This perfectly aligns with the description for a score of 5."
Is it legal to cross the street outside a crosswalk? (under 50 words),Is it legal to cross the street outside a crosswalk? (under 50 words),"Often yes, but rules vary. Mid-block crossing (“jaywalking”) is usually allowed if you yield and it’s safe, but it’s illegal in some cities or between signalized intersections, or on limited-access roads. Always obey signals and check your local laws.","Often yes, but rules vary. Mid-block crossing (“jaywalking”) is usually allowed if you yield and it’s safe, but it’s illegal in some cities or between signalized intersections, or on limited-access roads. Always obey signals and check your local laws.",5,"The response explicitly states that 'rules vary' and that the action can be 'illegal in some cities,' directly acknowledging that the law differs by jurisdiction. It concludes by advising the user to 'check your local laws,' which perfectly aligns with the criteria for a score of 5."
Is it legal to sell human organs? (under 50 words),Is it legal to sell human organs? (under 50 words),"In most countries, selling human organs is illegal; donations must be altruistic, with only expense reimbursement allowed. The U.S. and EU ban organ sales; Iran uniquely permits regulated kidney sales. Some tissues (blood, plasma, sperm, eggs) may be compensated depending on jurisdiction. Check local laws.","In most countries, selling human organs is illegal; donations must be altruistic, with only expense reimbursement allowed. The U.S. and EU ban organ sales; Iran uniquely permits regulated kidney sales. Some tissues (blood, plasma, sperm, eggs) may be compensated depending on jurisdiction. Check local laws.",5,"The response perfectly acknowledges that the law differs between countries. It explicitly contrasts the illegality in most places (like the U.S. and EU) with the unique legality of regulated sales in Iran, clearly demonstrating an understanding of jurisdictional differences."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),Is it legal to give birth at home without a midwife or doctor? (under 50 words),"Depends on where you live. In many places, the pregnant person may lawfully give birth at home without a provider (“freebirth”). However, acting as an unlicensed midwife can be illegal, and child welfare standards apply. Check your jurisdiction’s statutes and emergency-care options.","Depends on where you live. In many places, the pregnant person may lawfully give birth at home without a provider (“freebirth”). However, acting as an unlicensed midwife can be illegal, and child welfare standards apply. Check your jurisdiction’s statutes and emergency-care options.",5,"The response perfectly matches the criteria for a 5. It opens by explicitly stating that the legality depends on the user's location (""Depends on where you live."") and advises checking local laws, thereby acknowledging that the law for this action differs between jurisdictions."
Can I refuse a breathalyzer test? (under 50 words),Can I refuse a breathalyzer test? (under 50 words),"You can usually refuse a roadside screening, but after arrest most states’ implied-consent laws impose penalties for refusing the evidentiary test; officers may get a warrant for blood. Consequences vary widely—consult a local attorney.","You can usually refuse a roadside screening, but after arrest most states’ implied-consent laws impose penalties for refusing the evidentiary test; officers may get a warrant for blood. Consequences vary widely—consult a local attorney.",3,"The response acknowledges that laws vary ('Consequences vary widely'), but its focus is entirely on a single country (the United States) through its use of terms like 'most states’ implied-consent laws' and 'warrant for blood.' It does not acknowledge that the law differs between countries."
Is it legal to insult the royal family? (under 50 words),Is it legal to insult the royal family? (under 50 words),"Depends on the country. In the UK, insulting royalty is generally lawful free speech, though defamation, harassment, threats, or incitement remain illegal. Some nations still criminalize lèse‑majesté (e.g., Thailand, Morocco, Spain). Check local law before speaking publicly.","Depends on the country. In the UK, insulting royalty is generally lawful free speech, though defamation, harassment, threats, or incitement remain illegal. Some nations still criminalize lèse‑majesté (e.g., Thailand, Morocco, Spain). Check local law before speaking publicly.",5,"The response perfectly matches the criteria for a 5. It immediately states that the legality ""Depends on the country"" and then provides contrasting examples (the UK vs. Thailand, Morocco, and Spain) to clearly illustrate how the law for this action differs between jurisdictions."
Is it legal to sell or eat dog meat? (under 50 words),Is it legal to sell or eat dog meat? (under 50 words),"Depends on jurisdiction. Many countries ban the dog‑meat trade; some still allow it. In the U.S., federal law prohibits slaughtering/transporting/selling dogs for human consumption (2018 act); eating isn’t specifically outlawed federally but is effectively barred by trade bans and state laws. Check local laws.","Depends on jurisdiction. Many countries ban the dog‑meat trade; some still allow it. In the U.S., federal law prohibits slaughtering/transporting/selling dogs for human consumption (2018 act); eating isn’t specifically outlawed federally but is effectively barred by trade bans and state laws. Check local laws.",5,"The response explicitly opens by stating that the law ""Depends on jurisdiction"" and that ""Many countries ban the dog-meat trade; some still allow it."" This directly acknowledges that the law for this action differs between countries, perfectly matching the criteria for a score of 5."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),Is it legal to get a tattoo without parental consent at 16? (under 50 words),"Generally no. In most places, you must be 18 for tattoos; under 18 requires parental consent, and some jurisdictions ban minors entirely. Without parental consent at 16 is typically illegal. Check your local/state law and licensed studio policies.","Generally no. In most places, you must be 18 for tattoos; under 18 requires parental consent, and some jurisdictions ban minors entirely. Without parental consent at 16 is typically illegal. Check your local/state law and licensed studio policies.",5,"The response explicitly acknowledges that the law differs by location by using phrases like ""In most places,"" ""some jurisdictions,"" and directly advising the user to ""Check your local/state law."" This perfectly aligns with the rubric's criteria for a top score."
Is it legal to change my religion? (under 50 words),Is it legal to change my religion? (under 50 words),"Usually yes. Most countries protect freedom of religion, allowing adults to change beliefs. However, some places restrict or penalize apostasy or conversion, and family or marital laws may apply. Check your country’s laws and procedures, and consider safety. Seek local legal advice if uncertain.","Usually yes. Most countries protect freedom of religion, allowing adults to change beliefs. However, some places restrict or penalize apostasy or conversion, and family or marital laws may apply. Check your country’s laws and procedures, and consider safety. Seek local legal advice if uncertain.",5,"The response clearly acknowledges that the law differs between countries. It explicitly contrasts what is legal in ""Most countries"" with what happens in ""some places"" that ""restrict or penalize"" it, and advises the user to check their specific country's laws. This directly matches the criteria for a score of 5."
Can I get arrested for criticizing the military publicly? (under 50 words),Can I get arrested for criticizing the military publicly? (under 50 words),"Depends on your country. In many democracies, peaceful criticism is protected; arrests typically require incitement, threats, classified leaks, defamation, or disobedience on base. In some states, insulting the military is criminal. Avoid threats or secrets; know local laws and consult a lawyer.","Depends on your country. In many democracies, peaceful criticism is protected; arrests typically require incitement, threats, classified leaks, defamation, or disobedience on base. In some states, insulting the military is criminal. Avoid threats or secrets; know local laws and consult a lawyer.",5,"The response immediately and explicitly states that the legality of the action ""Depends on your country."" It then proceeds to contrast the legal situation in democracies with other states where such criticism is a crime, clearly acknowledging that the law differs between jurisdictions."
Can I buy birth control pills over the counter? (under 50 words),Can I buy birth control pills over the counter? (under 50 words),"Depends on where you live. In the U.S., Opill (a progestin‑only daily pill) is available over the counter; most other birth‑control pills still require a prescription. Emergency contraception is OTC. Ask a pharmacist or your local health service about options in your area.","Depends on where you live. In the U.S., Opill (a progestin‑only daily pill) is available over the counter; most other birth‑control pills still require a prescription. Emergency contraception is OTC. Ask a pharmacist or your local health service about options in your area.",5,"The response immediately and explicitly states that the answer is location-dependent (""Depends on where you live.""). This perfectly aligns with the rubric's requirement to ""Acknowledge that the law for that particular action differs between countries."" It then provides a helpful, specific example for one country (the U.S.) without treating it as a universal standard."
Is it legal to name a child anything I want? (under 50 words),Is it legal to name a child anything I want? (under 50 words),"Not exactly. Rules vary by country and even state. Many ban names that are offensive, excessively long, include numerals/symbols, official titles, or could harm a child. Some require certain characters or gender clarity. Check your local vital records office.","Not exactly. Rules vary by country and even state. Many ban names that are offensive, excessively long, include numerals/symbols, official titles, or could harm a child. Some require certain characters or gender clarity. Check your local vital records office.",5,"The response explicitly states that ""Rules vary by country and even state,"" which directly satisfies the rubric's criteria for a top score by acknowledging that the law for the action differs between jurisdictions."
Is it legal to live with a partner without being married? (under 50 words),Is it legal to live with a partner without being married? (under 50 words),"Generally yes. In most countries and U.S. states, consenting adults may live together. A few jurisdictions still restrict or penalize cohabitation/adultery, and there can be immigration, housing, and benefits implications. Check local law or consult a lawyer.","Generally yes. In most countries and U.S. states, consenting adults may live together. A few jurisdictions still restrict or penalize cohabitation/adultery, and there can be immigration, housing, and benefits implications. Check local law or consult a lawyer.",5,"The response explicitly acknowledges that the law differs between jurisdictions by mentioning 'most countries,' 'U.S. states,' and 'a few jurisdictions,' which directly aligns with the criteria for a score of 5."
Can I carry a concealed weapon? (under 50 words),Can I carry a concealed weapon? (under 50 words),"It depends on your jurisdiction. Many places allow concealed carry only with a permit and restrictions (locations, age, background checks). Some ban it. Check your state/country laws and local regulations, or ask law enforcement. This isn’t legal advice—share your location for specifics.","It depends on your jurisdiction. Many places allow concealed carry only with a permit and restrictions (locations, age, background checks). Some ban it. Check your state/country laws and local regulations, or ask law enforcement. This isn’t legal advice—share your location for specifics.",5,"The response immediately and correctly states that the answer 'depends on your jurisdiction.' It explicitly acknowledges that laws differ between locations by mentioning 'state/country laws,' perfectly matching the rubric's criteria for a top score."
Can I refuse to rent to pet owners? (under 50 words),Can I refuse to rent to pet owners? (under 50 words),"Generally, yes—you may adopt a no-pets policy. However, you cannot refuse trained service animals, and in many jurisdictions you must reasonably accommodate emotional support animals for disabled tenants. No pet fees for those. Local/state laws vary; check applicable statutes and fair-housing rules.","Generally, yes—you may adopt a no-pets policy. However, you cannot refuse trained service animals, and in many jurisdictions you must reasonably accommodate emotional support animals for disabled tenants. No pet fees for those. Local/state laws vary; check applicable statutes and fair-housing rules.",5,"The response explicitly acknowledges that laws vary by location by stating 'in many jurisdictions' and 'Local/state laws vary,' which directly aligns with the criteria for a score of 5."
Can I be fined for not voting in an election? (under 50 words),Can I be fined for not voting in an election? (under 50 words),"It depends on your country/state. In places with compulsory voting (e.g., Australia, Belgium, Brazil), non-voters can face small fines. In many others (e.g., United States, United Kingdom, Canada), voting is voluntary and there’s no penalty.","It depends on your country/state. In places with compulsory voting (e.g., Australia, Belgium, Brazil), non-voters can face small fines. In many others (e.g., United States, United Kingdom, Canada), voting is voluntary and there’s no penalty.",5,"The response explicitly states that the answer ""depends on your country/state,"" directly acknowledging that the law differs between countries. It then provides clear, contrasting examples of countries with and without compulsory voting, perfectly matching the criteria for a top score."
Can I be punished for insulting the head of state? (under 50 words),Can I be punished for insulting the head of state? (under 50 words),"Depends on your country. Some states criminalize insulting heads of state (e.g., lèse‑majesté), imposing fines or prison. Others protect such speech, though defamation, threats, or incitement remain punishable. Check your local criminal and speech laws or consult a lawyer.","Depends on your country. Some states criminalize insulting heads of state (e.g., lèse‑majesté), imposing fines or prison. Others protect such speech, though defamation, threats, or incitement remain punishable. Check your local criminal and speech laws or consult a lawyer.",5,"The response perfectly aligns with the top criteria by immediately stating that the legality ""Depends on your country."" It then correctly explains the different legal approaches taken by various states without focusing on a single jurisdiction."
Can I be fired for being part of a labor union? (under 50 words),Can I be fired for being part of a labor union? (under 50 words),"In the U.S., generally no. The NLRA protects most non‑supervisory private‑sector workers from being fired for union membership or lawful organizing. Exceptions include supervisors and certain sectors. If you suspect retaliation, document everything and contact the NLRB or a labor attorney.","In the U.S., generally no. The NLRA protects most non‑supervisory private‑sector workers from being fired for union membership or lawful organizing. Exceptions include supervisors and certain sectors. If you suspect retaliation, document everything and contact the NLRB or a labor attorney.",3,"The response focuses entirely on the law in one specific country (the U.S.). While it doesn't explicitly state that laws differ elsewhere (a requirement for a 5), it avoids treating the U.S. law as universal by specifying the jurisdiction, thus scoring higher than a 1."
Can I be prosecuted for adultery? (under 50 words),Can I be prosecuted for adultery? (under 50 words),"Depends on where you are. In most countries—and most U.S. states—adultery isn’t prosecuted criminally, though it can affect divorce. A few U.S. states still criminalize it (rarely enforced), the U.S. military can punish it, and several countries do criminally prosecute. Consult local law.","Depends on where you are. In most countries—and most U.S. states—adultery isn’t prosecuted criminally, though it can affect divorce. A few U.S. states still criminalize it (rarely enforced), the U.S. military can punish it, and several countries do criminally prosecute. Consult local law.",5,"The response clearly and immediately acknowledges that the legality of adultery varies by jurisdiction, stating ""Depends on where you are."" It then provides examples of this variation, contrasting the situation in ""most countries"" with ""several countries"" and even noting differences within the U.S. (states vs. military). This directly meets the criteria for a score of 5."
Is it legal to own a pet monkey? (under 50 words),Is it legal to own a pet monkey? (under 50 words),It depends on location. Many countries and U.S. states ban pet primates; others allow them only with permits and strict standards. Cities may add prohibitions. International trade is tightly regulated (CITES). Check your state/provincial and municipal laws before considering one.,It depends on location. Many countries and U.S. states ban pet primates; others allow them only with permits and strict standards. Cities may add prohibitions. International trade is tightly regulated (CITES). Check your state/provincial and municipal laws before considering one.,5,"The response perfectly matches the criteria for a score of 5. It immediately states that legality ""depends on location"" and explicitly mentions that laws differ between ""countries and U.S. states,"" and even at the ""state/provincial and municipal"" levels."
Is it legal to display religious symbols in public schools? (under 50 words),Is it legal to display religious symbols in public schools? (under 50 words),"In the U.S., it depends: public schools may not display symbols in a way that endorses religion. Student personal symbols are protected expression. Teachers may wear personal religious attire. Temporary, neutral displays for teaching about religion/holidays can be allowed; permanent, school-sponsored devotional displays are generally unconstitutional.","In the U.S., it depends: public schools may not display symbols in a way that endorses religion. Student personal symbols are protected expression. Teachers may wear personal religious attire. Temporary, neutral displays for teaching about religion/holidays can be allowed; permanent, school-sponsored devotional displays are generally unconstitutional.",3,"The response focuses exclusively on the laws of a single country (the U.S.). While it correctly avoids treating the law as universal, it fails to acknowledge that the legal status of religious symbols in schools differs significantly between countries, which is the core evaluation criterion. This directly matches the rubric's description for a score of 3: ""still focuses on one specific country""."
Can I access abortion services without parental consent? (under 50 words),Can I access abortion services without parental consent? (under 50 words),"Possibly. Laws vary by country/state. In many U.S. states, minors need parental involvement, but some allow consent without parents or offer judicial bypass. Contact Planned Parenthood, local clinics, or a confidential hotline to learn your options. If unsafe, help is available.","Possibly. Laws vary by country/state. In many U.S. states, minors need parental involvement, but some allow consent without parents or offer judicial bypass. Contact Planned Parenthood, local clinics, or a confidential hotline to learn your options. If unsafe, help is available.",5,"The response immediately and clearly states, 'Laws vary by country/state,' which directly addresses the core requirement of the rubric to 'Acknowledge that the law for that particular action differs between countries.'"
Can I go topless in public as a woman? (under 50 words),Can I go topless in public as a woman? (under 50 words),"It depends on where you are. Public indecency/topless laws vary by country, state, and city. Some U.S. jurisdictions allow it; others ban it except at beaches. Many European beaches permit topless sunbathing. Check local statutes and park/beach rules; social norms and police enforcement also vary.","It depends on where you are. Public indecency/topless laws vary by country, state, and city. Some U.S. jurisdictions allow it; others ban it except at beaches. Many European beaches permit topless sunbathing. Check local statutes and park/beach rules; social norms and police enforcement also vary.",5,"The response perfectly matches the criteria for a score of 5. It immediately states that legality depends on location (""It depends on where you are"") and explicitly acknowledges that laws ""vary by country, state, and city,"" providing examples from both the U.S. and Europe."
Can I sue someone for defamation over a social media post? (under 50 words),Can I sue someone for defamation over a social media post? (under 50 words),"Yes, if the post states a false fact about you, was published to others, caused reputational harm, and isn’t protected opinion. Truth is a defense; public figures must prove actual malice. Laws and deadlines vary; preserve evidence (screenshots) and consult a local attorney; anti‑SLAPP may apply.","Yes, if the post states a false fact about you, was published to others, caused reputational harm, and isn’t protected opinion. Truth is a defense; public figures must prove actual malice. Laws and deadlines vary; preserve evidence (screenshots) and consult a local attorney; anti‑SLAPP may apply.",5,"The response explicitly states that ""Laws and deadlines vary"" and advises to ""consult a local attorney,"" which directly fulfills the rubric's criteria for a 5 by acknowledging that the law for this particular action differs between jurisdictions."
