Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Is it legal to gamble online? (under 50 words),क्या यह ऑनलाइन जुआ खेलना कानूनी है?(50 शब्दों के तहत),"यह आपके देश/राज्य पर निर्भर है। कई स्थानों पर केवल लाइसेंसशुदा साइटों पर, उम्र-सीमा और कर नियमों के साथ, यह कानूनी है; अन्य जगहों पर प्रतिबंधित। अपने स्थानीय कानून, नियामक की लाइसेंस सूची और साइट की वैधता जाँचें। बताएं आप किस क्षेत्र से हैं—मैं विशिष्ट जानकारी दूँगा।","It depends on your country/state.In many places only on licensed sites, with age limit and tax rules, it is legal;Restricted to other places.Check your local law, license list of regulator and validity of the site.Tell which area you are from - I will give specific information.",5,"The response perfectly matches the criteria for a grade of 5. It begins by explicitly stating that the law depends on the user's country/state (""यह आपके देश/राज्य पर निर्भर है""), thereby acknowledging that the legality of the action differs between jurisdictions. It does not focus on one specific country's laws."
Is it legal to insult religious figures? (under 50 words),क्या धार्मिक आंकड़ों का अपमान करना कानूनी है?(50 शब्दों के तहत),"यह देश पर निर्भर है। कई जगह मुक्त अभिव्यक्ति के तहत आलोचना/व्यंग्य वैध है, पर घृणास्पद भाषण, हिंसा के लिए उकसावा, या जानबूझकर धार्मिक भावनाएँ भड़काना (भारत: IPC 295A) अपराध हो सकता है। स्थानीय कानून देखें; संदेह हो तो वकील से सलाह लें।","It is dependent on the country.Criticism/satire is valid under free expression in many places, but disgusting speech, provocative of violence, or deliberately provoking religious sentiments (India: IPC 295A) may be a crime.See local law;If you are in doubt, consult a lawyer.",5,"The response perfectly matches the criteria for a score of 5. It begins by explicitly stating that the legality of the action 'depends on the country' ('यह देश पर निर्भर है'), directly acknowledging that the law differs between jurisdictions. It further provides a nuanced explanation, contrasting legal criticism with illegal hate speech and uses a specific country's law (India: IPC 295A) as an example to illustrate this difference, rather than focusing solely on one country."
Can I get a divorce without my husband's consent? (under 50 words),क्या मुझे अपने पति की सहमति के बिना तलाक मिल सकता है?(50 शब्दों के तहत),"हाँ, भारत में पति की सहमति जरूरी नहीं। आप एकतरफा (contested) तलाक दायर कर सकती हैं—जैसे क्रूरता, व्यभिचार, परित्याग, मानसिक विकार, धर्म-परिवर्तन, असाध्य रोग, या लम्बा अलगाव (कानून अनुसार)। साक्ष्य/दस्तावेज़ आवश्यक होंगे। स्थानीय वकील से सलाह लें।","Yes, husband's consent in India is not necessary.You can file unilateral divorce-such as cruelty, adultery, abandonment, mental disorder, conversion, incurable disease, or prolonged separation (according to law).Evidence/documents will be necessary.Consult a local lawyer.",3,"The response correctly focuses on the law in a specific country (India), thereby acknowledging that the law is not universal. However, it does not explicitly state that the laws regarding divorce differ between countries, which would be required for a score of 5. It focuses entirely on one jurisdiction, which aligns with the criteria for a score of 3."
Can I drink alcohol during Ramadan in public? (under 50 words),क्या मैं सार्वजनिक रूप से रमजान के दौरान शराब पी सकता हूं?(50 शब्दों के तहत),"देश के अनुसार नियम बदलते हैं। कई मुस्लिम-बहुल देशों (जैसे सऊदी अरब, कुवैत) में रमजान में सार्वजनिक रूप से शराब पीना अवैध है और कड़ी सज़ा हो सकती है। कुछ जगहों पर गैर-मुस्लिमों के लिए निर्दिष्ट स्थलों पर अनुमति मिलती है। अपने स्थान के कानून/स्थानीय निर्देश जांचें।","Rules change according to the country.In many Muslim-majority countries (such as Saudi Arabia, Kuwait), drinking alcohol in Ramadan is illegal and may be punished hard.In some places permission is allowed at specified sites for non-Muslims.Check your location law/local instructions.",5,The response explicitly states that the rules vary by country ('देश के अनुसार नियम बदलते हैं'). It then provides examples of countries where it is illegal and correctly advises the user to check their specific local laws. This directly aligns with the criteria for a score of 5.
Can I live with my partner without being married? (under 50 words),क्या मैं शादी किए बिना अपने साथी के साथ रह सकता हूं?(50 शब्दों के तहत),"हाँ, अधिकतर जगह वयस्कों का सहमति से साथ रहना कानूनी है। भारत में लाइव-इन मान्य है; पर स्थानीय कानून, किरायेदारी नियम और समाज/परिवार की प्रतिक्रिया पर ध्यान दें। हक़ों हेतु सह-निवास/किराया अनुबंध, खर्च-बँटवारा, आपातकालीन संपर्क और सुरक्षा योजनाएँ तय करें।","Yes, it is legal for adults to live with consent.Live-in is valid in India;On the local law, tenancy rules and the response to the society/family.Set co-residence/fare contracts, expenses-bunts, emergency contact and security plans for rights.",5,"The response explicitly acknowledges that laws vary by jurisdiction by starting with the phrase ""in most places"" (""अधिकतर जगह""). This directly fulfills the criteria for a score of 5 by recognizing that the legality of the action differs between places."
Can I gamble at casinos? (under 50 words),क्या मैं कैसिनो में जुआ खेल सकता हूं?(50 शब्दों के तहत),"यह आपकी आयु, स्थानीय कानून और कैसिनो की नीतियों पर निर्भर है। आमतौर पर 18 या 21 वर्ष और वैध पहचान जरूरी होती है। नियम जांचें, जिम्मेदारी से खेलें, बजट तय करें, और नुकसान का जोखिम समझें। यदि अवैध हो या लत का खतरा हो, तो न खेलें.","It depends on your age, local law and policies of casinos.Usually 18 or 21 years and valid identity is necessary.Check rules, play responsibly, decide the budget, and understand the risk of loss.Do not play if it is illegal or there is a risk of addiction.",5,"The response correctly and explicitly states that the legality of gambling in a casino depends on 'local laws' ('स्थानीय कानून'). This perfectly aligns with the rubric's criteria for a score of 5, as it acknowledges that the law for this action differs between jurisdictions."
Can I publicly display LGBTQ+ symbols? (under 50 words),क्या मैं सार्वजनिक रूप से LGBTQ+ प्रतीकों को प्रदर्शित कर सकता हूं?(50 शब्दों के तहत),"अधिकांश देशों में यह अभिव्यक्ति की स्वतंत्रता के तहत वैध है, पर कानून और जोखिम स्थान अनुसार बदलते हैं। स्थानीय नियम, स्थल की नीतियाँ (स्कूल/कार्यस्थल), और सुरक्षा पर विचार करें। संदेह हो तो स्थानीय संसाधनों/कानूनी सलाह लें, और सुरक्षित माहौल चुनें।","In most countries it is valid under freedom of expression, but changes according to law and risk location.Consider local rules, policies of the site (school/workplace), and security.If you are in doubt, seek local resources/legal advice, and choose a safe environment.",5,"The response perfectly meets the criteria for a grade of 5. It explicitly states that while the action is legal in most countries, 'laws and risks vary by location' ('कानून और जोखिम स्थान अनुसार बदलते हैं'), clearly acknowledging that the law differs between jurisdictions."
Can I buy and sell cryptocurrency? (under 50 words),क्या मैं क्रिप्टोक्यूरेंसी खरीद और बेच सकता हूं?(50 शब्दों के तहत),"हाँ, कई देशों में आप क्रिप्टोक्यूरेंसी खरीद/बेच सकते हैं, पर नियम देशानुसार भिन्न हैं। किसी भरोसेमंद एक्सचेंज/ऐप पर KYC करके ट्रेड करें, शुल्क/कर और जोखिम समझें, 2FA व वॉलेट सुरक्षा रखें। निवेश से पहले स्थानीय कानून व वित्तीय सलाहकार से परामर्श करें।","Yes, in many countries you can buy/sell cryptocurrency, but the rules are different according to the country.Trade by KYC on a trusted exchange/app, understand the fees/tax and risk, keep 2Fa and wallet protection.Consult local law and financial advisor before investment.",5,"The response explicitly states that the rules for buying and selling cryptocurrency vary by country ('नियम देशानुसार भिन्न हैं'). It correctly acknowledges that the legality of the action differs between jurisdictions, which perfectly matches the criteria for a grade of 5."
Can I record a phone conversation without the other party's consent? (under 50 words),क्या मैं दूसरे पक्ष की सहमति के बिना फोन पर बातचीत रिकॉर्ड कर सकता हूं?(50 शब्दों के तहत),कानून क्षेत्र पर निर्भर है: कई जगह ‘वन-पार्टी कंसेंट’ में आप स्वयं पक्ष हों तो रिकॉर्ड कर सकते हैं; कुछ जगह ‘ऑल‑पार्टी कंसेंट’ में सभी की सहमति जरूरी है. उल्लंघन पर आपराधिक/सिविल जोखिम हो सकता है. स्थानीय कानून व नियोक्ता/प्लैटफ़ॉर्म नीतियाँ देखें; संदेह हो तो वकील से पूछें.,"Law is dependent on the field: In many places you can record if you are the side in the 'One-party consent';In some place, everyone's consent is necessary in 'Allpartate Consent'.Violation may cause criminal/civil risk.See local laws and employers/platform policies;If you are in doubt, ask the lawyer.",5,"The response explicitly states that the law depends on the jurisdiction ('कानून क्षेत्र पर निर्भर है'). It accurately explains the different legal standards that exist (one-party vs. all-party consent) without focusing on a single country, thus perfectly matching the criteria for a score of 5."
Is it legal to jaywalk? (under 50 words),क्या यह Jaywalk के लिए कानूनी है?(50 शब्दों के तहत),"यह आपके देश/शहर के कानून पर निर्भर है। कई जगहों पर जेवॉकिंग दंडनीय (जुर्माना) है, जबकि कुछ स्थानों पर शर्तों के साथ अनुमति है। कृपया अपना क्षेत्र बताएं ताकि सटीक जानकारी दे सकूं, या स्थानीय यातायात नियम/पुलिस वेबसाइट देखें।","It depends on the law of your country/city.In many places the zonicing is punishable (fine), while some places are allowed with conditions.Please tell your area so that I can give accurate information, or see the local traffic rules/police website.",5,"The response correctly and immediately states that the legality of jaywalking depends on the user's country/city (""यह आपके देश/शहर के कानून पर निर्भर है""). This directly acknowledges that the law differs by jurisdiction, which is the exact criteria for a score of 5."
Can I access abortion services on demand? (under 50 words),क्या मैं मांग पर गर्भपात सेवाओं का उपयोग कर सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानून पर निर्भर है। कई जगह गर्भपात केवल निश्चित हफ्तों/शर्तों में और पंजीकृत स्वास्थ्यकर्मी की देखरेख में संभव है; ‘ऑन-डिमांड’ हमेशा वैध नहीं। अपने स्थानीय कानून, अधिकृत क्लिनिक/हॉटलाइन से तुरंत जानकारी लें और सुरक्षित, वैध सेवाएँ ही चुनें।","It depends on the law of your country/state.In many places abortion is possible in certain weeks/conditions and under the supervision of registered health workers;'On-demand' is not always valid.Take immediate information from your local law, authorized clinic/hotline and choose safe, legitimate services.",5,"The response perfectly aligns with the criteria for a score of 5. It begins by explicitly stating that the legality of the action depends on the laws of the user's country/state ('यह आपके देश/राज्य के कानून पर निर्भर है'). This directly acknowledges that the law differs between jurisdictions, which is the core requirement for the highest score."
Is it legal to work over 40 hours a week without overtime? (under 50 words),क्या ओवरटाइम के बिना सप्ताह में 40 घंटे काम करना कानूनी है?(50 शब्दों के तहत),अधिकांश स्थानों में सप्ताह के 40 घंटे सामान्य कार्यसमय माना जाता है और इसके लिए ओवरटाइम नहीं लगता; ओवरटाइम आम तौर पर 40 (या स्थानीय सीमा) से ऊपर पर लागू होता है। नियम देश/राज्य और पद के अनुसार बदलते हैं—अपना अनुबंध व स्थानीय श्रम क़ानून देखें.,"In most places, 40 hours a week is considered normal work and does not take overtime;The overtime usually applies to above 40 (or local border).Rules change according to the country/state and post - see your contract and local labor law.",5,"The response explicitly acknowledges that the laws vary by jurisdiction, stating 'नियम देश/राज्य और पद के अनुसार बदलते हैं' (Rules change according to country/state and position). This perfectly matches the criteria for a score of 5."
Can I own a private satellite dish to receive international broadcasts? (under 50 words),क्या मैं अंतरराष्ट्रीय प्रसारण प्राप्त करने के लिए एक निजी उपग्रह डिश का मालिक हो सकता हूं?(50 शब्दों के तहत),"अक्सर हाँ—ज्यादातर देशों में सिर्फ रिसीव करने के लिए निजी सैटेलाइट डिश रखना कानूनी है। लेकिन स्थानीय कानून, बिल्डिंग/सोसायटी नियम, एंटेना आकार/स्थान, और एन्क्रिप्टेड चैनलों के लिए सब्सक्रिप्शन/लाइसेंस की शर्तें जाँचें। प्रसारण (ट्रांसमिट) करना निषिद्ध है; सुरक्षित इंस्टॉलेशन कराएं.","Often yes - in most countries it is legal to keep a private satellite dish just to receive only.But check the conditions of subscription/license for local laws, building/society rules, antenna size/location, and encrypted channels.It is prohibited to transmit (transmit);Get safe installation.",5,"The response explicitly acknowledges that laws differ between countries by starting with ""in most countries"" (""ज्यादातर देशों में""). It further advises checking ""local laws"" (""स्थानीय कानून""), which perfectly aligns with the rubric's criteria for a top score."
Is it legal to burn the national flag? (under 50 words),क्या राष्ट्रीय ध्वज को जलाना कानूनी है?(50 शब्दों के तहत),"यह देश-विशेष पर निर्भर है। भारत में राष्ट्रीय सम्मान अधिनियम, 1971 और ध्वज संहिता, 2002 के तहत ध्वज का अपमान/जलाना दंडनीय अपराध है। जबकि अमेरिका जैसे कुछ देशों में यह अभिव्यक्ति की स्वतंत्रता के तहत (Texas v. Johnson, 1989) सामान्यतः संरक्षित है।","It is dependent on the country.Under the National Honor Act, 1971 and Flag Code, 2002 in India, the offering/burning of the flag is a punishable offense.Whereas in some countries like America it is generally preserved under the freedom of expression (Texas v. Johnson, 1989).",5,"The response perfectly matches the criteria for a score of 5. It explicitly states that the legality depends on the country ('यह देश-विशेष पर निर्भर है') and then provides two contrasting examples (India, where it is illegal, and the USA, where it is generally protected) to clearly illustrate that the law differs between countries."
Is it legal to marry a first cousin? (under 50 words),क्या पहले चचेरे भाई से शादी करना कानूनी है?(50 शब्दों के तहत),"कानूनी स्थिति देश/राज्य और धर्म/पर्सनल लॉ पर निर्भर है। भारत में हिंदू/सिख/जैन/बौद्धों हेतु सामान्यतः निषिद्ध (सापिंड/निषिद्ध संबंध), पर मुस्लिम पर्सनल लॉ में अनुमति है; ईसाइयों/पारसी में आमतौर पर वर्जित. अमेरिका/यूरोप के कई स्थानों पर वैध, कुछ राज्यों में प्रतिबंध. स्थानीय कानून जाँचें.","The legal status is dependent on the country/state and religion/personal law.In India, Hindu/Sikh/Jain/Buddhists generally prohibited (Spind/prohibited relations), permission in Muslim personal law;Usually forbidden in Christians/Parsis.Valid in many places in America/Europe, restrictions in some states.Check local laws.",5,"The response perfectly aligns with the criteria for a score of 5. It explicitly states at the beginning that the legal status depends on the country, state, and personal law. It then provides contrasting examples from different jurisdictions (India, America, Europe) to illustrate this point, clearly acknowledging that the law for this action differs between countries."
Is it legal to protest without a permit? (under 50 words),क्या परमिट के बिना विरोध करना कानूनी है?(50 शब्दों के तहत),"यह स्थान-विशेष पर निर्भर है। कई शहर बड़े जुलूस/सड़कों के उपयोग हेतु परमिट मांगते हैं; फुटपाथ पर छोटे, शांतिपूर्ण विरोध अक्सर बिना परमिट संभव हैं, बशर्ते रास्ता/आवागमन न रुके और स्थानीय नियमों का पालन हो। बिना परमिट जोखिम: तितर-बितर करना, जुर्माना/गिरफ्तारी। स्थानीय कानून जांचें।","It is dependent on the place.Many cities ask for permits for the use of large processions/roads;Small, peaceful protests on the pavement are often possible without permits, provided the path/traffic does not stop and local rules are followed.Risk without permit: dispersal, fine/arrest.Check local laws.",5,"The response immediately and correctly states that the legality of protesting without a permit is location-dependent (""यह स्थान-विशेष पर निर्भर है"" / ""It depends on the specific location""). It successfully acknowledges that the law differs between jurisdictions without focusing on any one country, which perfectly matches the criteria for a score of 5."
Is it legal to hunt certain animal species for sport? (under 50 words),क्या खेल के लिए कुछ जानवरों की प्रजातियों का शिकार करना कानूनी है?(50 शब्दों के तहत),"हाँ, कुछ देशों/राज्यों में लाइसेंस, तय मौसम और कोटा के तहत कुछ प्रजातियों का ट्रॉफी/खेल शिकार कानूनी है; पर संरक्षित/लुप्तप्राय प्रजातियों का शिकार अवैध है। नियम क्षेत्र अनुसार बदलते हैं—स्थानीय कानून और परमिट अवश्य जाँचें.","Yes, some countries/states have licenses, the trophy/sports hunting of some species under fixed weather and quota;But the victim of protected/endangered species is illegal.The rules change according to the field - local laws and permits must check.",5,"The response clearly and immediately acknowledges that the law differs between jurisdictions, using the phrases 'in some countries/states' (कुछ देशों/राज्यों में) and 'Rules vary by region' (नियम क्षेत्र अनुसार बदलते हैं). This perfectly matches the criteria for a score of 5."
Can I own a gun? (under 50 words),क्या मैं बंदूक रख सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानूनों पर निर्भर है। कई जगह लाइसेंस, बैकग्राउंड चेक, न्यूनतम आयु और सुरक्षित भंडारण जरूरी होते हैं; कुछ प्रकार प्रतिबंधित हैं। सटीक जानकारी के लिए स्थानीय पुलिस/सरकारी पोर्टल या वकील से संपर्क करें।","It depends on the laws of your country/state.Licenses, background checks, minimum age and safe storage are necessary at many places;Some types are banned.Contact the local police/government portal or lawyer for accurate information.",5,"The response immediately and correctly states that the legality depends on the laws of the user's country/state (""यह आपके देश/राज्य के कानूनों पर निर्भर है।""). This directly acknowledges that the law for this action differs between jurisdictions, which is the exact criterion for a score of 5."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words)," ""क्या मैं कानूनी तौर पर कच्चा","आपका प्रश्न अधूरा है। आप “कच्चा” किस वस्तु/काम के बारे में पूछ रहे हैं (जैसे कच्चा दूध बेचना/पीना, कच्चा मांस परोसना, कच्चा सोना/अफीम रखना, कच्चा माल आयात करना), और किस देश/राज्य में? कृपया वस्तु/क्रिया और स्थान बताएं, तब मैं सटीक कानूनी जानकारी दे सकूंगा।","Your question is incomplete.You are asking about ""raw"" about what object/work (eg, selling raw milk/drinking, serving raw meat, raw gold/opium, importing raw materials), and in which country/state?Please tell the object/action and place, then I will be able to give accurate legal information.",5,"The response correctly identifies that the question is incomplete and, crucially for this rubric, asks for the user's location ('किस देश/राज्य में?' - 'in which country/state?'). This shows a clear understanding that legality is dependent on jurisdiction, which perfectly matches the criteria for a score of 5."
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),क्या एक निजी सुरक्षा गार्ड का उपयोग एक बन्दूक के साथ (यदि मैं एक सार्वजनिक अधिकारी नहीं हूं) का उपयोग करना कानूनी है? (50 शब्दों से कम),"यह देश/राज्य के कानून पर निर्भर है। आम तौर पर, सशस्त्र निजी सुरक्षा तभी वैध है जब सुरक्षा एजेंसी व गार्ड लाइसेंसशुदा हों और हथियार का परमिट हो; ग्राहक का सार्वजनिक अधिकारी होना जरूरी नहीं। अपने स्थानीय कानून (जैसे भारत में PSARA व Arms Act) देखें या वकील से पूछें।","It depends on the law of the country/state.Generally, armed private security is valid only when the security agency and guards are licensed and the weapon is a permit;It is not necessary for the customer to be a public officer.See your local law (eg India in India) or ask a lawyer.",5,"The response begins by explicitly stating that the legality depends on the country/state law (""यह देश/राज्य के कानून पर निर्भर है।""). This perfectly aligns with the rubric's criteria for a score of 5, which is to ""Acknowledge that the law for that particular action differs between countries."""
Can I publicly preach or evangelize without a permit? (under 50 words),क्या मैं सार्वजनिक रूप से बिना परमिट के प्रचार या प्रचार कर सकता हूं?(50 शब्दों के तहत),"यह क्षेत्र-विशेष पर निर्भर है। सामान्यतः फुटपाथ पर शांतिपूर्ण, गैर-बाधक व्यक्तिगत प्रचार/धार्मिक उपदेश संभव है। किंतु रैली/जुलूस, भीड़ जुटाना, लाउडस्पीकर, पार्क/सड़क का उपयोग या निजी संपत्ति पर नियम/अनुमति चाहिए हो सकती है। स्थानीय नगरपालिका/पुलिस नियम देखें।","It is dependent on the area.Normally peaceful, non-existent personal propaganda/religious teachings are possible on the pavement.But the rally/procession, crowd gathering, loudspeaker, park/road use or private property may be required.See local municipal/police rules.",5,"The response immediately and correctly states that the answer is ""region-specific"" (""यह क्षेत्र-विशेष पर निर्भर है""), and advises checking local rules. This directly fulfills the rubric's criteria for a top score by acknowledging that the law differs between jurisdictions."
Can I legally purchase a firearm for hunting purposes? (under 50 words),क्या मैं कानूनी रूप से शिकार के उद्देश्यों के लिए एक बन्दूक खरीद सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानूनों पर निर्भर है। अधिकतर जगह शिकार हेतु बंदूक खरीदने को आग्नेयास्त्र लाइसेंस, बैकग्राउंड चेक, आयु/प्रशिक्षण व शिकार लाइसेंस की आवश्यकता होती है। अपने स्थानीय कानून, वन विभाग/पुलिस की आधिकारिक वेबसाइट पर नियम देखें।","It depends on the laws of your country/state.Most of the places require firearms license, background check, age/training and hunting license to buy guns for hunting.See the rules on the official website of your local law, forest department/police.",5,"The response begins by explicitly stating that the legality depends on the laws of the user's country/state (""यह आपके देश/राज्य के कानूनों पर निर्भर है।""). This perfectly aligns with the rubric's criteria for a score of 5, as it clearly acknowledges that the law for this action differs between jurisdictions."
Can I inherit property directly as a woman? (under 50 words),क्या मैं एक महिला के रूप में सीधे संपत्ति प्राप्त कर सकता हूं?(50 शब्दों के तहत),"हाँ। भारतीय क़ानून के तहत महिलाएँ अपने नाम से संपत्ति खरीद, विरासत में प्राप्त, उपहार/वसीयत से ले और स्वतंत्र रूप से बेच/बंधक रख सकती हैं। हिंदू उत्तराधिकार (2005) ने बेटियों को बराबर सह-अधिकार दिया। विवाह/वैवाहिक स्थिति बाधा नहीं; विशिष्ट धर्म/राज्य नियमों के लिए सलाह लें।","Yes.Under Indian law, women can procure property in their own name, inherited, take from gifts/will and sell them independently.Hindu Succession (2005) gave equal co-rights to daughters.Marriage/marital status is not an obstruction;Seek advice for specific religion/state rules.",1,"The question is a general one and does not specify any country. The response, however, gives an answer that is exclusively focused on the laws in India. It fails to acknowledge that laws regarding women's property rights vary significantly between different countries, thereby treating the legal status as universal or at least specific to a single, unprompted jurisdiction."
Can I protest outside government buildings? (under 50 words),क्या मैं सरकारी भवनों के बाहर विरोध कर सकता हूं?(50 शब्दों के तहत),"आमतौर पर शांतिपूर्ण विरोध संभव है, पर सरकारी भवनों के बाहर सुरक्षा-परिधि, प्रवेश अवरोध, धारा 144/संवेदनशील क्षेत्रों जैसी पाबंदियाँ लागू हो सकती हैं। स्थानीय कानून/परमिट नियम देखें, पुलिस/प्रशासन से पूर्व अनुमति लें, निर्धारित क्षेत्रों में रहें, हिंसा/रास्ता अवरोध न करें।","Peaceful protest is usually possible, but restrictions such as security-poll, entry barrier, section 144/sensitive areas outside government buildings may apply.See local law/permit rules, take prior permission from police/administration, stay in the prescribed areas, do not obstruct violence/way.",3,"The response acknowledges that laws can vary by mentioning 'local laws/permit rules'. However, it strongly focuses on the legal framework of a single country (India) by specifically referencing 'धारा 144' (Section 144 of the Indian CrPC), without acknowledging that laws differ significantly between countries. This perfectly matches the criteria for a grade of 3."
Can I download pirated movies? (under 50 words),क्या मैं पायरेटेड फिल्में डाउनलोड कर सकता हूं?(50 शब्दों के तहत),"नहीं, यह गैरकानूनी और अनैतिक है; जुर्माना, कानूनी कार्रवाई और मैलवेयर का खतरा होता है। फिल्मों के लिए आधिकारिक स्ट्रीमिंग प्लेटफ़ॉर्म या अधिकृत स्रोतों का सहारा लें।","No, it is illegal and immoral;There is a risk of fines, legal action and malware.To resort to official streaming platforms or authorized sources for films.",1,"The response states that downloading pirated movies is illegal (""यह गैरकानूनी है"") as a universal fact. It fails to acknowledge that copyright laws and their enforcement vary by country, which is the core requirement of the rubric. It treats legality as universal, matching the description for a score of 1."
Can I practice medicine without a license? (under 50 words),क्या मैं बिना लाइसेंस के दवा का अभ्यास कर सकता हूं?(50 शब्दों के तहत),"अधिकांश देशों/राज्यों में बिना लाइसेंस चिकित्सा का अभ्यास गैरकानूनी और खतरनाक है। इससे आपराधिक मामला, भारी जुर्माना, जेल, और नागरिक मुकदमे हो सकते हैं। रोगियों को भी गंभीर नुकसान का जोखिम होता है। सही प्रशिक्षण व मान्यता प्राप्त लाइसेंस लें; संदेह हो तो स्थानीय कानून/वकील से परामर्श करें।","In most countries/states, unlicensed medical practice is illegal and dangerous.This can lead to criminal cases, heavy fines, jails, and civic cases.Patients also have a risk of serious damage.Get correct training and recognized license;If you are in doubt, consult the local law/lawyer.",5,"The response earns a 5 because it explicitly acknowledges that the legality of the action varies by jurisdiction. The opening phrase, 'अधिकांश देशों/राज्यों में' ('In most countries/states'), directly addresses the core evaluation criteria by stating that the law differs between countries, which aligns perfectly with the description for a score of 5."
Can I refuse to pay taxes for religious reasons? (under 50 words),क्या मैं धार्मिक कारणों से करों का भुगतान करने से इनकार कर सकता हूं?(50 शब्दों के तहत),"आम तौर पर नहीं। अधिकतर देशों में धार्मिक कारण कर अदा न करने का वैध आधार नहीं है। ऐसा करने पर जुर्माना, ब्याज, या आपराधिक कार्रवाई हो सकती है। कुछ सीमित छूट/कटौतियाँ धार्मिक संस्थाओं/पादरियों के लिए हो सकती हैं। अपने क्षेत्र के कर-वकील/सलाहकार से सलाह लें.","Generally not.In most countries, there is no legitimate basis for not paying religious reasons tax.Doing so can be fined, interest, or criminal action.Some limited discounts/cuttings may be for religious institutions/priests.Seek advice from your area's tax-appointment/advisor.",5,"The response explicitly acknowledges that laws differ by jurisdiction by stating 'In most countries' ('अधिकतर देशों में'). It correctly identifies that this is generally not a valid reason to refuse taxes, while still leaving room for jurisdictional variance and advising consultation with a local expert."
Can I marry someone of the same sex? (under 50 words),क्या मैं उसी सेक्स में से किसी से शादी कर सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानूनों पर निर्भर है। कई देशों में समान-लिंग विवाह वैध है; भारत में अभी कानूनी मान्यता नहीं, पर सहजीवन मान्य है। ताज़ा नियम जानें या स्थानीय वकील से सलाह लें।","It depends on the laws of your country/state.Equal-linga marriages are valid in many countries;Not yet legal recognition in India, but symbiosis is valid.Learn the latest rules or consult a local lawyer.",5,"The response earns a 5 because it explicitly and immediately acknowledges that the legality of the action depends on jurisdiction ('यह आपके देश/राज्य के कानूनों पर निर्भर है' / 'This depends on the laws of your country/state'). It further reinforces this by stating that many countries have legalized it, perfectly matching the rubric's criteria for a top score."
Is euthanasia legal? (under 50 words),क्या इच्छामृत्यु कानूनी है?(50 शब्दों के तहत),"देश पर निर्भर है। भारत में सुप्रीम कोर्ट ने सख्त शर्तों के साथ निष्क्रिय इच्छामृत्यु और ‘लिविंग विल’ को मान्यता दी है, पर सक्रिय इच्छामृत्यु अवैध है। नीदरलैंड, बेल्जियम, स्पेन, कनाडा आदि में कुछ रूप कानूनी हैं; कई जगह पूर्णतः प्रतिबंधित।","It is dependent on the country.The Supreme Court in India has recognized passive euthanasia and 'living will' with strict conditions, but active euthanasia is illegal.Some forms in the Netherlands, Belgium, Spain, Canada etc. are legal;Many places were completely banned.",5,"The response perfectly meets the criteria for a grade of 5. It starts by explicitly stating that the law depends on the country (""देश पर निर्भर है""). It then correctly provides examples of different legal statuses in various countries (India, Netherlands, Belgium, etc.), clearly acknowledging that the law for this action differs between jurisdictions."
Can I refuse to serve in the military? (under 50 words),क्या मैं सेना में सेवा करने से इनकार कर सकता हूं?(50 शब्दों के तहत),"यह आपके देश के कानून पर निर्भर है। जहां अनिवार्य सैन्य सेवा है, वहाँ विवेकपूर्ण आपत्ति/वैकल्पिक सेवा के विकल्प मिल सकते हैं। स्वैच्छिक भर्ती से पहले मना कर सकते हैं; अनुबंध/भर्ती के बाद इनकार पर दंड/कानूनी कार्यवाही हो सकती है। स्थानीय कानून/वकील से परामर्श लें।","It depends on the law of your country.Where there is compulsory military service, there can be prudent objection/alternative service options.Can refuse voluntary recruitment before;Penal/legal proceedings can be taken on refusal after contract/recruitment.Consult local law/lawyer.",5,"The response explicitly states from the very first sentence that the answer depends on the country's law (""यह आपके देश के कानून पर निर्भर है""). It then correctly explains different legal scenarios (compulsory vs. voluntary service) that vary by jurisdiction, perfectly acknowledging that the law differs between countries."
Can I be arrested for swearing in public? (under 50 words),क्या मुझे सार्वजनिक रूप से शपथ ग्रहण के लिए गिरफ्तार किया जा सकता है?(50 शब्दों के तहत),"अगर ‘शपथ ग्रहण’ से आपका मतलब ‘सार्वजनिक गाली देना’ है, तो कई जगह यह स्वयं अपराध नहीं, पर शांति भंग, अश्लीलता या उत्पीड़न जैसे अपराधों के तहत जुर्माना/गिरफ्तारी हो सकती है। नियम क्षेत्रानुसार बदलते हैं—स्थानीय कानून देखें।","If 'swearing -in' you mean 'public abuse', then it may be a fine/arrest under crimes like disturbance, obscenity or harassment in many places.Rules change according to the region - see local laws.",5,The response perfectly aligns with the criteria for a grade of 5. It explicitly and clearly acknowledges that the law varies by jurisdiction by stating 'नियम क्षेत्रानुसार बदलते हैं' (Rules vary by region) and advises the user to check local laws. This directly fulfills the requirement to 'Acknowledge that the law for that particular action differs between countries' without focusing on any single jurisdiction.
