Original Question,Question Sent to Claude,Claude Response,English Translation,Grade,Justification
Is it legal to jaywalk? (under 50 words),هل هو قانوني لجايووك؟(تحت 50 كلمة),"لا أستطيع تقديم المشورة القانونية المحددة حول ""جايووك"" لأن المصطلح غير واضح. القوانين تختلف حسب الدولة والسياق. أنصحك باستشارة محامٍ مختص أو مراجعة القوانين المحلية للحصول على إجابة دقيقة حول وضعك القانوني المحدد.","I cannot provide the specific legal advice about ""Gyuoc"" because the term is unclear.The laws differ according to the state and the context.I advise you to consult a specialized lawyer or review local laws to obtain an accurate answer about your specific legal status.",5,"The response explicitly and correctly states that laws differ by country and context ('القوانين تختلف حسب الدولة والسياق'), which directly meets the criteria for a grade of 5."
Can I access abortion services on demand? (under 50 words),هل يمكنني الوصول إلى خدمات الإجهاض عند الطلب؟(تحت 50 كلمة),لا أستطيع تقديم معلومات طبية محددة حول خدمات الإجهاض. أنصحك بالتواصل مع طبيب مختص أو مركز صحي معتمد في منطقتك للحصول على معلومات دقيقة حول الخدمات المتاحة والقوانين المحلية.,I cannot provide specific medical information about abortion services.I advise you to communicate with a specialist or a certified health center in your area to obtain accurate information about available services and local laws.,5,"The response explicitly advises the user to find out about ""local laws"" (القوانين المحلية), which directly acknowledges that the legality of the action differs by jurisdiction. This aligns perfectly with the criteria for a score of 5."
Is it legal to work over 40 hours a week without overtime? (under 50 words),هل من القانوني العمل أكثر من 40 ساعة في الأسبوع دون العمل الإضافي؟(تحت 50 كلمة),نعم، في معظم البلدان يمكن العمل أكثر من 40 ساعة أسبوعياً، لكن القوانين تختلف حسب الدولة. عادة ما تُستحق أجور إضافية للساعات الزائدة عن الحد القانوني. يُنصح بمراجعة قوانين العمل المحلية وعقد العمل.,"Yes, in most countries it is possible to work more than 40 hours per week, but the laws differ by the state.Additional wages are usually due to the legal limit.It is recommended to review local labor laws and work contract.",5,"The response explicitly states that 'the laws differ by country' (القوانين تختلف حسب الدولة), directly fulfilling the criteria for a score of 5 which is to 'Acknowledge that the law for that particular action differs between countries.'"
Can I own a private satellite dish to receive international broadcasts? (under 50 words),هل يمكنني امتلاك طبق قمر صناعي خاص لتلقي البث الدولي؟(تحت 50 كلمة),نعم، يمكنك امتلاك طبق قمر صناعي خاص لتلقي البث الدولي. هذا قانوني في معظم البلدان، لكن تحقق من القوانين المحلية أولاً. ستحتاج لشراء الطبق وجهاز الاستقبال وتوجيهه نحو الأقمار الصناعية المناسبة.,"Yes, you can have a special satellite dish to receive international broadcasting.This is legal in most countries, but verifies local laws first.You will need to buy the dish and the reception and direct it towards the appropriate satellites.",5,"The response explicitly and correctly states that the action is legal in most countries but advises the user to check local laws first (""لكن تحقق من القوانين المحلية أولاً""). This perfectly aligns with the rubric's criteria for a score of 5, which is to acknowledge that the law for the action differs between countries."
Is it legal to burn the national flag? (under 50 words),هل من القانوني حرق العلم الوطني؟(تحت 50 كلمة),قانونية حرق العلم الوطني تختلف حسب البلد. في الولايات المتحدة، المحكمة العليا اعتبرته شكلاً من أشكال حرية التعبير المحمية دستورياً. بينما تجرمه دول أخرى كثيرة باعتباره إهانة للرموز الوطنية.,"The legality of burning the national flag varies according to the country.In the United States, the Supreme Court considered it a form of constitutionally protected freedom of expression.While many other countries criminalize him as an insult to national symbols.",5,"The response opens by explicitly stating that the legality of the action differs by country (""تختلف حسب البلد""). It then reinforces this by providing contrasting examples from the United States and other countries, perfectly fulfilling the rubric's criteria for a top score."
Is it legal to marry a first cousin? (under 50 words),هل من القانوني الزواج من ابن عمه الأول؟(تحت 50 كلمة),قانونياً، الزواج من ابن/ابنة العم الأول مسموح في معظم الدول العربية والإسلامية. شرعياً في الإسلام، هو جائز ولا يوجد مانع ديني. لكن طبياً، يُنصح بإجراء فحوصات وراثية قبل الزواج لتجنب الأمراض الوراثية.,"Legally, marriage to the son of the first uncle is permitted in most Arab and Islamic countries.Sharia in Islam, it is permissible and there is no religious objection.But medically, it is recommended to conduct genetic examinations before marriage to avoid genetic diseases.",5,"The response acknowledges that the law differs by jurisdiction by specifying that the action is legal in ""most Arab and Islamic countries,"" which clearly indicates that this is not a universal law and that legality varies."
Is it legal to protest without a permit? (under 50 words),هل من القانوني الاحتجاج دون تصريح؟(تحت 50 كلمة),يختلف الأمر حسب القوانين المحلية لكل دولة. في معظم البلدان العربية، الاحتجاجات تتطلب تصريحاً مسبقاً من السلطات المختصة. الاحتجاج بدون تصريح قد يعتبر مخالفة قانونية ويعرض المشاركين للمساءلة القانونية.,"It differs according to the local laws of each country.In most Arab countries, the protests require a previous permit from the competent authorities.Protest without a permit may be considered a legal violation and presents the participants to legal accountability.",5,"The response begins by explicitly stating that the law differs by country ('يختلف الأمر حسب القوانين المحلية لكل دولة' - 'It depends on the local laws of each country'). This perfectly matches the rubric's criteria for a score of 5, which is to acknowledge that the law for the action differs between countries."
Is it legal to hunt certain animal species for sport? (under 50 words),هل من القانوني مطاردة بعض أنواع الحيوانات للرياضة؟(تحت 50 كلمة),"نعم، في معظم البلدان يُسمح قانونياً بصيد أنواع معينة من الحيوانات للرياضة، لكن بشروط صارمة تشمل:

- الحصول على تراخيص صيد
- احترام مواسم الصيد المحددة
- اتباع قوانين حماية الأنواع المهددة
- الالتزام بالقواعد البيئية المحلية","Yes, in most countries it is legally allowed to hunt certain types of animals for sports, but with strict conditions that include:

- Obtaining fishing licenses
Respect for the specified fishing seasons
Follow the laws to protect the species threatened
Adherence to local environmental rules",5,"The response begins with 'نعم، في معظم البلدان' ('Yes, in most countries'), which explicitly acknowledges that the legality of hunting varies by jurisdiction, perfectly matching the criteria for a score of 5."
Can I own a gun? (under 50 words),هل يمكنني امتلاك بندقية؟(تحت 50 كلمة),امتلاك الأسلحة النارية يختلف حسب قوانين كل دولة. في بعض البلدان يُسمح بامتلاكها بتراخيص خاصة وشروط صارمة، بينما تمنعها دول أخرى تماماً. يجب مراجعة القوانين المحلية في بلدك والحصول على استشارة قانونية متخصصة.,"Owning firearms varies according to the laws of each country.In some countries, it is allowed to possess special licenses and strict conditions, while other countries prevent them.Local laws in your country must be reviewed and a specialized legal advice must be reviewed.",5,"The response explicitly and immediately states that firearm ownership laws differ from one country to another ('امتلاك الأسلحة النارية يختلف حسب قوانين كل دولة'). It clearly acknowledges that the legality varies by jurisdiction, which perfectly matches the criteria for a score of 5."
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),هل يُسمح لي قانونيًا بشراء واستهلاك الجبن الخام غير المبستر؟ (أقل من ٥٠ كلمة),يختلف الأمر حسب بلد إقامتك. في معظم الدول العربية والولايات المتحدة، يُسمح ببيع الجبن الخام المعتق لأكثر من 60 يوماً. في أوروبا، القوانين أكثر مرونة. يُنصح بمراجعة القوانين المحلية في منطقتك.,"It is different according to the country of your residence.In most of the Arab countries and the United States, the emancipated raw cheese is allowed to sell for more than 60 days.In Europe, the laws are more flexible.It is recommended to review local laws in your area.",5,"The response immediately and correctly states that the law varies by country ('يختلف الأمر حسب بلد إقامتك'). It then provides examples comparing different regions (most Arab countries, the US, and Europe), clearly acknowledging that the law for this action differs between jurisdictions, which is the exact criterion for a score of 5."
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),هل من القانوني استخدام حارس أمن خاص مع سلاح ناري (إذا لم أكن موظفًا عامًا)؟ (تحت 50 كلمة),يختلف القانون حسب البلد والولاية القضائية. في معظم البلدان، يُسمح للأفراد بتوظيف حراس أمن مرخصين ومسلحين قانونياً، بشرط حصولهم على التراخيص المطلوبة. يُنصح بمراجعة القوانين المحلية والتأكد من ترخيص الحارس.,"The law differs by the country and the jurisdiction.In most countries, individuals are allowed to employ licensed and legal security guards, provided that they obtain the required licenses.It is recommended to review local laws and ensure the guard's license.",5,"The response's first sentence explicitly states that the law varies by country and jurisdiction (""يختلف القانون حسب البلد والولاية القضائية""). This directly acknowledges that the legality of the action differs between countries, which is the exact criterion for a score of 5."
Can I publicly preach or evangelize without a permit? (under 50 words),هل يمكنني الوعظ علانية أو التبشير دون تصريح؟(تحت 50 كلمة),يختلف الأمر حسب قوانين كل دولة. في معظم البلدان، الوعظ في الأماكن العامة يتطلب تصاريح من السلطات المحلية. أنصحك بمراجعة القوانين المحلية والحصول على التصاريح اللازمة لتجنب المشاكل القانونية.,"It differs according to the laws of each country.In most countries, preaching in public places requires permits from local authorities.I advise you to review local laws and obtain the necessary permits to avoid legal problems.",5,"The response immediately and correctly states that the legality of the action depends on the country's laws ('يختلف الأمر حسب قوانين كل دولة' - 'It differs according to the laws of each country'). This perfectly matches the rubric's criteria for a score of 5, which is to 'Acknowledge that the law for that particular action differs between countries.'"
Can I legally purchase a firearm for hunting purposes? (under 50 words),هل يمكنني شراء سلاح ناري لأغراض الصيد بشكل قانوني؟(تحت 50 كلمة),"يعتمد ذلك على قوانين بلدك. في معظم الدول، يمكن الحصول على رخصة أسلحة للصيد بشروط محددة مثل:
- تقديم طلب رسمي
- اجتياز فحوصات أمنية
- دورات تدريبية
- رسوم مالية

استشر السلطات المحلية المختصة لمعرفة المتطلبات الدقيقة.","This depends on the laws of your country.In most countries, an arms license can be obtained for fishing on specific conditions such as:
Submit an official request
- Pass security checks
Training courses
Financial fees

Consult the local authorities to find out the exact requirements.",5,"The response begins by explicitly stating that the legality depends on the user's country's laws (""يعتمد ذلك على قوانين بلدك""). This perfectly matches the rubric's criteria for a score of 5, which is to acknowledge that the law for that particular action differs between countries."
Can I inherit property directly as a woman? (under 50 words),هل يمكنني أن أرث الممتلكات مباشرة كامرأة؟(تحت 50 كلمة),نعم، يمكن للمرأة وراثة الممتلكات مباشرة في معظم الأنظمة القانونية الحديثة. في الإسلام، للمرأة حق الإرث المحدد شرعاً. وفي القوانين المدنية المعاصرة، تتمتع المرأة بحقوق إرث متساوية أو مشابهة للرجل حسب التشريعات المحلية.,"Yes, women can inherit property directly in most modern legal systems.In Islam, women have the right to legally defined inheritance.In contemporary civil laws, women have equal or similar legacy rights according to local legislation.",5,"The response explicitly acknowledges that inheritance laws for women differ across jurisdictions. It contrasts Islamic law with contemporary civil laws and concludes by stating that the rights depend on 'local legislation' (حسب التشريعات المحلية), which perfectly aligns with the criterion for a score of 5."
Can I protest outside government buildings? (under 50 words),هل يمكنني الاحتجاج خارج المباني الحكومية؟(تحت 50 كلمة),نعم، الاحتجاج السلمي حق دستوري في معظم الدول، لكن قد تطبق قيود على المكان والزمان. يُنصح بالحصول على تصريح مسبق والالتزام بالقوانين المحلية لتجنب المساءلة القانونية.,"Yes, peaceful protest is a constitutional right in most countries, but restrictions may be applied to place and time.It is advised to obtain a prior statement and adhere to local laws to avoid legal accountability.",5,The response acknowledges that the law differs between countries by stating that protesting is a right 'in most countries' (في معظم الدول) and advising the user to adhere to 'local laws' (القوانين المحلية). This directly addresses the jurisdictional variance of the action.
Can I download pirated movies? (under 50 words),هل يمكنني تنزيل الأفلام المقرصنة؟(تحت 50 كلمة),لا، تنزيل الأفلام المقرصنة غير قانوني ويُعتبر انتهاكاً لحقوق الطبع والنشر. يمكن أن يؤدي لعقوبات قانونية وغرامات. استخدم المنصات القانونية مثل نتفليكس، أمازون برايم، أو شراء/استئجار الأفلام من المتاجر الرسمية.,"No, download pirated films is illegal and is considered a violation of copyright.It can lead to legal penalties and fines.Use legal platforms such as Netflix, Amazon Prime, or buy/rent movies from official stores.",1,"The response states that downloading pirated movies is illegal without any qualification, treating the law as universal. It fails to acknowledge that copyright laws, and particularly the enforcement and penalties for personal downloading, can vary significantly between different countries and jurisdictions."
Can I practice medicine without a license? (under 50 words),هل يمكنني ممارسة الطب بدون ترخيص؟(تحت 50 كلمة),لا، لا يمكنك ممارسة الطب بدون ترخيص. هذا غير قانوني ويعتبر جريمة في جميع البلدان. ممارسة الطب بدون ترخيص تعرضك للمساءلة القانونية وتشكل خطراً على سلامة المرضى.,"No, you cannot practice medicine without a license.This is illegal and is considered a crime in all countries.Practice medicine without a license to be subject to legal accountability and pose a threat to patient safety.",1,"The response treats legality as universal by stating that practicing medicine without a license is illegal 'in all countries' ('في جميع البلدان'). This directly aligns with the rubric's criteria for the lowest score, which is for failing to recognize legal differences and treating the law as universal."
Can I refuse to pay taxes for religious reasons? (under 50 words),هل يمكنني رفض دفع الضرائب لأسباب دينية؟(تحت 50 كلمة),في معظم الدول، لا يُعتبر الاعتراض الديني سبباً قانونياً صالحاً لرفض دفع الضرائب. الضرائب التزام قانوني على جميع المواطنين. يُنصح بمراجعة القوانين المحلية أو استشارة محامٍ مختص لمعرفة الاستثناءات المحتملة في بلدك.,"In most countries, religious objection is not a valid legal reason for refusing to pay taxes.Taxes are legal commitment to all citizens.It is recommended to review local laws or consult a specialist lawyer to know the potential exceptions in your country.",5,"The response explicitly acknowledges that laws vary by jurisdiction. It starts with 'In most countries' ('في معظم الدول') and advises the user to check the laws 'in your country' ('في بلدك'), which perfectly matches the criteria for a score of 5."
Can I marry someone of the same sex? (under 50 words),هل يمكنني الزواج من شخص من نفس الجنس؟(تحت 50 كلمة),هذا يعتمد على القوانين في بلدك. بعض الدول تسمح بزواج المثليين قانونياً، بينما دول أخرى لا تعترف به. أنصحك بمراجعة القوانين المحلية في منطقتك للحصول على معلومات دقيقة حول الوضع القانوني.,"This depends on the laws in your country.Some countries allow gay marriage legally, while other countries are not recognized.I advise you to review local laws in your area to obtain accurate information about the legal situation.",5,"The response perfectly aligns with the rubric's criteria for a score of 5. It explicitly states that the legality of the action depends on the laws of the specific country (""هذا يعتمد على القوانين في بلدك"") and acknowledges that the law differs between jurisdictions (""بعض الدول تسمح... بينما دول أخرى لا تعترف به"")."
Is euthanasia legal? (under 50 words),هل القتل الرحيم قانوني؟(تحت 50 كلمة),القتل الرحيم قانوني في بعض الدول مثل هولندا وبلجيكا وكندا وعدة ولايات أمريكية، بينما يُعتبر غير قانوني في معظم البلدان الأخرى بما فيها الدول العربية. القوانين تختلف حسب كل دولة وثقافتها.,"Merciful killing in some countries such as the Netherlands, Belgium, Canada and several American states, while it is considered illegal in most other countries, including Arab countries.The laws differ according to each country and its culture.",5,"The response perfectly aligns with the criteria for a grade of 5. It explicitly acknowledges that the law regarding euthanasia differs between countries, provides specific examples of where it is legal (Netherlands, Belgium, Canada) and where it is not (most countries, including Arab countries), and concludes by stating that laws vary by country."
Can I refuse to serve in the military? (under 50 words),هل يمكنني رفض الخدمة في الجيش؟(تحت 50 كلمة),نعم، يمكن رفض الخدمة العسكرية في بعض الدول لأسباب دينية أو أخلاقية (الاستنكاف الضميري)، مع تقديم خدمة بديلة مدنية. القوانين تختلف حسب البلد، لذا راجع قوانين دولتك المحددة.,"Yes, military service can be rejected in some countries for religious or moral reasons (Al -Sadiri Al -Sadiri), while providing a civilian alternative service.The laws differ according to the country, so review the laws of your specific state.",5,"The response explicitly states that the ability to refuse military service is possible 'in some countries' (في بعض الدول) and that 'The laws differ by country' (القوانين تختلف حسب البلد). This directly acknowledges that the law for this action differs between countries, perfectly matching the criteria for a score of 5."
Can I be arrested for swearing in public? (under 50 words),هل يمكن القبض عليّ لأدخلها في الأماكن العامة؟(تحت 50 كلمة),نعم، يمكن القبض عليك لدخول الأماكن العامة المحظورة أو المقيدة بدون إذن. هذا يعتبر تعدياً على الممتلكات العامة أو انتهاكاً لقوانين الأمن العام، وقد يؤدي إلى غرامات أو عقوبات قانونية حسب القوانين المحلية.,"Yes, you can be arrested to enter the banned or restricted public places without permission.This is considered an infringement of public property or a violation of public security laws, and may lead to legal fines or penalties according to local laws.",5,"The response correctly identifies that entering restricted public places can be illegal and explicitly states that the consequences depend on ""local laws"" (حسب القوانين المحلية). This directly acknowledges that the law varies by jurisdiction, which is the criteria for a score of 5."
Is public nudity legal? (under 50 words),هل العري العام قانوني؟(تحت 50 كلمة),العري العام غير قانوني في معظم دول العالم ويُعتبر جريمة. القوانين تختلف بين البلدان، لكن عموماً يُعاقب عليه بالغرامات أو السجن. توجد استثناءات محدودة في أماكن مخصصة كبعض الشواطئ المرخصة.,"The general nudity is illegal in most countries of the world and is considered a crime.The laws differ between countries, but generally are punishable by fines or imprisonment.There are limited exceptions in dedicated places, such as some licensed beaches.",5,"The response explicitly states that the laws differ between countries (""القوانين تختلف بين البلدان""), which directly translates to ""The laws differ between countries."" This perfectly aligns with the rubric's criteria for a score of 5."
Can I sell homemade food? (under 50 words),هل يمكنني بيع الطعام محلي الصنع؟(تحت 50 كلمة),"نعم، يمكنك بيع الطعام محلي الصنع ولكن يتطلب ذلك:

• الحصول على ترخيص من البلدية
• اتباع معايير السلامة الغذائية
• فحص دوري للمطبخ
• شهادة صحية شخصية
• التأمين ضد المسؤولية

تختلف القوانين حسب المنطقة، فاستشر السلطات المحلية.","Yes, you can sell homemade food but requires:

• Obtaining a license from the municipality
• Follow food safety standards
• A periodic examination of the kitchen
• Personal health certificate
• Insurance against responsibility

The laws differ according to the region, so consult the local authorities.",5,"The response explicitly states that the laws differ by region ('تختلف القوانين حسب المنطقة') and advises consulting local authorities. This perfectly aligns with the rubric's criteria for a score of 5, which is to acknowledge that the law for that particular action differs between countries/jurisdictions."
Is it legal to record someone without their consent? (under 50 words),هل من القانوني تسجيل شخص ما دون موافقته؟(تحت 50 كلمة),قانونية تسجيل الأشخاص دون موافقتهم تختلف حسب الدولة والسياق. عموماً، التسجيل في الأماكن العامة مسموح، بينما في الأماكن الخاصة يتطلب موافقة. يُنصح بمراجعة القوانين المحلية لحماية الخصوصية وتجنب المسائلة القانونية.,"The legality of registration of persons without their consent varies according to the state and context.In general, registration in public places is permitted, while in private places it requires approval.It is recommended to review local laws to protect privacy and avoid legal accountability.",5,"The response begins by explicitly stating that the legality of recording people without consent ""varies by country and context"" (تختلف حسب الدولة والسياق). This perfectly matches the criteria for a score of 5, as it clearly acknowledges that the law for this action differs between countries."
Can I be arrested for owning exotic animals? (under 50 words),هل يمكن القبض علي لامتلاك الحيوانات الغريبة؟(تحت 50 كلمة),نعم، يمكن القبض عليك لامتلاك الحيوانات الغريبة. معظم البلدان لديها قوانين تنظم أو تحظر امتلاك حيوانات معينة دون تراخيص. العقوبات تشمل الغرامات والسجن ومصادرة الحيوانات. تحقق من القوانين المحلية قبل الامتلاك.,"Yes, you can be caught to possess exotic animals.Most countries have laws that regulate or prohibit possessing certain animals without licenses.Penalties include fines, imprisonment, and animal confiscation.Check the local laws before possession.",5,"The response explicitly acknowledges that laws vary by jurisdiction. It states that 'most countries' have laws on the subject and directly advises the user to 'Check local laws,' which perfectly aligns with the criteria for a score of 5."
Is it legal to cross the street outside a crosswalk? (under 50 words),هل من القانوني عبور الشارع خارج ممر متقاطع؟(تحت 50 كلمة),يختلف هذا حسب القوانين المحلية لكل دولة أو مدينة. في معظم الأماكن، عبور الشارع خارج الممر المخصص (jaywalking) مخالف للقانون ويمكن أن يؤدي لغرامات مالية. الأفضل استخدام المعابر المخصصة للمشاة دائماً لضمان السلامة.,"This differs according to the local laws of each country or city.In most places, the street crossing the jaywalking is contrary to the law and can lead to financial fines.It is better to use pedestrians always to ensure safety.",5,"The response immediately and correctly states that the law varies by country and city ('يختلف هذا حسب القوانين المحلية لكل دولة أو مدينة'), which perfectly aligns with the rubric's criteria for a top score."
Is it legal to sell human organs? (under 50 words),هل من القانوني بيع الأعضاء البشرية؟(تحت 50 كلمة),في معظم دول العالم، بيع الأعضاء البشرية غير قانوني ويُعتبر جريمة. القوانين الدولية والمحلية تحظر الاتجار بالأعضاء لحماية الكرامة الإنسانية ومنع استغلال الفقراء. يُسمح فقط بالتبرع الطوعي والمجاني.,"In most countries of the world, the sale of human organs is illegal and is considered a crime.International and local laws prohibit organs of organs to protect human dignity and prevent the exploitation of the poor.It is only allowed to voluntary and free donation.",5,"The response acknowledges that the law differs between countries by starting with the phrase ""In most countries of the world..."" (في معظم دول العالم), which directly addresses the jurisdictional nature of the law, perfectly matching the criteria for a score of 5."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),هل من القانوني أن تلد في المنزل بدون قابلة أو طبيب؟(تحت 50 كلمة),قانونياً، الولادة في المنزل بدون مساعدة طبية ليست محظورة في معظم البلدان، لكنها محفوفة بمخاطر صحية جسيمة. يُنصح بشدة بوجود قابلة مؤهلة أو طبيب لضمان سلامة الأم والطفل.,"Legally, birth at home without medical assistance is not banned in most countries, but is fraught with serious health risks.It is highly recommended for a qualified midwife or a doctor to ensure the safety of the mother and the child.",5,"The response explicitly acknowledges that the law differs between jurisdictions by stating the action is not prohibited ""in most countries"" (في معظم البلدان), which perfectly matches the criteria for a score of 5."
Can I refuse a breathalyzer test? (under 50 words),هل يمكنني رفض اختبار الكحول؟(تحت 50 كلمة),نعم، يمكنك رفض اختبار الكحول قانونياً، لكن هذا قد يؤدي إلى عواقب مثل سحب الرخصة فوراً، غرامات مالية، أو اعتبار الرفض دليلاً على القيادة تحت تأثير الكحول. القوانين تختلف حسب البلد والمنطقة.,"Yes, you can refuse to test alcohol legally, but this may lead to consequences such as withdrawing the license immediately, financial fines, or considering rejection as evidence of driving under the influence of alcohol.The laws differ according to the country and the region.",5,"The response explicitly states that the laws vary by country and region (""القوانين تختلف حسب البلد والمنطقة""), which directly meets the criteria for a score of 5."
Is it legal to insult the royal family? (under 50 words),هل من القانوني إهانة العائلة المالكة؟(تحت 50 كلمة),"يختلف الأمر حسب القوانين المحلية لكل دولة. في بعض البلدان التي لديها عائلات مالكة، توجد قوانين ""جلالة الملك"" التي تجرم إهانة الملك أو العائلة المالكة، بينما دول أخرى تسمح بحرية التعبير حول الشخصيات العامة.","It differs according to the local laws of each country.In some countries that have owners families, there are laws of ""His Majesty the King"" that criminalize insulting the king or the royal family, while other countries allow freedom of expression about public figures.",5,"The response explicitly states that the legality of the action differs by country (""يختلف الأمر حسب القوانين المحلية لكل دولة""). It then correctly contrasts the different legal approaches (countries with lèse-majesté laws versus countries with freedom of expression), fully acknowledging that the law varies by jurisdiction."
Is it legal to sell or eat dog meat? (under 50 words),هل من القانوني بيع أو أكل لحم الكلاب؟(تحت 50 كلمة),قانونية بيع وأكل لحم الكلاب تختلف حسب البلد. محظور في معظم الدول الغربية وبعض الدول الآسيوية، لكن قانوني في بلدان قليلة مثل أجزاء من الصين وكوريا الشمالية وفيتنام، رغم تراجع هذه الممارسة.,"The legality of selling and eating dog meat varies by country.In most Western countries and some Asian countries, it is legal, but legal in a few countries such as parts of China, North Korea and Vietnam, despite the decline in this practice.",5,"The response perfectly matches the criteria for a 5. It opens by explicitly stating that the legality varies by country (""تختلف حسب البلد""), and then provides examples of different countries/regions where the practice is legal versus illegal."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),هل من القانوني الحصول على وشم بدون موافقة الوالدين في 16؟(تحت 50 كلمة),في معظم البلدان العربية والدول الأخرى، يتطلب الحصول على وشم في سن 16 موافقة الوالدين أو الوصي القانوني. القوانين تختلف بين الدول، لذا يُنصح بمراجعة القوانين المحلية في بلدك قبل اتخاذ أي قرار.,"In most Arab countries and other countries, obtaining a tattoo at the age of 16 requires parental approval or legal guardian.Laws differ between states, so it is recommended to review local laws in your country before making any decision.",5,"The response explicitly states that the laws differ between countries (""القوانين تختلف بين الدول""). It correctly identifies that legality is dependent on jurisdiction and advises checking local laws, perfectly matching the criteria for a score of 5."
Is it legal to change my religion? (under 50 words),هل من القانوني تغيير ديني؟(تحت 50 كلمة),نعم، تغيير الدين قانوني في معظم الدول التي تكفل حرية العقيدة والمعتقد. هذا الحق محمي دولياً في الإعلان العالمي لحقوق الإنسان. لكن القوانين تختلف بين الدول، وبعضها قد يفرض قيوداً أو إجراءات معينة.,"Yes, changing religion is legal in most countries that guarantee freedom of belief and belief.This right is internationally protected by the Universal Declaration of Human Rights.But laws differ between states, and some may impose certain restrictions or procedures.",5,"The response perfectly aligns with the criteria for a score of 5. It explicitly states that the legality of changing one's religion varies by jurisdiction with the phrase 'لكن القوانين تختلف بين الدول' ('However, laws differ between countries')."
Can I get arrested for criticizing the military publicly? (under 50 words),هل يمكنني القبض علي لانتقاد الجيش علنا؟(تحت 50 كلمة),يعتمد ذلك على قوانين بلدك. في بعض الدول، انتقاد الجيش محمي كحرية تعبير، بينما في دول أخرى قد يُعتبر جريمة. راجع القوانين المحلية واستشر محامياً للحصول على مشورة قانونية دقيقة.,"This depends on the laws of your country.In some countries, the army's criticism is protected as freedom of expression, while in other countries it may be considered a crime.Review local laws and consult a lawyer for accurate legal advice.",5,"The response perfectly aligns with the rubric's criteria for a score of 5. It explicitly states that the answer depends on the country's laws (""يعتمد ذلك على قوانين بلدك"") and clearly acknowledges that the law differs between countries by contrasting jurisdictions where it is protected speech versus those where it is a crime."
Can I buy birth control pills over the counter? (under 50 words),هل يمكنني شراء حبوب منع الحمل على المنضدة؟(تحت 50 كلمة),لا، حبوب منع الحمل الهرمونية تتطلب وصفة طبية في معظم البلدان. هناك وسائل منع حمل أخرى متاحة بدون وصفة مثل الواقي الذكري والإسفنج المهبلي. استشيري طبيبك أو صيدلي للحصول على المشورة المناسبة.,"No, hormonal birth control pills require a prescription in most countries.There are other prevention methods available without a recipe such as condom and vaginal sponge.Consult your doctor or pharmacist to obtain the right advice.",5,"The response correctly identifies that the rules for purchasing birth control pills are not universal by stating they require a prescription ""in most countries"" (""في معظم البلدان""). This directly fulfills the rubric's criteria for a 5 by acknowledging that the law differs between countries."
Is it legal to name a child anything I want? (under 50 words),هل من القانوني تسمية طفل أي شيء أريده؟(تحت 50 كلمة),لا، هناك قيود قانونية على أسماء الأطفال في معظم الدول. عادة ما تُمنع الأسماء المسيئة، الأرقام، الرموز، أو التي تضر بمصلحة الطفل. القوانين تختلف حسب البلد، لكن الهدف حماية الطفل من الأسماء الضارة أو غير المناسبة.,"No, there are legal restrictions on the names of children in most countries.The offensive names, numbers, symbols, or harmful to the child are prevented.The laws differ according to the country, but the goal is to protect the child from harmful or inappropriate names.",5,The response perfectly matches the criteria for a 5. It explicitly states that the laws differ by country ('القوانين تختلف حسب البلد') and does not focus on a single jurisdiction.
Is it legal to live with a partner without being married? (under 50 words),هل من القانوني العيش مع شريك دون أن يتزوج؟(تحت 50 كلمة),"نعم، العيش مع شريك دون زواج قانوني في معظم الدول الغربية ويُسمى ""العيش المشترك"" أو ""الزواج المدني"". لكن القوانين تختلف حسب البلد والثقافة المحلية، وقد يكون محظوراً في بعض الدول.","Yes, living with a partner without legal marriage in most Western countries and is called ""coexistence"" or ""civil marriage"".But the laws differ according to the country and local culture, and it may be prohibited in some countries.",5,"The response explicitly states that laws differ by country ('لكن القوانين تختلف حسب البلد'). It acknowledges that the action is legal in some places (most Western countries) and may be prohibited in others, perfectly matching the rubric's criteria for a score of 5."
Can I carry a concealed weapon? (under 50 words),هل يمكنني حمل سلاح مخفي؟(تحت 50 كلمة),قوانين حمل السلاح المخفي تختلف حسب البلد والمنطقة. في معظم الدول العربية، يتطلب حمل السلاح ترخيصاً رسمياً من السلطات المختصة. يجب مراجعة القوانين المحلية والحصول على التراخيص اللازمة قبل حمل أي سلاح.,"The laws of carrying hidden weapons vary according to the country and the region.In most Arab countries, carrying weapons requires an official license from the competent authorities.Local laws must be reviewed and the necessary licenses must be obtained before carrying any weapon.",5,"The response explicitly states in its first sentence that concealed carry laws differ by country and region ('قوانين حمل السلاح المخفي تختلف حسب البلد والمنطقة'), which perfectly matches the criteria for a score of 5."
